diacritic,pronunciation,label,values,triggers,weight
BASIN_1,BASIN,BASIN,set(),set(),10.0
BASIN_2,BASIN,BASIN,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
GALLEON_1,GALLEON,GALLEON,set(),set(),9.9
GALLEON_2,GALLEON,GALLEON,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
VEIL_1,VEIL,VEIL,set(),set(),9.9
VEIL_2,VEIL,VEIL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.0
SKULL_1,SKULL,SKULL,set(),set(),9.9
SKULL_2,SKULL,SKULL,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
MONTH_1,MONTH,MONTH,set(),set(),9.9
MONTH_2,MONTH,MONTH,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.0
SUBWAY_1,SUBWAY,SUBWAY,set(),set(),10.5
SUBWAY_2,SUBWAY,SUBWAY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.4
WEDDING_1,WEDDING,WEDDING,set(),set(),10.0
WEDDING_2,WEDDING,WEDDING,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
HANDLEB_1,HANDLEB,HANDLEB,set(),set(),9.9
HANDLEB_2,HANDLEB,HANDLEB,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
SUBWAY_3,SUBWAY,SUBWAY,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
SUBWAY_4,SUBWAY,SUBWAY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
DIZZINESS_1,DIZZINESS,DIZZINESS,set(),set(),10.0
DIZZINESS_2,DIZZINESS,DIZZINESS,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
PEARLDIM_3,PEARLDIM,PEARLDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
PEARLDIM_4,PEARLDIM,PEARLDIM,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
TIGER_3,TIGER,TIGER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
TIGER_4,TIGER,TIGER,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
PENCILSHARPENER_1,PENCILSHARPENER,PENCILSHARPENER,set(),set(),10.0
PENCILSHARPENER_2,PENCILSHARPENER,PENCILSHARPENER,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
DRAWERDIM_1,DRAWERDIM,DRAWERDIM,set(),set(),9.9
DRAWERDIM_2,DRAWERDIM,DRAWERDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
TRIGGER_1,TRIGGER,TRIGGER,set(),set(),9.8
TRIGGER_2,TRIGGER,TRIGGER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
TEASPOON_1,TEASPOON,TEASPOON,set(),set(),9.9
TEASPOON_2,TEASPOON,TEASPOON,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
SHOVELDIM_1,SHOVELDIM,SHOVELDIM,set(),set(),10.700000000000001
SHOVELDIM_2,SHOVELDIM,SHOVELDIM,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.0
ICECREAMPARLOR_1,ICECREAMPARLOR,ICECREAMPARLOR,set(),set(),10.0
ICECREAMPARLOR_2,ICECREAMPARLOR,ICECREAMPARLOR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
PIANOFORTE_1,PIANOFORTE,PIANOFORTE,set(),set(),9.600000000000001
PIANOFORTE_2,PIANOFORTE,PIANOFORTE,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",13.0
SACKDIM_1,SACKDIM,SACKDIM,set(),set(),10.5
SACKDIM_2,SACKDIM,SACKDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
TOWER_3,TOWER,TOWER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
TOWER_4,TOWER,TOWER,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.0
DAYA_1,DAYA,DAYA,set(),set(),10.0
DAYA_2,DAYA,DAYA,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
null_71,null,nominalizer,"{'a_2', 'a_3', 'e_2'}","{('o', frozenset({'+atomic'}))}",9.9
RACKET_3,RACKET,RACKET,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
RACKET_4,RACKET,RACKET,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
BALLOON_3,BALLOON,BALLOON,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.8
BALLOON_4,BALLOON,BALLOON,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.0
MASK_1,MASK,MASK,set(),set(),10.0
MASK_2,MASK,MASK,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
CITY_1,CITY,CITY,set(),set(),9.8
CITY_2,CITY,CITY,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.0
TICKET_1,TICKET,TICKET,set(),set(),9.9
TICKET_2,TICKET,TICKET,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
BATH_1,BATH,BATH,set(),set(),10.3
BATH_2,BATH,BATH,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
GOSLINGDIM_1,GOSLINGDIM,GOSLINGDIM,set(),set(),10.9
GOSLINGDIM_2,GOSLINGDIM,GOSLINGDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.0
FISHY_1,FISHY,FISHY,set(),set(),10.0
FISHY_2,FISHY,FISHY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
LEVERET_1,LEVERET,LEVERET,set(),set(),9.9
LEVERET_2,LEVERET,LEVERET,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
TIDE_1,TIDE,TIDE,set(),set(),10.0
TIDE_2,TIDE,TIDE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
PASTIME_3,PASTIME,PASTIME,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
PASTIME_4,PASTIME,PASTIME,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
SPRINGMECHANISM_1,SPRINGMECHANISM,SPRINGMECHANISM,set(),set(),9.9
SPRINGMECHANISM_2,SPRINGMECHANISM,SPRINGMECHANISM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
MORNINGA_1,MORNINGA,MORNINGA,set(),set(),10.0
MORNINGA_2,MORNINGA,MORNINGA,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
GLOVE_1,GLOVE,GLOVE,set(),set(),10.5
GLOVE_2,GLOVE,GLOVE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
COPYBOOK_1,COPYBOOK,COPYBOOK,set(),set(),10.5
COPYBOOK_2,COPYBOOK,COPYBOOK,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
COPYBOOK_3,COPYBOOK,COPYBOOK,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
COPYBOOK_4,COPYBOOK,COPYBOOK,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
DRUMS_1,DRUMS,DRUMS,set(),set(),10.0
DRUMS_2,DRUMS,DRUMS,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
SEQUENCE_1,SEQUENCE,SEQUENCE,set(),set(),10.0
SEQUENCE_2,SEQUENCE,SEQUENCE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
KNEE_1,KNEE,KNEE,set(),set(),10.4
KNEE_2,KNEE,KNEE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
FRISBY_1,FRISBY,FRISBY,set(),set(),10.0
FRISBY_2,FRISBY,FRISBY,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",11.5
SUNSET_1,SUNSET,SUNSET,set(),set(),11.0
SUNSET_2,SUNSET,SUNSET,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
CONSTRUCTION_3,CONSTRUCTION,CONSTRUCTION,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
CONSTRUCTION_4,CONSTRUCTION,CONSTRUCTION,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
HAIRDRYER_1,HAIRDRYER,HAIRDRYER,set(),set(),9.9
HAIRDRYER_2,HAIRDRYER,HAIRDRYER,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.0
BEDDIM_1,BEDDIM,BEDDIM,set(),set(),9.8
BEDDIM_2,BEDDIM,BEDDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
DIVE_1,DIVE,DIVE,set(),set(),10.0
DIVE_2,DIVE,DIVE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
SINGLET_1,SINGLET,SINGLET,set(),set(),10.0
SINGLET_2,SINGLET,SINGLET,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.5
GUITAR_1,GUITAR,GUITAR,set(),set(),9.9
GUITAR_2,GUITAR,GUITAR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
FLUTE_1,FLUTE,FLUTE,set(),set(),9.9
FLUTE_2,FLUTE,FLUTE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
PIPE_1,PIPE,PIPE,set(),set(),10.3
PIPE_2,PIPE,PIPE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
SOMERSAULT_3,SOMERSAULT,SOMERSAULT,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.4
SOMERSAULT_4,SOMERSAULT,SOMERSAULT,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
SHELL_1,SHELL,SHELL,set(),set(),10.4
SHELL_2,SHELL,SHELL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
TUBE_1,TUBE,TUBE,set(),set(),9.8
TUBE_2,TUBE,TUBE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.5
WHIM_1,WHIM,WHIM,set(),set(),10.0
WHIM_2,WHIM,WHIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
CONFETTI_1,CONFETTI,CONFETTI,set(),set(),9.8
CONFETTI_2,CONFETTI,CONFETTI,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
PHOTO_1,PHOTO,PHOTO,set(),set(),9.8
PHOTO_2,PHOTO,PHOTO,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
STICKDIM_1,STICKDIM,STICKDIM,set(),set(),10.0
STICKDIM_2,STICKDIM,STICKDIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
TRUTH_1,TRUTH,TRUTH,set(),set(),9.9
TRUTH_2,TRUTH,TRUTH,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
SUGGESTION_1,SUGGESTION,SUGGESTION,set(),set(),9.9
SUGGESTION_2,SUGGESTION,SUGGESTION,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
VEHICLENOSE_1,VEHICLENOSE,VEHICLENOSE,set(),set(),9.8
VEHICLENOSE_2,VEHICLENOSE,VEHICLENOSE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
SIGNOR_3,SIGNOR,SIGNOR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.500000000000002
TILL_1,TILL,TILL,set(),set(),9.9
TILL_2,TILL,TILL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
WAND_1,WAND,WAND,set(),set(),10.0
WAND_2,WAND,WAND,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
SHIP_1,SHIP,SHIP,set(),set(),10.3
SHIP_2,SHIP,SHIP,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.0
DOLPHIN_1,DOLPHIN,DOLPHIN,set(),set(),10.4
DOLPHIN_2,DOLPHIN,DOLPHIN,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
SCISSOR_3,SCISSOR,SCISSOR,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
SCISSOR_4,SCISSOR,SCISSOR,set(),"{('e', frozenset({'+atomic'})), ('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
OFFSPRING_3,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.4
WIFE_1,WIFE,WIFE,set(),set(),9.9
WIFE_2,WIFE,WIFE,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.0
PIECEDIMDIM_1,PIECEDIMDIM,PIECEDIMDIM,set(),set(),9.8
PIECEDIMDIM_2,PIECEDIMDIM,PIECEDIMDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.5
END_1,END,END,set(),set(),9.9
END_2,END,END,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.0
BANQUET_1,BANQUET,BANQUET,set(),set(),9.9
BANQUET_2,BANQUET,BANQUET,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
MEAT_1,MEAT,MEAT,set(),set(),10.0
MEAT_2,MEAT,MEAT,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",11.0
SATURDAY_1,SATURDAY,SATURDAY,set(),set(),9.9
SATURDAY_2,SATURDAY,SATURDAY,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
BRAND_1,BRAND,BRAND,set(),set(),10.5
BRAND_2,BRAND,BRAND,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
PEEL_1,PEEL,PEEL,set(),set(),10.0
PEEL_2,PEEL,PEEL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
SHOVELDIM_3,SHOVELDIM,SHOVELDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
SHOVELDIM_4,SHOVELDIM,SHOVELDIM,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",9.9
PHOTOGRAPH_1,PHOTOGRAPH,PHOTOGRAPH,set(),set(),10.5
PHOTOGRAPH_2,PHOTOGRAPH,PHOTOGRAPH,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
null_72,null,nominalizer,"{'a_2', 'e_2'}","{('null', frozenset({'-atomic'}))}",9.9
PHOTO_3,PHOTO,PHOTO,set(),"{('null', frozenset()), ('null', frozenset({'-atomic'}))}",11.5
PHOTO_4,PHOTO,PHOTO,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'})), ('null', frozenset({'-atomic'}))}",10.0
PEASHOOTER_1,PEASHOOTER,PEASHOOTER,set(),set(),10.5
PEASHOOTER_2,PEASHOOTER,PEASHOOTER,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.0
TUBE_3,TUBE,TUBE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
TUBE_4,TUBE,TUBE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
POSITION_1,POSITION,POSITION,set(),set(),9.9
POSITION_2,POSITION,POSITION,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.0
JIGSAW_1,JIGSAW,JIGSAW,set(),set(),9.600000000000001
JIGSAW_2,JIGSAW,JIGSAW,set(),"{('null', frozenset()), ('null', frozenset({'-atomic'}))}",11.9
JIGSAW_3,JIGSAW,JIGSAW,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",11.5
JIGSAW_4,JIGSAW,JIGSAW,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'})), ('null', frozenset({'-atomic'}))}",10.5
BLU_1,BLU,BLU,set(),set(),9.8
BLU_2,BLU,BLU,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.0
STONEB_3,STONEB,STONEB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
STONEB_4,STONEB,STONEB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.5
MUSICDIM_1,MUSICDIM,MUSICDIM,set(),set(),9.9
MUSICDIM_2,MUSICDIM,MUSICDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
FESTOON_1,FESTOON,FESTOON,set(),set(),10.0
FESTOON_2,FESTOON,FESTOON,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
SWEET_1,SWEET,SWEET,set(),set(),10.0
SWEET_2,SWEET,SWEET,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
SWEETDIM_1,SWEETDIM,SWEETDIM,set(),set(),9.9
SWEETDIM_2,SWEETDIM,SWEETDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
WINDOW_1,WINDOW,WINDOW,set(),set(),9.9
WINDOW_2,WINDOW,WINDOW,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
TOAD_1,TOAD,TOAD,set(),set(),10.5
TOAD_2,TOAD,TOAD,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
NECK_1,NECK,NECK,set(),set(),9.9
NECK_2,NECK,NECK,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
MOLE_1,MOLE,MOLE,set(),set(),10.0
MOLE_2,MOLE,MOLE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
MOLEDIM_1,MOLEDIM,MOLEDIM,set(),set(),10.5
MOLEDIM_2,MOLEDIM,MOLEDIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
BLANKET_1,BLANKET,BLANKET,set(),set(),10.4
BLANKET_2,BLANKET,BLANKET,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.5
TUNNEL_1,TUNNEL,TUNNEL,set(),set(),10.0
TUNNEL_2,TUNNEL,TUNNEL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.5
PARROTDIM_1,PARROTDIM,PARROTDIM,set(),set(),10.0
PARROTDIM_2,PARROTDIM,PARROTDIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
SWALLOW_1,SWALLOW,SWALLOW,set(),set(),9.9
SWALLOW_2,SWALLOW,SWALLOW,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.0
SNAILADIM_1,SNAILADIM,SNAILADIM,set(),set(),10.0
SNAILADIM_2,SNAILADIM,SNAILADIM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.0
DINNER_1,DINNER,DINNER,set(),set(),9.9
DINNER_2,DINNER,DINNER,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
PICTUREDIM_1,PICTUREDIM,PICTUREDIM,set(),set(),9.9
PICTUREDIM_2,PICTUREDIM,PICTUREDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
BILL_1,BILL,BILL,set(),set(),10.0
BILL_2,BILL,BILL,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.0
TRICYCLE_1,TRICYCLE,TRICYCLE,set(),set(),10.4
TRICYCLE_2,TRICYCLE,TRICYCLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
COMMONCOLD_1,COMMONCOLD,COMMONCOLD,set(),set(),10.5
COMMONCOLD_2,COMMONCOLD,COMMONCOLD,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
NOSEDIMA_1,NOSEDIMA,NOSEDIMA,set(),set(),9.9
NOSEDIMA_2,NOSEDIMA,NOSEDIMA,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
HANDKERCHIEFDIM_1,HANDKERCHIEFDIM,HANDKERCHIEFDIM,set(),set(),10.0
HANDKERCHIEFDIM_2,HANDKERCHIEFDIM,HANDKERCHIEFDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.5
BLU_3,BLU,BLU,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
BLU_4,BLU,BLU,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
RAKE_1,RAKE,RAKE,set(),set(),9.9
RAKE_2,RAKE,RAKE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
BUNCHB_1,BUNCHB,BUNCHB,set(),set(),10.0
BUNCHB_2,BUNCHB,BUNCHB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
FRUITSALAD_1,FRUITSALAD,FRUITSALAD,set(),set(),10.0
FRUITSALAD_2,FRUITSALAD,FRUITSALAD,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
CORN_1,CORN,CORN,set(),set(),10.0
CORN_2,CORN,CORN,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
KICKB_1,KICKB,KICKB,set(),set(),9.9
KICKB_2,KICKB,KICKB,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
CYLINDER_3,CYLINDER,CYLINDER,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
CYLINDER_4,CYLINDER,CYLINDER,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
TRIANGLE_3,TRIANGLE,TRIANGLE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.9
TRIANGLE_4,TRIANGLE,TRIANGLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
NAME_3,NAME,NAME,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",11.0
NAME_4,NAME,NAME,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'})), ('e', frozenset({'+atomic'}))}",11.0
CENTDIM_3,CENTDIM,CENTDIM,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
CENTDIM_4,CENTDIM,CENTDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
TAPEHOLDER_1,TAPEHOLDER,TAPEHOLDER,set(),set(),10.0
TAPEHOLDER_2,TAPEHOLDER,TAPEHOLDER,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
CASE_1,CASE,CASE,set(),set(),10.5
CASE_2,CASE,CASE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
TEA_1,TEA,TEA,set(),set(),10.4
TEA_2,TEA,TEA,set(),"{('null', frozenset()), ('null', frozenset({'+atomic'}))}",10.5
PISTOL_3,PISTOL,PISTOL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset())}",10.200000000000001
PISTOL_4,PISTOL,PISTOL,set(),"{('e', frozenset({'-atomic'})), ('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
LIONDIM_1,LIONDIM,LIONDIM,set(),set(),9.9
LIONDIM_2,LIONDIM,LIONDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
NOSEDIMB_1,NOSEDIMB,NOSEDIMB,set(),set(),9.9
NOSEDIMB_2,NOSEDIMB,NOSEDIMB,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
SAND_1,SAND,SAND,set(),set(),10.0
SAND_2,SAND,SAND,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",11.0
CASTLE_3,CASTLE,CASTLE,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.3
CASTLE_4,CASTLE,CASTLE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.5
BODYHAIR_1,BODYHAIR,BODYHAIR,set(),set(),10.4
BODYHAIR_2,BODYHAIR,BODYHAIR,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.0
COLLAR_1,COLLAR,COLLAR,set(),set(),10.0
COLLAR_2,COLLAR,COLLAR,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
PUP_1,PUP,PUP,set(),set(),9.8
PUP_2,PUP,PUP,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",10.5
PUP_3,PUP,PUP,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
PUP_4,PUP,PUP,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.9
LEASH_1,LEASH,LEASH,set(),set(),10.0
LEASH_2,LEASH,LEASH,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
LIFE_1,LIFE,LIFE,set(),set(),10.5
LIFE_2,LIFE,LIFE,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
OFFSPRING_4,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",9.9
OFFSPRING_5,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",9.9
OFFSPRING_6,OFFSPRING,OFFSPRING,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'})), ('i', frozenset({'-atomic'}))}",10.0
FUR_1,FUR,FUR,set(),set(),9.8
FUR_2,FUR,FUR,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
HAMPER_1,HAMPER,HAMPER,set(),set(),9.9
HAMPER_2,HAMPER,HAMPER,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
MESSAGE_1,MESSAGE,MESSAGE,set(),set(),10.5
MESSAGE_2,MESSAGE,MESSAGE,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",11.0
FARM_1,FARM,FARM,set(),set(),10.9
FARM_2,FARM,FARM,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
SERGEANT_1,SERGEANT,SERGEANT,set(),set(),9.9
SERGEANT_2,SERGEANT,SERGEANT,set(),"{('null', frozenset()), ('e', frozenset({'+atomic'}))}",10.5
SKIN_1,SKIN,SKIN,set(),set(),10.0
SKIN_2,SKIN,SKIN,set(),"{('null', frozenset()), ('i', frozenset({'-atomic'}))}",11.0
PADRON_3,PADRON,PADRON,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.0
BROTHERDIM_1,BROTHERDIM,BROTHERDIM,set(),set(),9.9
BROTHERDIM_2,BROTHERDIM,BROTHERDIM,set(),"{('null', frozenset()), ('o', frozenset({'+atomic'}))}",10.5
LAMP_1,LAMP,LAMP,set(),set(),10.0
LAMP_2,LAMP,LAMP,set(),"{('null', frozenset()), ('a', frozenset({'+atomic'}))}",10.5
LIGHTBULB_1,LIGHTBULB,LIGHTBULB,set(),set(),10.0
