Line,set(),{'la_1'},{'lo_1'},{'a_2'},{'o_2'},{'e_1'},"{'i_2', 'o_2'}",{'i_2'},"{'e_1', 'a_2'}","{'e_1', 'o_2'}","{'i_2', 'a_2'}"
118,10.299999999999999,0,0,22.700000000000074,25.600000000000115,10.999999999999996,13.099999999999996,10.899999999999997,12.399999999999995,11.899999999999999,11.299999999999997
119,10.299999999999999,0,0,22.900000000000077,25.600000000000115,10.999999999999996,13.099999999999996,10.999999999999996,12.399999999999995,11.899999999999999,11.299999999999997
120,10.299999999999999,0,0,23.000000000000078,25.700000000000117,10.999999999999996,13.099999999999996,10.999999999999996,12.399999999999995,11.899999999999999,11.299999999999997
121,10.299999999999999,0,0,23.600000000000087,25.700000000000117,10.999999999999996,13.099999999999996,10.999999999999996,12.899999999999995,11.899999999999999,11.799999999999997
122,10.399999999999999,0,0,23.700000000000088,25.800000000000118,10.999999999999996,13.099999999999996,10.999999999999996,12.999999999999995,11.899999999999999,11.799999999999997
123,10.399999999999999,0,0,23.700000000000088,26.200000000000124,10.999999999999996,13.099999999999996,10.999999999999996,12.999999999999995,11.899999999999999,11.799999999999997
124,10.399999999999999,0,0,24.100000000000094,26.200000000000124,10.999999999999996,13.099999999999996,10.999999999999996,13.499999999999995,11.899999999999999,12.299999999999997
125,10.399999999999999,0,0,24.200000000000095,26.300000000000125,10.999999999999996,13.099999999999996,10.999999999999996,13.499999999999995,11.899999999999999,12.299999999999997
126,10.399999999999999,0,0,24.300000000000097,26.500000000000128,11.099999999999996,13.099999999999996,10.999999999999996,13.499999999999995,11.899999999999999,12.299999999999997
127,10.399999999999999,0,0,24.700000000000102,26.500000000000128,11.099999999999996,13.099999999999996,10.999999999999996,13.499999999999995,11.899999999999999,12.299999999999997
128,10.399999999999999,0,0,24.900000000000105,26.500000000000128,11.099999999999996,13.099999999999996,10.999999999999996,13.499999999999995,11.899999999999999,12.299999999999997
129,10.399999999999999,0,0,25.30000000000011,26.500000000000128,11.099999999999996,13.099999999999996,10.999999999999996,13.499999999999995,11.899999999999999,12.299999999999997
130,10.399999999999999,0,0,25.400000000000112,26.60000000000013,11.099999999999996,13.099999999999996,10.999999999999996,13.599999999999994,11.899999999999999,12.299999999999997
131,10.399999999999999,0,0,25.500000000000114,26.70000000000013,11.099999999999996,13.099999999999996,10.999999999999996,13.599999999999994,11.899999999999999,12.299999999999997
132,10.399999999999999,0,0,25.500000000000114,26.900000000000134,11.099999999999996,13.099999999999996,10.999999999999996,13.599999999999994,11.899999999999999,12.299999999999997
133,10.399999999999999,0,0,25.500000000000114,27.100000000000136,11.099999999999996,13.099999999999996,10.999999999999996,13.599999999999994,11.899999999999999,12.299999999999997
134,10.399999999999999,0,0,25.500000000000114,27.500000000000142,11.099999999999996,13.099999999999996,10.999999999999996,13.599999999999994,11.899999999999999,12.299999999999997
135,10.399999999999999,0,0,25.700000000000117,27.500000000000142,11.099999999999996,13.099999999999996,10.999999999999996,13.799999999999994,11.899999999999999,12.299999999999997
136,10.399999999999999,0,0,25.700000000000117,27.900000000000148,11.099999999999996,13.299999999999995,10.999999999999996,13.799999999999994,11.899999999999999,12.299999999999997
137,10.399999999999999,0,0,25.800000000000118,28.00000000000015,11.099999999999996,13.299999999999995,11.099999999999996,13.799999999999994,11.899999999999999,12.399999999999997
138,10.399999999999999,0,0,25.90000000000012,28.10000000000015,11.199999999999996,13.299999999999995,11.099999999999996,13.799999999999994,11.899999999999999,12.399999999999997
139,10.399999999999999,0,0,26.100000000000122,28.10000000000015,11.199999999999996,13.299999999999995,11.099999999999996,13.799999999999994,11.899999999999999,12.399999999999997
140,10.399999999999999,0,0,26.200000000000124,28.200000000000152,11.299999999999995,13.299999999999995,11.099999999999996,13.799999999999994,11.899999999999999,12.399999999999997
141,10.399999999999999,0,0,26.300000000000125,28.300000000000153,11.299999999999995,13.299999999999995,11.199999999999996,13.799999999999994,11.899999999999999,12.399999999999997
142,10.399999999999999,0,0,26.500000000000128,28.300000000000153,11.299999999999995,13.299999999999995,11.199999999999996,13.799999999999994,11.899999999999999,12.399999999999997
143,10.399999999999999,0,0,26.500000000000128,28.70000000000016,11.299999999999995,13.299999999999995,11.199999999999996,13.799999999999994,11.899999999999999,12.399999999999997
144,10.399999999999999,0,0,26.500000000000128,28.900000000000162,11.299999999999995,13.299999999999995,11.199999999999996,13.799999999999994,11.899999999999999,12.399999999999997
145,10.399999999999999,0,0,26.500000000000128,29.300000000000168,11.299999999999995,13.299999999999995,11.199999999999996,13.799999999999994,11.899999999999999,12.399999999999997
146,10.399999999999999,0,0,26.500000000000128,29.50000000000017,11.299999999999995,13.299999999999995,11.199999999999996,13.799999999999994,11.899999999999999,12.399999999999997
147,10.399999999999999,0,0,27.100000000000136,29.50000000000017,11.299999999999995,13.299999999999995,11.199999999999996,14.299999999999994,11.899999999999999,12.899999999999997
148,10.399999999999999,0,0,27.500000000000142,29.50000000000017,11.299999999999995,13.299999999999995,11.199999999999996,14.299999999999994,11.899999999999999,12.899999999999997
149,10.399999999999999,0,0,27.900000000000148,29.50000000000017,11.299999999999995,13.299999999999995,11.199999999999996,14.499999999999993,11.899999999999999,12.899999999999997
150,10.399999999999999,0,0,28.00000000000015,29.600000000000172,11.399999999999995,13.299999999999995,11.199999999999996,14.699999999999992,11.899999999999999,12.899999999999997
151,10.399999999999999,0,0,28.10000000000015,29.700000000000173,11.399999999999995,13.299999999999995,11.199999999999996,14.699999999999992,11.899999999999999,12.899999999999997
152,10.399999999999999,0,0,28.200000000000152,29.800000000000175,11.399999999999995,13.299999999999995,11.299999999999995,14.699999999999992,11.899999999999999,12.899999999999997
153,10.399999999999999,0,0,28.200000000000152,30.000000000000178,11.399999999999995,13.299999999999995,11.299999999999995,14.699999999999992,11.999999999999998,12.899999999999997
154,10.499999999999998,0,0,28.400000000000155,30.000000000000178,11.399999999999995,13.299999999999995,11.299999999999995,14.699999999999992,11.999999999999998,12.899999999999997
155,10.499999999999998,0,0,28.500000000000156,30.10000000000018,11.399999999999995,13.399999999999995,11.299999999999995,14.699999999999992,11.999999999999998,12.899999999999997
156,10.499999999999998,0,0,28.500000000000156,30.500000000000185,11.399999999999995,13.399999999999995,11.299999999999995,14.699999999999992,12.099999999999998,12.899999999999997
157,10.499999999999998,0,0,28.70000000000016,30.500000000000185,11.399999999999995,13.399999999999995,11.299999999999995,14.699999999999992,12.099999999999998,12.899999999999997
158,10.499999999999998,0,0,28.70000000000016,30.90000000000019,11.399999999999995,13.399999999999995,11.299999999999995,14.699999999999992,12.099999999999998,12.899999999999997
159,10.499999999999998,0,0,28.70000000000016,31.5000000000002,11.399999999999995,13.899999999999995,11.299999999999995,14.699999999999992,12.599999999999998,12.899999999999997
160,10.499999999999998,0,0,29.100000000000165,31.5000000000002,11.399999999999995,13.899999999999995,11.299999999999995,14.699999999999992,12.599999999999998,12.899999999999997
161,10.499999999999998,0,0,29.100000000000165,31.700000000000202,11.399999999999995,13.899999999999995,11.299999999999995,14.699999999999992,12.599999999999998,12.899999999999997
162,10.499999999999998,0,0,29.200000000000166,31.800000000000203,11.399999999999995,13.899999999999995,11.399999999999995,14.699999999999992,12.599999999999998,12.899999999999997
163,10.499999999999998,0,0,29.300000000000168,31.900000000000205,11.399999999999995,13.899999999999995,11.499999999999995,14.699999999999992,12.599999999999998,12.899999999999997
164,10.499999999999998,0,0,29.300000000000168,32.10000000000021,11.399999999999995,13.899999999999995,11.499999999999995,14.699999999999992,12.599999999999998,12.899999999999997
165,10.499999999999998,0,0,29.50000000000017,32.10000000000021,11.399999999999995,13.899999999999995,11.499999999999995,14.699999999999992,12.599999999999998,12.899999999999997
166,10.499999999999998,0,0,29.600000000000172,32.20000000000021,11.399999999999995,13.899999999999995,11.499999999999995,14.699999999999992,12.599999999999998,12.899999999999997
167,10.499999999999998,0,0,29.700000000000173,32.30000000000021,11.399999999999995,14.199999999999994,11.499999999999995,14.699999999999992,12.599999999999998,12.899999999999997
168,10.499999999999998,0,0,29.800000000000175,32.40000000000021,11.399999999999995,14.199999999999994,11.599999999999994,14.699999999999992,12.599999999999998,12.899999999999997
169,10.499999999999998,0,0,29.900000000000176,32.50000000000021,11.399999999999995,14.199999999999994,11.599999999999994,14.799999999999992,12.599999999999998,12.899999999999997
170,10.499999999999998,0,0,30.000000000000178,32.600000000000215,11.399999999999995,14.799999999999994,11.799999999999994,14.799999999999992,12.599999999999998,13.399999999999997
171,10.499999999999998,0,0,30.000000000000178,32.700000000000216,11.399999999999995,14.999999999999993,11.799999999999994,14.799999999999992,12.699999999999998,13.399999999999997
172,10.499999999999998,0,0,30.10000000000018,32.80000000000022,11.699999999999994,14.999999999999993,11.799999999999994,15.299999999999992,13.199999999999998,13.399999999999997
173,10.499999999999998,0,0,30.700000000000188,32.80000000000022,11.699999999999994,14.999999999999993,11.799999999999994,15.799999999999992,13.199999999999998,13.899999999999997
174,10.499999999999998,0,0,30.90000000000019,32.80000000000022,11.699999999999994,14.999999999999993,11.799999999999994,15.799999999999992,13.199999999999998,14.099999999999996
175,10.499999999999998,0,0,31.100000000000193,32.80000000000022,11.699999999999994,14.999999999999993,11.799999999999994,15.799999999999992,13.199999999999998,14.099999999999996
176,10.499999999999998,0,0,31.400000000000198,32.80000000000022,11.699999999999994,14.999999999999993,11.799999999999994,15.999999999999991,13.199999999999998,14.099999999999996
177,10.499999999999998,0,0,31.6000000000002,32.80000000000022,11.699999999999994,14.999999999999993,11.799999999999994,15.999999999999991,13.199999999999998,14.099999999999996
178,10.499999999999998,0,0,31.6000000000002,33.20000000000022,11.699999999999994,14.999999999999993,11.799999999999994,15.999999999999991,13.199999999999998,14.099999999999996
179,10.499999999999998,0,0,31.700000000000202,33.20000000000022,11.699999999999994,14.999999999999993,11.799999999999994,16.09999999999999,13.199999999999998,14.099999999999996
180,10.499999999999998,0,0,32.10000000000021,33.20000000000022,11.699999999999994,14.999999999999993,11.799999999999994,16.299999999999994,13.199999999999998,14.099999999999996
181,10.499999999999998,0,0,32.20000000000021,33.300000000000225,11.799999999999994,14.999999999999993,11.799999999999994,16.299999999999994,13.199999999999998,14.099999999999996
182,10.499999999999998,0,0,32.20000000000021,33.50000000000023,11.799999999999994,14.999999999999993,11.799999999999994,16.299999999999994,13.199999999999998,14.099999999999996
183,10.499999999999998,0,0,32.30000000000021,33.60000000000023,11.799999999999994,14.999999999999993,11.799999999999994,16.299999999999994,13.199999999999998,14.099999999999996
184,10.499999999999998,0,0,32.50000000000021,33.60000000000023,11.799999999999994,14.999999999999993,11.799999999999994,16.299999999999994,13.199999999999998,14.099999999999996
185,10.499999999999998,0,0,32.600000000000215,33.70000000000023,11.799999999999994,14.999999999999993,11.899999999999993,16.299999999999994,13.199999999999998,14.099999999999996
186,10.499999999999998,0,0,32.90000000000022,33.70000000000023,11.799999999999994,14.999999999999993,11.899999999999993,16.899999999999995,13.199999999999998,14.599999999999996
187,10.499999999999998,0,0,33.10000000000022,33.70000000000023,11.799999999999994,14.999999999999993,11.899999999999993,16.899999999999995,13.199999999999998,14.599999999999996
188,10.499999999999998,0,0,33.50000000000023,33.70000000000023,11.799999999999994,14.999999999999993,11.899999999999993,16.899999999999995,13.199999999999998,14.599999999999996
189,10.499999999999998,0,0,33.90000000000023,33.70000000000023,11.799999999999994,14.999999999999993,11.899999999999993,16.899999999999995,13.199999999999998,14.599999999999996
190,10.499999999999998,0,0,34.000000000000234,33.80000000000023,11.799999999999994,14.999999999999993,11.899999999999993,16.999999999999996,13.199999999999998,14.599999999999996
191,10.499999999999998,0,0,34.100000000000236,33.90000000000023,11.799999999999994,15.099999999999993,11.899999999999993,16.999999999999996,13.199999999999998,14.599999999999996
192,10.499999999999998,0,0,34.100000000000236,34.100000000000236,11.799999999999994,15.099999999999993,11.899999999999993,16.999999999999996,13.199999999999998,14.599999999999996
193,10.499999999999998,0,0,34.20000000000024,34.20000000000024,11.799999999999994,15.099999999999993,11.899999999999993,17.099999999999998,13.199999999999998,14.599999999999996
194,10.499999999999998,0,0,34.20000000000024,34.800000000000246,11.799999999999994,15.599999999999993,11.899999999999993,17.099999999999998,13.699999999999998,14.599999999999996
