Line,set(),{'la_1'},{'lo_1'},{'a_2'},{'o_2'},{'e_1'},"{'i_2', 'o_2'}",{'i_2'},"{'e_1', 'a_2'}","{'e_1', 'o_2'}","{'i_2', 'a_2'}"
195,10.499999999999998,0,0,34.40000000000024,34.800000000000246,11.799999999999994,15.599999999999993,11.899999999999993,17.099999999999998,13.699999999999998,14.599999999999996
196,10.499999999999998,0,0,34.40000000000024,35.400000000000254,11.799999999999994,16.099999999999994,11.899999999999993,17.099999999999998,14.199999999999998,14.599999999999996
197,10.499999999999998,0,0,34.50000000000024,35.500000000000256,11.799999999999994,16.099999999999994,11.899999999999993,17.099999999999998,14.199999999999998,14.699999999999996
198,10.499999999999998,0,0,34.50000000000024,35.60000000000026,11.799999999999994,16.099999999999994,11.899999999999993,17.099999999999998,14.299999999999997,14.699999999999996
199,10.499999999999998,0,0,34.60000000000024,35.70000000000026,11.799999999999994,16.4,11.899999999999993,17.099999999999998,14.299999999999997,14.699999999999996
200,10.499999999999998,0,0,35.20000000000025,35.70000000000026,11.799999999999994,16.4,11.899999999999993,17.599999999999998,14.299999999999997,15.199999999999996
201,10.499999999999998,0,0,35.30000000000025,35.80000000000026,11.799999999999994,16.4,11.899999999999993,17.599999999999998,14.399999999999997,15.199999999999996
202,10.499999999999998,0,0,35.90000000000026,35.80000000000026,11.799999999999994,16.4,11.899999999999993,18.099999999999998,14.399999999999997,15.699999999999996
203,10.499999999999998,0,0,36.50000000000027,35.80000000000026,11.799999999999994,16.4,11.899999999999993,18.599999999999998,14.399999999999997,16.199999999999996
204,10.499999999999998,0,0,36.60000000000027,35.90000000000026,11.799999999999994,16.5,11.899999999999993,18.599999999999998,14.399999999999997,16.199999999999996
205,10.499999999999998,0,0,37.00000000000028,35.90000000000026,11.799999999999994,16.5,11.899999999999993,18.599999999999998,14.399999999999997,16.299999999999997
206,10.499999999999998,0,0,37.00000000000028,36.30000000000027,11.799999999999994,16.5,11.899999999999993,18.599999999999998,14.599999999999996,16.299999999999997
207,10.499999999999998,0,0,37.00000000000028,36.50000000000027,11.799999999999994,16.700000000000003,11.899999999999993,18.599999999999998,14.599999999999996,16.299999999999997
208,10.499999999999998,0,0,37.00000000000028,36.900000000000276,11.799999999999994,16.700000000000003,11.899999999999993,18.599999999999998,14.599999999999996,16.299999999999997
209,10.499999999999998,0,0,37.600000000000286,36.900000000000276,11.799999999999994,16.700000000000003,11.899999999999993,19.099999999999998,14.599999999999996,16.799999999999997
210,10.499999999999998,0,0,37.70000000000029,37.00000000000028,11.799999999999994,16.700000000000003,11.899999999999993,19.2,14.599999999999996,16.799999999999997
211,10.499999999999998,0,0,37.90000000000029,37.00000000000028,11.799999999999994,16.700000000000003,11.899999999999993,19.2,14.599999999999996,16.799999999999997
212,10.499999999999998,0,0,38.10000000000029,37.00000000000028,11.799999999999994,16.700000000000003,11.899999999999993,19.2,14.599999999999996,17.0
213,10.499999999999998,0,0,38.200000000000294,37.10000000000028,11.799999999999994,16.700000000000003,11.899999999999993,19.2,14.599999999999996,17.0
214,10.499999999999998,0,0,38.4000000000003,37.10000000000028,11.799999999999994,16.700000000000003,11.899999999999993,19.400000000000002,14.599999999999996,17.0
215,10.499999999999998,0,0,38.4000000000003,37.500000000000284,11.799999999999994,16.700000000000003,11.899999999999993,19.400000000000002,14.599999999999996,17.0
216,10.499999999999998,0,0,38.6000000000003,37.500000000000284,11.799999999999994,16.700000000000003,11.899999999999993,19.400000000000002,14.599999999999996,17.0
217,10.499999999999998,0,0,38.6000000000003,37.90000000000029,11.799999999999994,16.700000000000003,11.899999999999993,19.400000000000002,14.599999999999996,17.0
218,10.499999999999998,0,0,38.7000000000003,38.00000000000029,11.899999999999993,16.700000000000003,11.899999999999993,19.400000000000002,14.599999999999996,17.0
219,10.499999999999998,0,0,38.7000000000003,38.4000000000003,11.899999999999993,16.700000000000003,11.899999999999993,19.400000000000002,14.599999999999996,17.0
220,10.499999999999998,0,0,38.7000000000003,38.8000000000003,11.899999999999993,16.700000000000003,11.899999999999993,19.400000000000002,14.599999999999996,17.0
221,10.499999999999998,0,0,38.7000000000003,39.000000000000306,11.899999999999993,16.700000000000003,11.899999999999993,19.400000000000002,14.599999999999996,17.0
222,10.499999999999998,0,0,38.7000000000003,39.20000000000031,11.899999999999993,16.700000000000003,11.899999999999993,19.400000000000002,14.599999999999996,17.0
223,10.499999999999998,0,0,38.900000000000304,39.30000000000031,11.899999999999993,16.700000000000003,11.999999999999993,19.400000000000002,14.599999999999996,17.0
224,10.499999999999998,0,0,39.000000000000306,39.40000000000031,11.899999999999993,16.700000000000003,11.999999999999993,19.500000000000004,14.599999999999996,17.0
225,10.499999999999998,0,0,39.10000000000031,39.40000000000031,11.899999999999993,16.700000000000003,11.999999999999993,19.600000000000005,14.599999999999996,17.0
226,10.499999999999998,0,0,39.10000000000031,39.80000000000032,11.899999999999993,16.700000000000003,11.999999999999993,19.600000000000005,14.599999999999996,17.0
227,10.499999999999998,0,0,39.10000000000031,40.00000000000032,11.899999999999993,16.700000000000003,11.999999999999993,19.600000000000005,14.599999999999996,17.0
228,10.499999999999998,0,0,39.40000000000031,40.00000000000032,11.899999999999993,16.700000000000003,11.999999999999993,19.700000000000006,14.599999999999996,17.0
229,10.499999999999998,0,0,39.700000000000315,40.00000000000032,11.899999999999993,16.700000000000003,11.999999999999993,19.800000000000008,14.599999999999996,17.0
230,10.499999999999998,0,0,39.90000000000032,40.00000000000032,11.899999999999993,16.700000000000003,11.999999999999993,19.800000000000008,14.599999999999996,17.0
231,10.499999999999998,0,0,40.20000000000032,40.00000000000032,11.899999999999993,16.700000000000003,11.999999999999993,19.90000000000001,14.599999999999996,17.0
232,10.499999999999998,0,0,40.300000000000324,40.10000000000032,11.899999999999993,16.700000000000003,11.999999999999993,19.90000000000001,14.599999999999996,17.0
233,10.499999999999998,0,0,40.400000000000325,40.20000000000032,11.899999999999993,16.800000000000004,11.999999999999993,19.90000000000001,14.599999999999996,17.1
234,10.499999999999998,0,0,40.50000000000033,40.300000000000324,11.899999999999993,16.800000000000004,11.999999999999993,19.90000000000001,14.599999999999996,17.200000000000003
235,10.499999999999998,0,0,40.70000000000033,40.300000000000324,11.899999999999993,16.800000000000004,11.999999999999993,19.90000000000001,14.599999999999996,17.200000000000003
236,10.499999999999998,0,0,40.80000000000033,40.400000000000325,11.899999999999993,16.800000000000004,11.999999999999993,19.90000000000001,14.599999999999996,17.300000000000004
237,10.499999999999998,0,0,40.90000000000033,40.50000000000033,11.899999999999993,16.800000000000004,11.999999999999993,20.100000000000012,14.599999999999996,17.300000000000004
238,10.499999999999998,0,0,40.90000000000033,40.70000000000033,11.899999999999993,16.800000000000004,11.999999999999993,20.100000000000012,14.599999999999996,17.300000000000004
239,10.499999999999998,0,0,40.90000000000033,41.100000000000335,11.899999999999993,16.800000000000004,11.999999999999993,20.100000000000012,14.599999999999996,17.300000000000004
240,10.499999999999998,0,0,40.90000000000033,41.50000000000034,11.899999999999993,16.800000000000004,11.999999999999993,20.100000000000012,14.599999999999996,17.300000000000004
241,10.499999999999998,0,0,41.100000000000335,41.50000000000034,11.899999999999993,16.800000000000004,11.999999999999993,20.100000000000012,14.599999999999996,17.300000000000004
242,10.499999999999998,0,0,41.20000000000034,41.60000000000034,11.899999999999993,16.800000000000004,11.999999999999993,20.200000000000014,14.599999999999996,17.300000000000004
243,10.499999999999998,0,0,41.60000000000034,41.60000000000034,11.899999999999993,16.800000000000004,11.999999999999993,20.200000000000014,14.599999999999996,17.300000000000004
244,10.499999999999998,0,0,41.700000000000344,41.700000000000344,11.999999999999993,16.800000000000004,11.999999999999993,20.200000000000014,14.599999999999996,17.300000000000004
245,10.499999999999998,0,0,41.700000000000344,42.10000000000035,11.999999999999993,17.300000000000004,11.999999999999993,20.200000000000014,15.099999999999996,17.300000000000004
246,10.499999999999998,0,0,41.700000000000344,42.30000000000035,11.999999999999993,17.300000000000004,11.999999999999993,20.200000000000014,15.099999999999996,17.300000000000004
247,10.499999999999998,0,0,41.800000000000345,42.400000000000354,11.999999999999993,17.900000000000006,12.199999999999992,20.200000000000014,15.099999999999996,17.800000000000004
248,10.499999999999998,0,0,42.20000000000035,42.400000000000354,11.999999999999993,17.900000000000006,12.199999999999992,20.200000000000014,15.099999999999996,17.800000000000004
249,10.499999999999998,0,0,42.30000000000035,42.500000000000355,11.999999999999993,18.000000000000007,12.199999999999992,20.200000000000014,15.099999999999996,17.800000000000004
250,10.499999999999998,0,0,42.30000000000035,42.90000000000036,11.999999999999993,18.000000000000007,12.199999999999992,20.200000000000014,15.099999999999996,17.800000000000004
251,10.499999999999998,0,0,42.500000000000355,42.90000000000036,11.999999999999993,18.000000000000007,12.199999999999992,20.200000000000014,15.099999999999996,17.800000000000004
252,10.499999999999998,0,0,42.60000000000036,43.00000000000036,12.099999999999993,18.000000000000007,12.199999999999992,20.200000000000014,15.099999999999996,17.800000000000004
253,10.499999999999998,0,0,42.70000000000036,43.100000000000364,12.099999999999993,18.000000000000007,12.199999999999992,20.300000000000015,15.199999999999996,17.800000000000004
254,10.499999999999998,0,0,42.70000000000036,43.30000000000037,12.099999999999993,18.000000000000007,12.199999999999992,20.300000000000015,15.199999999999996,17.800000000000004
255,10.499999999999998,0,0,43.100000000000364,43.30000000000037,12.099999999999993,18.000000000000007,12.199999999999992,20.300000000000015,15.199999999999996,17.900000000000006
256,10.499999999999998,0,0,43.200000000000365,43.40000000000037,12.099999999999993,18.10000000000001,12.199999999999992,20.300000000000015,15.199999999999996,17.900000000000006
257,10.499999999999998,0,0,43.30000000000037,43.50000000000037,12.199999999999992,18.10000000000001,12.199999999999992,20.300000000000015,15.299999999999995,17.900000000000006
258,10.499999999999998,0,0,43.30000000000037,44.10000000000038,12.199999999999992,18.60000000000001,12.199999999999992,20.300000000000015,15.799999999999995,17.900000000000006
259,10.499999999999998,0,0,43.40000000000037,44.20000000000038,12.299999999999992,18.60000000000001,12.199999999999992,20.300000000000015,15.799999999999995,17.900000000000006
260,10.499999999999998,0,0,43.40000000000037,44.600000000000385,12.299999999999992,18.60000000000001,12.199999999999992,20.300000000000015,15.799999999999995,17.900000000000006
261,10.499999999999998,0,0,43.50000000000037,44.70000000000039,12.399999999999991,18.60000000000001,12.199999999999992,20.300000000000015,15.799999999999995,17.900000000000006
262,10.499999999999998,0,0,43.60000000000037,44.80000000000039,12.399999999999991,18.60000000000001,12.199999999999992,20.400000000000016,15.799999999999995,17.900000000000006
263,10.499999999999998,0,0,43.60000000000037,45.00000000000039,12.399999999999991,18.60000000000001,12.199999999999992,20.400000000000016,15.799999999999995,17.900000000000006
264,10.499999999999998,0,0,43.70000000000037,45.10000000000039,12.399999999999991,18.60000000000001,12.299999999999992,20.400000000000016,15.799999999999995,17.900000000000006
265,10.499999999999998,0,0,43.800000000000374,45.200000000000394,12.499999999999991,18.60000000000001,12.299999999999992,20.400000000000016,15.799999999999995,17.900000000000006
266,10.499999999999998,0,0,43.900000000000375,45.4000000000004,12.59999999999999,18.60000000000001,12.299999999999992,20.400000000000016,15.799999999999995,17.900000000000006
267,10.499999999999998,0,0,44.00000000000038,45.5000000000004,12.59999999999999,18.60000000000001,12.399999999999991,20.400000000000016,15.799999999999995,17.900000000000006
268,10.499999999999998,0,0,44.00000000000038,45.8000000000004,12.59999999999999,19.20000000000001,12.399999999999991,20.400000000000016,16.299999999999997,17.900000000000006
269,10.499999999999998,0,0,44.10000000000038,45.900000000000404,12.59999999999999,19.30000000000001,12.399999999999991,20.400000000000016,16.299999999999997,17.900000000000006
270,10.499999999999998,0,0,44.10000000000038,46.100000000000406,12.59999999999999,19.30000000000001,12.399999999999991,20.400000000000016,16.299999999999997,17.900000000000006
271,10.499999999999998,0,0,44.10000000000038,46.30000000000041,12.59999999999999,19.30000000000001,12.399999999999991,20.400000000000016,16.299999999999997,17.900000000000006
272,10.499999999999998,0,0,44.500000000000384,46.30000000000041,12.59999999999999,19.30000000000001,12.399999999999991,20.400000000000016,16.299999999999997,17.900000000000006
273,10.499999999999998,0,0,44.500000000000384,46.700000000000415,12.59999999999999,19.30000000000001,12.399999999999991,20.400000000000016,16.5,17.900000000000006
274,10.499999999999998,0,0,44.600000000000385,46.800000000000416,12.59999999999999,19.30000000000001,12.399999999999991,20.500000000000018,16.5,17.900000000000006
275,10.499999999999998,0,0,45.00000000000039,46.800000000000416,12.59999999999999,19.30000000000001,12.399999999999991,20.500000000000018,16.5,17.900000000000006
276,10.499999999999998,0,0,45.10000000000039,46.90000000000042,12.59999999999999,19.400000000000013,12.399999999999991,20.500000000000018,16.5,17.900000000000006
277,10.499999999999998,0,0,45.200000000000394,47.00000000000042,12.59999999999999,19.500000000000014,12.399999999999991,20.500000000000018,16.5,17.900000000000006
278,10.499999999999998,0,0,45.300000000000395,47.10000000000042,12.59999999999999,19.500000000000014,12.499999999999991,20.500000000000018,16.5,17.900000000000006
279,10.499999999999998,0,0,45.300000000000395,47.70000000000043,12.59999999999999,20.000000000000014,12.499999999999991,20.500000000000018,17.0,17.900000000000006
280,10.499999999999998,0,0,45.300000000000395,48.100000000000435,12.59999999999999,20.000000000000014,12.499999999999991,20.500000000000018,17.0,17.900000000000006
281,10.499999999999998,0,0,45.4000000000004,48.100000000000435,12.59999999999999,20.000000000000014,12.499999999999991,20.60000000000002,17.0,17.900000000000006
282,10.499999999999998,0,0,45.4000000000004,48.30000000000044,12.59999999999999,20.000000000000014,12.499999999999991,20.60000000000002,17.0,17.900000000000006
283,10.499999999999998,0,0,45.4000000000004,48.60000000000044,12.59999999999999,20.100000000000016,12.499999999999991,20.60000000000002,17.0,17.900000000000006
284,10.499999999999998,0,0,45.6000000000004,48.60000000000044,12.59999999999999,20.100000000000016,12.499999999999991,20.60000000000002,17.0,17.900000000000006
285,10.499999999999998,0,0,45.6000000000004,48.900000000000446,12.59999999999999,20.200000000000017,12.499999999999991,20.60000000000002,17.0,17.900000000000006
286,10.499999999999998,0,0,45.8000000000004,49.00000000000045,12.59999999999999,20.30000000000002,12.499999999999991,20.60000000000002,17.0,17.900000000000006
287,10.499999999999998,0,0,45.900000000000404,49.10000000000045,12.59999999999999,20.30000000000002,12.499999999999991,20.900000000000023,17.0,17.900000000000006
288,10.499999999999998,0,0,45.900000000000404,49.30000000000045,12.59999999999999,20.30000000000002,12.499999999999991,20.900000000000023,17.0,17.900000000000006
289,10.499999999999998,0,0,46.000000000000405,49.40000000000045,12.59999999999999,20.30000000000002,12.499999999999991,20.900000000000023,17.0,18.000000000000007
290,10.499999999999998,0,0,46.000000000000405,49.600000000000456,12.59999999999999,20.30000000000002,12.499999999999991,20.900000000000023,17.0,18.000000000000007
291,10.499999999999998,0,0,46.20000000000041,49.600000000000456,12.59999999999999,20.30000000000002,12.499999999999991,20.900000000000023,17.0,18.000000000000007
292,10.499999999999998,0,0,46.40000000000041,49.600000000000456,12.59999999999999,20.30000000000002,12.499999999999991,20.900000000000023,17.0,18.10000000000001
293,10.499999999999998,0,0,46.800000000000416,49.600000000000456,12.59999999999999,20.30000000000002,12.499999999999991,20.900000000000023,17.0,18.10000000000001
294,10.499999999999998,0,0,47.00000000000042,49.600000000000456,12.59999999999999,20.30000000000002,12.499999999999991,20.900000000000023,17.0,18.10000000000001
295,10.499999999999998,0,0,47.10000000000042,49.600000000000456,12.59999999999999,20.30000000000002,12.499999999999991,21.000000000000025,17.0,18.20000000000001
296,10.499999999999998,0,0,47.10000000000042,49.80000000000046,12.59999999999999,20.30000000000002,12.499999999999991,21.000000000000025,17.0,18.20000000000001
297,10.499999999999998,0,0,47.30000000000042,49.80000000000046,12.59999999999999,20.30000000000002,12.499999999999991,21.000000000000025,17.0,18.20000000000001
298,10.499999999999998,0,0,47.400000000000425,49.90000000000046,12.59999999999999,20.90000000000002,12.69999999999999,21.000000000000025,17.0,18.70000000000001
299,10.499999999999998,0,0,47.80000000000043,49.90000000000046,12.59999999999999,20.90000000000002,12.69999999999999,21.000000000000025,17.0,18.70000000000001
300,10.499999999999998,0,0,47.80000000000043,50.300000000000466,12.59999999999999,20.90000000000002,12.69999999999999,21.000000000000025,17.0,18.70000000000001
301,10.499999999999998,0,0,47.90000000000043,50.40000000000047,12.59999999999999,20.90000000000002,12.79999999999999,21.000000000000025,17.0,18.70000000000001
302,10.499999999999998,0,0,48.00000000000043,50.50000000000047,12.59999999999999,20.90000000000002,12.89999999999999,21.000000000000025,17.0,18.70000000000001
303,10.499999999999998,0,0,48.100000000000435,50.60000000000047,12.59999999999999,20.90000000000002,12.89999999999999,21.100000000000026,17.0,18.70000000000001
304,10.499999999999998,0,0,48.100000000000435,51.000000000000476,12.59999999999999,21.50000000000002,12.89999999999999,21.100000000000026,17.5,18.70000000000001
305,10.499999999999998,0,0,48.100000000000435,51.20000000000048,12.59999999999999,21.50000000000002,12.89999999999999,21.100000000000026,17.5,18.70000000000001
306,10.499999999999998,0,0,48.100000000000435,51.600000000000485,12.59999999999999,21.50000000000002,12.89999999999999,21.100000000000026,17.5,18.70000000000001
307,10.499999999999998,0,0,48.50000000000044,51.600000000000485,12.59999999999999,21.50000000000002,12.89999999999999,21.700000000000028,17.5,19.20000000000001
308,10.499999999999998,0,0,48.900000000000446,51.600000000000485,12.59999999999999,21.50000000000002,12.89999999999999,21.700000000000028,17.5,19.20000000000001
309,10.499999999999998,0,0,49.10000000000045,51.600000000000485,12.59999999999999,21.50000000000002,12.89999999999999,21.700000000000028,17.5,19.20000000000001
310,10.499999999999998,0,0,49.20000000000045,51.700000000000486,12.69999999999999,21.50000000000002,12.89999999999999,21.700000000000028,17.5,19.20000000000001
311,10.499999999999998,0,0,49.40000000000045,51.700000000000486,12.69999999999999,21.50000000000002,12.89999999999999,21.700000000000028,17.5,19.20000000000001
312,10.499999999999998,0,0,49.600000000000456,51.700000000000486,12.69999999999999,21.50000000000002,12.89999999999999,21.700000000000028,17.5,19.20000000000001
313,10.499999999999998,0,0,49.80000000000046,51.700000000000486,12.69999999999999,21.50000000000002,12.89999999999999,21.700000000000028,17.5,19.20000000000001
314,10.499999999999998,0,0,50.200000000000465,51.700000000000486,12.69999999999999,21.50000000000002,12.89999999999999,21.90000000000003,17.5,19.20000000000001
315,10.499999999999998,0,0,50.200000000000465,51.80000000000049,12.69999999999999,21.600000000000023,12.89999999999999,21.90000000000003,17.5,19.20000000000001
316,10.499999999999998,0,0,50.60000000000047,51.80000000000049,12.69999999999999,21.600000000000023,12.89999999999999,21.90000000000003,17.5,19.20000000000001
317,10.499999999999998,0,0,50.60000000000047,52.10000000000049,12.69999999999999,21.700000000000024,12.89999999999999,21.90000000000003,17.5,19.20000000000001
318,10.499999999999998,0,0,51.20000000000048,52.10000000000049,12.69999999999999,21.700000000000024,12.89999999999999,22.500000000000032,17.5,19.70000000000001
319,10.499999999999998,0,0,51.30000000000048,52.20000000000049,12.79999999999999,21.700000000000024,12.89999999999999,22.500000000000032,17.5,19.70000000000001
320,10.499999999999998,0,0,51.50000000000048,52.20000000000049,12.79999999999999,21.700000000000024,12.89999999999999,22.500000000000032,17.5,19.70000000000001
321,10.499999999999998,0,0,51.600000000000485,52.300000000000495,12.89999999999999,21.700000000000024,12.89999999999999,22.500000000000032,17.5,19.70000000000001
322,10.499999999999998,0,0,51.700000000000486,52.400000000000496,12.89999999999999,21.700000000000024,12.99999999999999,22.500000000000032,17.5,19.70000000000001
323,10.499999999999998,0,0,51.80000000000049,52.5000000000005,12.89999999999999,21.800000000000026,12.99999999999999,22.500000000000032,17.5,19.80000000000001
324,10.499999999999998,0,0,51.90000000000049,52.6000000000005,12.89999999999999,21.800000000000026,12.99999999999999,22.500000000000032,17.6,19.80000000000001
325,10.499999999999998,0,0,52.300000000000495,52.6000000000005,12.89999999999999,21.800000000000026,12.99999999999999,22.500000000000032,17.6,19.80000000000001
326,10.499999999999998,0,0,52.400000000000496,52.7000000000005,12.89999999999999,22.10000000000003,12.99999999999999,22.500000000000032,17.6,19.80000000000001
327,10.499999999999998,0,0,52.400000000000496,53.30000000000051,12.89999999999999,22.70000000000003,12.99999999999999,22.500000000000032,18.1,19.80000000000001
328,10.499999999999998,0,0,52.400000000000496,53.700000000000514,12.89999999999999,22.70000000000003,12.99999999999999,22.500000000000032,18.1,19.80000000000001
329,10.499999999999998,0,0,52.5000000000005,53.800000000000516,12.99999999999999,22.70000000000003,12.99999999999999,22.500000000000032,18.1,19.80000000000001
330,10.499999999999998,0,0,52.7000000000005,53.800000000000516,12.99999999999999,22.70000000000003,12.99999999999999,22.500000000000032,18.1,19.80000000000001
331,10.499999999999998,0,0,52.9000000000005,53.800000000000516,12.99999999999999,22.70000000000003,12.99999999999999,22.500000000000032,18.1,19.80000000000001
332,10.499999999999998,0,0,53.000000000000504,53.90000000000052,12.99999999999999,22.800000000000033,12.99999999999999,22.500000000000032,18.1,19.900000000000013
333,10.499999999999998,0,0,53.50000000000051,53.90000000000052,12.99999999999999,22.800000000000033,12.99999999999999,23.200000000000035,18.1,20.400000000000013
334,10.499999999999998,0,0,54.10000000000052,53.90000000000052,12.99999999999999,22.800000000000033,12.99999999999999,23.800000000000036,18.1,20.900000000000013
335,10.499999999999998,0,0,54.10000000000052,54.10000000000052,12.99999999999999,22.800000000000033,12.99999999999999,23.800000000000036,18.1,20.900000000000013
336,10.499999999999998,0,0,54.20000000000052,54.20000000000052,12.99999999999999,22.800000000000033,13.099999999999989,23.800000000000036,18.1,20.900000000000013
337,10.499999999999998,0,0,54.20000000000052,54.400000000000524,12.99999999999999,22.800000000000033,13.099999999999989,23.800000000000036,18.1,20.900000000000013
338,10.499999999999998,0,0,54.30000000000052,54.500000000000526,13.099999999999989,22.800000000000033,13.099999999999989,23.800000000000036,18.300000000000004,20.900000000000013
339,10.499999999999998,0,0,54.70000000000053,54.500000000000526,13.099999999999989,22.800000000000033,13.099999999999989,23.800000000000036,18.300000000000004,20.900000000000013
340,10.499999999999998,0,0,54.70000000000053,54.70000000000053,13.099999999999989,22.800000000000033,13.099999999999989,23.800000000000036,18.300000000000004,20.900000000000013
341,10.499999999999998,0,0,55.100000000000534,54.70000000000053,13.099999999999989,22.800000000000033,13.099999999999989,24.400000000000038,18.300000000000004,21.400000000000013
342,10.499999999999998,0,0,55.100000000000534,55.100000000000534,13.099999999999989,22.800000000000033,13.099999999999989,24.400000000000038,18.300000000000004,21.400000000000013
343,10.499999999999998,0,0,55.100000000000534,55.50000000000054,13.099999999999989,22.800000000000033,13.099999999999989,24.400000000000038,18.300000000000004,21.400000000000013
344,10.499999999999998,0,0,55.50000000000054,55.50000000000054,13.099999999999989,22.800000000000033,13.099999999999989,24.400000000000038,18.300000000000004,21.400000000000013
345,10.499999999999998,0,0,55.50000000000054,55.900000000000546,13.099999999999989,22.800000000000033,13.099999999999989,24.400000000000038,18.300000000000004,21.400000000000013
346,10.499999999999998,0,0,55.60000000000054,56.00000000000055,13.099999999999989,22.800000000000033,13.199999999999989,24.400000000000038,18.300000000000004,21.400000000000013
347,10.499999999999998,0,0,55.60000000000054,56.30000000000055,13.099999999999989,22.900000000000034,13.199999999999989,24.400000000000038,18.300000000000004,21.400000000000013
348,10.499999999999998,0,0,55.70000000000054,56.40000000000055,13.099999999999989,23.20000000000004,13.199999999999989,24.400000000000038,18.300000000000004,21.400000000000013
349,10.499999999999998,0,0,55.900000000000546,56.40000000000055,13.099999999999989,23.20000000000004,13.199999999999989,24.400000000000038,18.300000000000004,21.400000000000013
350,10.499999999999998,0,0,56.00000000000055,56.500000000000554,13.099999999999989,23.20000000000004,13.199999999999989,24.50000000000004,18.300000000000004,21.400000000000013
351,10.499999999999998,0,0,56.10000000000055,56.600000000000556,13.099999999999989,23.20000000000004,13.299999999999988,24.50000000000004,18.300000000000004,21.400000000000013
352,10.499999999999998,0,0,56.10000000000055,57.00000000000056,13.099999999999989,23.40000000000004,13.299999999999988,24.50000000000004,18.300000000000004,21.400000000000013
353,10.499999999999998,0,0,56.10000000000055,57.40000000000057,13.099999999999989,23.40000000000004,13.299999999999988,24.50000000000004,18.300000000000004,21.400000000000013
354,10.499999999999998,0,0,56.30000000000055,57.40000000000057,13.099999999999989,23.40000000000004,13.299999999999988,24.50000000000004,18.300000000000004,21.400000000000013
355,10.499999999999998,0,0,56.30000000000055,57.60000000000057,13.099999999999989,23.40000000000004,13.299999999999988,24.50000000000004,18.300000000000004,21.400000000000013
356,10.499999999999998,0,0,56.70000000000056,57.60000000000057,13.099999999999989,23.40000000000004,13.299999999999988,24.50000000000004,18.300000000000004,21.400000000000013
357,10.499999999999998,0,0,56.80000000000056,57.70000000000057,13.099999999999989,23.40000000000004,13.299999999999988,24.60000000000004,18.300000000000004,21.400000000000013
358,10.499999999999998,0,0,56.90000000000056,57.80000000000057,13.099999999999989,23.700000000000045,13.299999999999988,24.60000000000004,18.300000000000004,21.400000000000013
359,10.499999999999998,0,0,57.10000000000056,57.80000000000057,13.099999999999989,23.700000000000045,13.299999999999988,24.60000000000004,18.300000000000004,21.400000000000013
360,10.499999999999998,0,0,57.10000000000056,58.10000000000058,13.099999999999989,23.700000000000045,13.299999999999988,24.60000000000004,18.400000000000006,21.400000000000013
361,10.499999999999998,0,0,57.10000000000056,58.30000000000058,13.099999999999989,23.700000000000045,13.299999999999988,24.60000000000004,18.400000000000006,21.400000000000013
362,10.499999999999998,0,0,57.200000000000564,58.40000000000058,13.099999999999989,23.700000000000045,13.299999999999988,24.700000000000042,18.400000000000006,21.400000000000013
363,10.499999999999998,0,0,57.200000000000564,58.80000000000059,13.099999999999989,23.700000000000045,13.299999999999988,24.700000000000042,18.400000000000006,21.400000000000013
364,10.499999999999998,0,0,57.300000000000566,58.90000000000059,13.199999999999989,23.700000000000045,13.299999999999988,24.900000000000045,18.400000000000006,21.400000000000013
365,10.499999999999998,0,0,57.300000000000566,59.300000000000594,13.199999999999989,24.300000000000047,13.299999999999988,24.900000000000045,18.900000000000006,21.400000000000013
366,10.499999999999998,0,0,57.300000000000566,59.7000000000006,13.199999999999989,24.300000000000047,13.299999999999988,24.900000000000045,18.900000000000006,21.400000000000013
367,10.499999999999998,0,0,57.70000000000057,59.7000000000006,13.199999999999989,24.300000000000047,13.299999999999988,24.900000000000045,18.900000000000006,21.400000000000013
368,10.499999999999998,0,0,58.000000000000576,59.7000000000006,13.199999999999989,24.300000000000047,13.299999999999988,24.900000000000045,18.900000000000006,21.500000000000014
369,10.499999999999998,0,0,58.000000000000576,59.9000000000006,13.199999999999989,24.300000000000047,13.299999999999988,24.900000000000045,18.900000000000006,21.500000000000014
370,10.499999999999998,0,0,58.10000000000058,60.000000000000604,13.199999999999989,24.300000000000047,13.299999999999988,25.000000000000046,18.900000000000006,21.500000000000014
371,10.499999999999998,0,0,58.30000000000058,60.000000000000604,13.199999999999989,24.300000000000047,13.299999999999988,25.000000000000046,18.900000000000006,21.500000000000014
372,10.499999999999998,0,0,58.30000000000058,60.40000000000061,13.199999999999989,24.300000000000047,13.299999999999988,25.000000000000046,18.900000000000006,21.500000000000014
373,10.499999999999998,0,0,58.40000000000058,60.50000000000061,13.199999999999989,24.40000000000005,13.299999999999988,25.000000000000046,18.900000000000006,21.500000000000014
374,10.499999999999998,0,0,58.50000000000058,60.60000000000061,13.299999999999988,24.40000000000005,13.299999999999988,25.000000000000046,18.900000000000006,21.500000000000014
375,10.499999999999998,0,0,58.90000000000059,60.60000000000061,13.299999999999988,24.40000000000005,13.299999999999988,25.600000000000048,18.900000000000006,22.000000000000014
376,10.499999999999998,0,0,58.90000000000059,61.20000000000062,13.299999999999988,25.00000000000005,13.299999999999988,25.600000000000048,19.400000000000006,22.000000000000014
377,10.499999999999998,0,0,59.00000000000059,61.30000000000062,13.299999999999988,25.10000000000005,13.299999999999988,25.600000000000048,19.400000000000006,22.000000000000014
