Line,set(),{'la_1'},{'a_2'},{'e_1'},{'i_1'},"{'e_1', 'a_2'}","{'i_1', 'o_1'}",{'o_1'},"{'i_1', 'a_2'}","{'e_1', 'o_1'}"
69,10.499999999999998,0,21.500000000000057,10.499999999999998,11.099999999999996,10.699999999999998,12.399999999999999,10.599999999999998,10.0,
70,10.499999999999998,0,21.60000000000006,10.499999999999998,11.099999999999996,10.699999999999998,12.599999999999998,10.599999999999998,10.0,
71,10.499999999999998,0,21.70000000000006,10.499999999999998,11.099999999999996,10.699999999999998,12.599999999999998,10.599999999999998,10.0,
72,10.499999999999998,0,21.70000000000006,10.499999999999998,11.099999999999996,10.699999999999998,12.599999999999998,10.699999999999998,10.0,
73,10.499999999999998,0,21.70000000000006,10.499999999999998,11.099999999999996,10.699999999999998,12.599999999999998,10.699999999999998,10.0,
74,10.499999999999998,0,21.80000000000006,10.499999999999998,11.099999999999996,10.699999999999998,12.599999999999998,10.699999999999998,10.0,
75,10.499999999999998,0,21.80000000000006,10.499999999999998,11.099999999999996,10.699999999999998,12.799999999999997,10.799999999999997,10.0,
76,10.499999999999998,0,21.80000000000006,10.499999999999998,11.199999999999996,10.699999999999998,12.799999999999997,10.899999999999997,10.0,
77,10.499999999999998,0,21.900000000000063,10.499999999999998,11.199999999999996,10.699999999999998,12.799999999999997,10.899999999999997,10.0,
78,10.499999999999998,0,21.900000000000063,10.499999999999998,11.199999999999996,10.699999999999998,12.899999999999997,10.899999999999997,10.0,
79,10.499999999999998,0,21.900000000000063,10.499999999999998,11.199999999999996,10.699999999999998,13.099999999999996,10.999999999999996,10.0,
80,10.499999999999998,0,22.000000000000064,10.499999999999998,11.399999999999995,10.699999999999998,13.699999999999996,10.999999999999996,10.0,
81,10.499999999999998,0,22.200000000000067,10.499999999999998,11.399999999999995,10.799999999999997,13.699999999999996,10.999999999999996,10.0,
82,10.499999999999998,0,22.600000000000072,10.499999999999998,11.399999999999995,11.299999999999997,13.699999999999996,10.999999999999996,10.0,
83,10.499999999999998,0,22.800000000000075,10.499999999999998,11.399999999999995,11.299999999999997,13.699999999999996,10.999999999999996,10.1,
84,10.499999999999998,0,23.20000000000008,10.499999999999998,11.399999999999995,11.299999999999997,13.699999999999996,10.999999999999996,10.1,
85,10.499999999999998,0,23.20000000000008,10.499999999999998,11.399999999999995,11.299999999999997,13.899999999999995,10.999999999999996,10.1,
86,10.499999999999998,0,23.300000000000082,10.499999999999998,11.499999999999995,11.299999999999997,13.899999999999995,10.999999999999996,10.1,
87,10.499999999999998,0,23.400000000000084,10.499999999999998,11.499999999999995,11.299999999999997,13.899999999999995,10.999999999999996,10.1,
88,10.499999999999998,0,23.500000000000085,10.499999999999998,11.499999999999995,11.299999999999997,13.999999999999995,10.999999999999996,10.1,
89,10.499999999999998,0,23.600000000000087,10.499999999999998,11.599999999999994,11.299999999999997,13.999999999999995,10.999999999999996,10.1,
90,10.499999999999998,0,23.700000000000088,10.499999999999998,11.699999999999994,11.299999999999997,13.999999999999995,10.999999999999996,10.1,
91,10.499999999999998,0,23.700000000000088,10.499999999999998,11.699999999999994,11.299999999999997,13.999999999999995,10.999999999999996,10.1,
92,10.499999999999998,0,24.100000000000094,10.499999999999998,11.699999999999994,11.799999999999997,13.999999999999995,10.999999999999996,10.1,
93,10.499999999999998,0,24.300000000000097,10.499999999999998,11.699999999999994,11.799999999999997,14.099999999999994,10.999999999999996,10.1,
94,10.499999999999998,0,24.300000000000097,10.499999999999998,11.699999999999994,11.799999999999997,14.099999999999994,11.099999999999996,10.1,
95,10.499999999999998,0,24.300000000000097,10.499999999999998,11.699999999999994,11.799999999999997,14.099999999999994,11.199999999999996,10.1,
96,10.499999999999998,0,24.300000000000097,10.499999999999998,11.699999999999994,11.799999999999997,14.099999999999994,11.299999999999995,10.1,
97,10.499999999999998,0,24.400000000000098,10.499999999999998,11.699999999999994,11.799999999999997,14.099999999999994,11.299999999999995,10.1,
98,10.499999999999998,0,24.5000000000001,10.499999999999998,11.699999999999994,12.099999999999996,14.099999999999994,11.299999999999995,10.1,
99,10.499999999999998,0,24.6000000000001,10.499999999999998,11.799999999999994,12.099999999999996,14.099999999999994,11.299999999999995,10.2,
100,10.499999999999998,0,24.800000000000104,10.499999999999998,11.799999999999994,12.299999999999995,14.099999999999994,11.299999999999995,10.2,
101,10.499999999999998,0,25.20000000000011,10.499999999999998,11.799999999999994,12.299999999999995,14.099999999999994,11.299999999999995,10.2,
102,10.499999999999998,0,25.30000000000011,10.499999999999998,11.799999999999994,12.299999999999995,14.099999999999994,11.299999999999995,10.2,
103,10.499999999999998,0,25.700000000000117,10.499999999999998,11.799999999999994,12.799999999999995,14.099999999999994,11.299999999999995,10.2,
104,10.499999999999998,0,26.300000000000125,10.499999999999998,11.799999999999994,13.299999999999995,14.099999999999994,11.299999999999995,10.2,
105,10.499999999999998,0,26.400000000000126,10.499999999999998,11.899999999999993,13.299999999999995,14.099999999999994,11.299999999999995,10.2,
106,10.499999999999998,0,26.800000000000132,10.499999999999998,11.899999999999993,13.299999999999995,14.099999999999994,11.299999999999995,10.2,
107,10.499999999999998,0,26.800000000000132,10.499999999999998,11.899999999999993,13.299999999999995,14.099999999999994,11.399999999999995,10.2,
108,10.499999999999998,0,26.900000000000134,10.499999999999998,11.899999999999993,13.299999999999995,14.199999999999994,11.399999999999995,10.2,
109,10.499999999999998,0,26.900000000000134,10.499999999999998,11.899999999999993,13.299999999999995,14.299999999999994,11.399999999999995,10.2,
110,10.499999999999998,0,27.000000000000135,10.499999999999998,11.899999999999993,13.399999999999995,14.299999999999994,11.399999999999995,10.2,
111,10.499999999999998,0,27.100000000000136,10.499999999999998,11.899999999999993,13.499999999999995,14.299999999999994,11.399999999999995,10.2,
112,10.499999999999998,0,27.100000000000136,10.499999999999998,11.899999999999993,13.499999999999995,14.299999999999994,11.399999999999995,10.2,
113,10.499999999999998,0,27.30000000000014,10.499999999999998,11.899999999999993,13.599999999999994,14.299999999999994,11.399999999999995,10.2,
114,10.499999999999998,0,27.30000000000014,10.499999999999998,11.899999999999993,13.599999999999994,14.299999999999994,11.399999999999995,10.2,
115,10.499999999999998,0,27.40000000000014,10.599999999999998,11.899999999999993,14.199999999999994,14.299999999999994,11.399999999999995,10.2,
116,10.499999999999998,0,27.700000000000145,10.599999999999998,11.899999999999993,14.299999999999994,14.299999999999994,11.399999999999995,10.2,
117,10.599999999999998,0,27.700000000000145,10.599999999999998,11.899999999999993,14.299999999999994,14.299999999999994,11.499999999999995,10.2,
118,10.599999999999998,0,27.900000000000148,10.599999999999998,11.899999999999993,14.499999999999993,14.299999999999994,11.499999999999995,10.2,
119,10.599999999999998,0,27.900000000000148,10.599999999999998,11.899999999999993,14.499999999999993,14.399999999999993,11.499999999999995,10.2,
120,10.599999999999998,0,27.900000000000148,10.599999999999998,11.899999999999993,14.499999999999993,14.399999999999993,11.599999999999994,10.2,
121,10.599999999999998,0,28.300000000000153,10.599999999999998,11.899999999999993,14.499999999999993,14.399999999999993,11.599999999999994,10.2,
122,10.599999999999998,0,28.300000000000153,10.599999999999998,11.899999999999993,14.499999999999993,14.499999999999993,11.599999999999994,10.2,
123,10.599999999999998,0,28.70000000000016,10.599999999999998,11.899999999999993,14.499999999999993,14.499999999999993,11.599999999999994,10.2,
124,10.599999999999998,0,28.900000000000162,10.599999999999998,11.899999999999993,14.499999999999993,14.499999999999993,11.599999999999994,10.2,
125,10.599999999999998,0,29.000000000000163,10.599999999999998,11.999999999999993,14.499999999999993,14.699999999999992,11.599999999999994,10.2,
126,10.599999999999998,0,29.000000000000163,10.599999999999998,11.999999999999993,14.499999999999993,14.799999999999992,11.599999999999994,10.2,
127,10.599999999999998,0,29.000000000000163,10.599999999999998,11.999999999999993,14.499999999999993,14.999999999999991,11.699999999999994,10.2,
128,10.599999999999998,0,29.000000000000163,10.599999999999998,11.999999999999993,14.499999999999993,14.999999999999991,11.799999999999994,10.2,
129,10.599999999999998,0,29.200000000000166,10.599999999999998,11.999999999999993,14.499999999999993,14.999999999999991,11.799999999999994,10.2,
130,10.599999999999998,0,29.300000000000168,10.599999999999998,11.999999999999993,14.599999999999993,14.999999999999991,11.799999999999994,10.2,
131,10.599999999999998,0,29.40000000000017,10.599999999999998,11.999999999999993,14.599999999999993,14.999999999999991,11.799999999999994,10.2,
132,10.599999999999998,0,29.40000000000017,10.599999999999998,11.999999999999993,14.599999999999993,14.999999999999991,11.799999999999994,10.2,
133,10.599999999999998,0,29.50000000000017,10.599999999999998,11.999999999999993,14.699999999999992,14.999999999999991,11.799999999999994,10.2,
134,10.599999999999998,0,29.700000000000173,10.599999999999998,11.999999999999993,14.699999999999992,14.999999999999991,11.799999999999994,10.2,
135,10.599999999999998,0,29.700000000000173,10.599999999999998,11.999999999999993,14.699999999999992,15.19999999999999,11.899999999999993,10.2,
136,10.599999999999998,0,29.900000000000176,10.599999999999998,11.999999999999993,14.699999999999992,15.19999999999999,11.899999999999993,10.2,
137,10.599999999999998,0,30.400000000000183,10.599999999999998,11.999999999999993,15.299999999999992,15.19999999999999,11.899999999999993,10.2,
138,10.599999999999998,0,30.80000000000019,10.599999999999998,11.999999999999993,15.299999999999992,15.19999999999999,11.899999999999993,10.2,
139,10.599999999999998,0,30.80000000000019,10.599999999999998,11.999999999999993,15.299999999999992,15.19999999999999,11.899999999999993,10.2,
140,10.599999999999998,0,31.000000000000192,10.599999999999998,11.999999999999993,15.299999999999992,15.19999999999999,11.899999999999993,10.399999999999999,
141,10.599999999999998,0,31.100000000000193,10.599999999999998,12.299999999999992,15.299999999999992,15.79999999999999,11.899999999999993,10.399999999999999,
142,10.599999999999998,0,31.5000000000002,10.599999999999998,12.299999999999992,15.799999999999992,15.79999999999999,11.899999999999993,10.399999999999999,
143,10.599999999999998,0,31.700000000000202,10.599999999999998,12.299999999999992,15.799999999999992,15.79999999999999,11.899999999999993,10.399999999999999,
144,10.599999999999998,0,31.800000000000203,10.599999999999998,12.399999999999991,15.799999999999992,15.79999999999999,11.899999999999993,10.399999999999999,
145,10.599999999999998,0,32.000000000000206,10.599999999999998,12.399999999999991,15.799999999999992,15.79999999999999,11.899999999999993,10.499999999999998,
146,10.599999999999998,0,32.40000000000021,10.599999999999998,12.399999999999991,15.799999999999992,15.79999999999999,11.899999999999993,10.499999999999998,
147,10.599999999999998,0,32.80000000000022,10.599999999999998,12.399999999999991,15.799999999999992,15.79999999999999,11.899999999999993,10.499999999999998,
148,10.599999999999998,0,32.80000000000022,10.599999999999998,12.399999999999991,15.799999999999992,15.79999999999999,11.999999999999993,10.499999999999998,
149,10.599999999999998,0,32.90000000000022,10.599999999999998,12.399999999999991,16.09999999999999,15.79999999999999,11.999999999999993,10.499999999999998,
150,10.599999999999998,0,33.10000000000022,10.599999999999998,12.399999999999991,16.299999999999994,15.79999999999999,11.999999999999993,10.499999999999998,
151,10.599999999999998,0,33.300000000000225,10.599999999999998,12.399999999999991,16.299999999999994,15.79999999999999,11.999999999999993,10.499999999999998,
152,10.599999999999998,0,33.300000000000225,10.599999999999998,12.399999999999991,16.299999999999994,15.79999999999999,12.099999999999993,10.499999999999998,
153,10.599999999999998,0,33.400000000000226,10.599999999999998,12.399999999999991,16.299999999999994,15.79999999999999,12.099999999999993,10.499999999999998,10.0
154,10.599999999999998,0,33.50000000000023,10.599999999999998,12.399999999999991,16.399999999999995,15.79999999999999,12.099999999999993,10.499999999999998,10.0
155,10.599999999999998,0,33.70000000000023,10.599999999999998,12.399999999999991,16.399999999999995,15.79999999999999,12.099999999999993,10.499999999999998,10.0
156,10.599999999999998,0,33.90000000000023,10.599999999999998,12.399999999999991,16.499999999999996,15.79999999999999,12.099999999999993,10.499999999999998,10.0
157,10.599999999999998,0,34.000000000000234,10.599999999999998,12.399999999999991,16.499999999999996,15.79999999999999,12.099999999999993,10.499999999999998,10.0
158,10.599999999999998,0,34.40000000000024,10.599999999999998,12.399999999999991,16.999999999999996,15.79999999999999,12.099999999999993,10.499999999999998,10.0
159,10.599999999999998,0,34.40000000000024,10.699999999999998,12.399999999999991,16.999999999999996,15.79999999999999,12.199999999999992,10.499999999999998,10.0
160,10.599999999999998,0,34.50000000000024,10.699999999999998,12.399999999999991,16.999999999999996,15.89999999999999,12.299999999999992,10.499999999999998,10.0
161,10.599999999999998,0,34.50000000000024,10.699999999999998,12.399999999999991,16.999999999999996,15.89999999999999,12.399999999999991,10.499999999999998,10.0
162,10.599999999999998,0,34.60000000000024,10.699999999999998,12.499999999999991,16.999999999999996,15.89999999999999,12.399999999999991,10.499999999999998,10.0
163,10.599999999999998,0,34.700000000000244,10.699999999999998,12.69999999999999,16.999999999999996,16.49999999999999,12.399999999999991,10.499999999999998,10.0
164,10.599999999999998,0,34.800000000000246,10.699999999999998,12.69999999999999,16.999999999999996,16.49999999999999,12.399999999999991,10.499999999999998,10.0
165,10.599999999999998,0,34.800000000000246,10.699999999999998,12.69999999999999,16.999999999999996,16.49999999999999,12.499999999999991,10.499999999999998,10.0
166,10.599999999999998,0,35.20000000000025,10.699999999999998,12.69999999999999,17.499999999999996,16.49999999999999,12.499999999999991,10.499999999999998,10.0
167,10.599999999999998,0,35.20000000000025,10.699999999999998,12.69999999999999,17.499999999999996,16.49999999999999,12.59999999999999,10.499999999999998,10.0
168,10.599999999999998,0,35.20000000000025,10.699999999999998,12.69999999999999,17.499999999999996,16.49999999999999,12.69999999999999,10.499999999999998,10.0
169,10.599999999999998,0,35.20000000000025,10.699999999999998,12.69999999999999,17.499999999999996,16.699999999999992,12.79999999999999,10.499999999999998,10.0
170,10.599999999999998,0,35.20000000000025,10.699999999999998,12.69999999999999,17.499999999999996,17.199999999999992,13.099999999999989,10.499999999999998,10.0
171,10.599999999999998,0,35.60000000000026,10.699999999999998,12.69999999999999,17.499999999999996,17.199999999999992,13.099999999999989,10.499999999999998,10.0
172,10.599999999999998,0,35.70000000000026,10.699999999999998,12.69999999999999,17.599999999999998,17.199999999999992,13.099999999999989,10.499999999999998,10.0
173,10.599999999999998,0,36.100000000000264,10.699999999999998,12.69999999999999,17.599999999999998,17.199999999999992,13.099999999999989,10.499999999999998,10.0
174,10.599999999999998,0,36.200000000000266,10.699999999999998,12.69999999999999,17.599999999999998,17.299999999999994,13.099999999999989,10.599999999999998,10.0
175,10.599999999999998,0,36.200000000000266,10.699999999999998,12.69999999999999,17.599999999999998,17.899999999999995,13.299999999999988,10.599999999999998,10.0
176,10.599999999999998,0,36.800000000000274,10.699999999999998,12.69999999999999,18.099999999999998,17.899999999999995,13.299999999999988,10.599999999999998,10.0
177,10.599999999999998,0,36.800000000000274,10.699999999999998,12.69999999999999,18.099999999999998,17.999999999999996,13.299999999999988,10.599999999999998,10.0
178,10.599999999999998,0,37.00000000000028,10.699999999999998,12.69999999999999,18.099999999999998,17.999999999999996,13.299999999999988,10.599999999999998,10.0
179,10.599999999999998,0,37.00000000000028,10.699999999999998,12.69999999999999,18.099999999999998,17.999999999999996,13.399999999999988,10.599999999999998,10.1
180,10.599999999999998,0,37.10000000000028,10.699999999999998,12.79999999999999,18.099999999999998,17.999999999999996,13.399999999999988,10.599999999999998,10.1
181,10.599999999999998,0,37.10000000000028,10.699999999999998,12.79999999999999,18.099999999999998,17.999999999999996,13.499999999999988,10.599999999999998,10.1
182,10.599999999999998,0,37.70000000000029,10.699999999999998,12.79999999999999,18.599999999999998,17.999999999999996,13.499999999999988,10.599999999999998,10.1
183,10.599999999999998,0,37.90000000000029,10.699999999999998,12.79999999999999,18.599999999999998,17.999999999999996,13.499999999999988,10.599999999999998,10.1
184,10.599999999999998,0,38.00000000000029,10.699999999999998,12.99999999999999,18.599999999999998,18.599999999999998,13.499999999999988,10.599999999999998,10.1
185,10.599999999999998,0,38.4000000000003,10.699999999999998,12.99999999999999,18.599999999999998,18.599999999999998,13.499999999999988,10.599999999999998,10.1
186,10.599999999999998,0,38.8000000000003,10.699999999999998,12.99999999999999,18.8,18.599999999999998,13.499999999999988,10.599999999999998,10.1
187,10.599999999999998,0,39.20000000000031,10.699999999999998,12.99999999999999,18.8,18.599999999999998,13.499999999999988,10.699999999999998,10.1
188,10.599999999999998,0,39.20000000000031,10.699999999999998,12.99999999999999,18.8,18.7,13.499999999999988,10.699999999999998,10.1
189,10.599999999999998,0,39.20000000000031,10.699999999999998,12.99999999999999,18.8,18.8,13.499999999999988,10.699999999999998,10.1
190,10.599999999999998,0,39.40000000000031,10.699999999999998,12.99999999999999,18.8,18.8,13.499999999999988,10.699999999999998,10.1
191,10.599999999999998,0,39.40000000000031,10.699999999999998,12.99999999999999,18.8,18.8,13.599999999999987,10.699999999999998,10.1
192,10.599999999999998,0,39.80000000000032,10.699999999999998,12.99999999999999,18.8,18.8,13.599999999999987,10.699999999999998,10.1
193,10.599999999999998,0,40.20000000000032,10.699999999999998,12.99999999999999,18.8,18.8,13.599999999999987,10.699999999999998,10.1
194,10.599999999999998,0,40.60000000000033,10.699999999999998,12.99999999999999,19.000000000000004,18.8,13.599999999999987,10.699999999999998,10.1
195,10.599999999999998,0,40.60000000000033,10.699999999999998,12.99999999999999,19.000000000000004,18.900000000000002,13.599999999999987,10.699999999999998,10.1
196,10.599999999999998,0,40.70000000000033,10.699999999999998,13.099999999999989,19.000000000000004,19.100000000000005,13.599999999999987,10.699999999999998,10.1
197,10.599999999999998,0,41.100000000000335,10.699999999999998,13.099999999999989,19.500000000000004,19.100000000000005,13.599999999999987,10.699999999999998,10.1
198,10.599999999999998,0,41.50000000000034,10.699999999999998,13.099999999999989,19.500000000000004,19.100000000000005,13.599999999999987,10.699999999999998,10.1
199,10.599999999999998,0,41.60000000000034,10.699999999999998,13.099999999999989,19.600000000000005,19.100000000000005,13.599999999999987,10.699999999999998,10.1
200,10.599999999999998,0,41.700000000000344,10.699999999999998,13.099999999999989,19.600000000000005,19.100000000000005,13.599999999999987,10.699999999999998,10.1
201,10.599999999999998,0,41.700000000000344,10.699999999999998,13.099999999999989,19.600000000000005,19.200000000000006,13.599999999999987,10.699999999999998,10.1
202,10.599999999999998,0,41.700000000000344,10.699999999999998,13.099999999999989,19.600000000000005,19.700000000000006,13.899999999999986,10.699999999999998,10.1
203,10.599999999999998,0,41.90000000000035,10.699999999999998,13.099999999999989,19.600000000000005,19.700000000000006,13.899999999999986,10.699999999999998,10.1
204,10.599999999999998,0,42.30000000000035,10.699999999999998,13.099999999999989,19.600000000000005,19.700000000000006,13.899999999999986,10.699999999999998,10.1
205,10.599999999999998,0,42.30000000000035,10.699999999999998,13.099999999999989,19.600000000000005,19.800000000000008,13.899999999999986,10.699999999999998,10.1
206,10.599999999999998,0,42.30000000000035,10.699999999999998,13.099999999999989,19.600000000000005,19.800000000000008,13.999999999999986,10.699999999999998,10.1
207,10.599999999999998,0,42.70000000000036,10.699999999999998,13.099999999999989,19.600000000000005,19.800000000000008,13.999999999999986,10.699999999999998,10.1
208,10.599999999999998,0,42.80000000000036,10.699999999999998,13.199999999999989,19.600000000000005,19.800000000000008,13.999999999999986,10.699999999999998,10.1
209,10.599999999999998,0,43.00000000000036,10.699999999999998,13.199999999999989,19.600000000000005,19.800000000000008,13.999999999999986,10.699999999999998,10.1
210,10.599999999999998,0,43.40000000000037,10.699999999999998,13.199999999999989,19.800000000000008,19.800000000000008,13.999999999999986,10.699999999999998,10.1
211,10.599999999999998,0,43.70000000000037,10.699999999999998,13.199999999999989,19.90000000000001,19.800000000000008,13.999999999999986,10.699999999999998,10.1
212,10.599999999999998,0,43.800000000000374,10.699999999999998,13.199999999999989,20.00000000000001,19.800000000000008,13.999999999999986,10.699999999999998,10.1
