Line,"{'+definite', '+atomic'} - definite - a_2","{'+definite', '-atomic'} - definite - e_1","{'+definite', '-atomic'} - definite - i_1","{'+atomic', '-definite'} - definite - a_2","{'+definite', '+atomic'} - definite - o_1","{'+atomic', '-definite'} - definite - o_1"
111,13.49999999999997,7.9999999999999885,9.899999999999983,5.699999999999997,11.399999999999977,3.9000000000000026
112,13.49999999999997,8.099999999999989,9.999999999999982,5.699999999999997,11.699999999999976,4.000000000000003
113,13.59999999999997,8.099999999999989,9.999999999999982,5.899999999999996,11.699999999999976,4.000000000000003
114,13.59999999999997,8.199999999999989,10.099999999999982,5.899999999999996,11.999999999999975,4.100000000000002
115,13.699999999999969,8.499999999999988,10.099999999999982,5.899999999999996,12.099999999999975,4.100000000000002
116,13.999999999999968,8.599999999999987,10.199999999999982,5.999999999999996,12.099999999999975,4.100000000000002
117,13.999999999999968,8.699999999999987,10.299999999999981,5.999999999999996,12.399999999999974,4.200000000000002
118,14.099999999999968,8.699999999999987,10.299999999999981,6.199999999999995,12.399999999999974,4.200000000000002
119,14.099999999999968,8.699999999999987,10.299999999999981,6.199999999999995,12.499999999999973,4.300000000000002
120,14.099999999999968,8.799999999999986,10.39999999999998,6.199999999999995,12.799999999999972,4.400000000000001
121,14.399999999999967,8.899999999999986,10.49999999999998,6.2999999999999945,12.799999999999972,4.400000000000001
122,14.399999999999967,8.899999999999986,10.49999999999998,6.2999999999999945,12.899999999999972,4.500000000000001
123,14.699999999999966,8.999999999999986,10.59999999999998,6.399999999999994,12.899999999999972,4.500000000000001
124,14.799999999999965,8.999999999999986,10.59999999999998,6.499999999999994,12.899999999999972,4.500000000000001
125,14.899999999999965,8.999999999999986,10.899999999999979,6.499999999999994,12.999999999999972,4.500000000000001
126,14.899999999999965,9.099999999999985,10.999999999999979,6.499999999999994,13.29999999999997,4.6000000000000005
127,14.899999999999965,9.199999999999985,11.099999999999978,6.499999999999994,13.699999999999969,4.7
128,14.899999999999965,9.299999999999985,11.199999999999978,6.499999999999994,13.999999999999968,4.8
129,14.999999999999964,9.299999999999985,11.199999999999978,6.599999999999993,13.999999999999968,4.8
130,15.099999999999964,9.499999999999984,11.199999999999978,6.599999999999993,14.099999999999968,4.8
131,15.199999999999964,9.699999999999983,11.199999999999978,6.599999999999993,14.199999999999967,4.8
132,15.199999999999964,9.699999999999983,11.199999999999978,6.599999999999993,14.299999999999967,4.8999999999999995
133,15.299999999999963,9.899999999999983,11.199999999999978,6.599999999999993,14.399999999999967,4.8999999999999995
134,15.399999999999963,9.899999999999983,11.199999999999978,6.699999999999993,14.399999999999967,4.8999999999999995
135,15.399999999999963,9.899999999999983,11.199999999999978,6.699999999999993,14.499999999999966,5.099999999999999
136,15.499999999999963,9.899999999999983,11.199999999999978,6.799999999999993,14.499999999999966,5.099999999999999
137,15.899999999999961,9.999999999999982,11.299999999999978,6.899999999999992,14.499999999999966,5.099999999999999
138,16.199999999999964,10.099999999999982,11.399999999999977,6.999999999999992,14.499999999999966,5.099999999999999
139,16.199999999999964,10.099999999999982,11.399999999999977,6.999999999999992,14.599999999999966,5.199999999999998
140,16.299999999999965,10.099999999999982,11.399999999999977,7.199999999999991,14.599999999999966,5.199999999999998
141,16.399999999999967,10.099999999999982,11.699999999999976,7.199999999999991,14.699999999999966,5.199999999999998
142,16.499999999999968,10.099999999999982,11.699999999999976,7.399999999999991,14.699999999999966,5.199999999999998
143,16.59999999999997,10.099999999999982,11.699999999999976,7.49999999999999,14.699999999999966,5.199999999999998
144,16.69999999999997,10.099999999999982,11.899999999999975,7.49999999999999,14.799999999999965,5.199999999999998
145,16.799999999999972,10.099999999999982,11.899999999999975,7.6999999999999895,14.799999999999965,5.199999999999998
146,17.099999999999977,10.199999999999982,11.999999999999975,7.799999999999989,14.799999999999965,5.199999999999998
147,17.39999999999998,10.299999999999981,12.099999999999975,7.899999999999989,14.799999999999965,5.199999999999998
148,17.39999999999998,10.299999999999981,12.099999999999975,7.899999999999989,14.899999999999965,5.299999999999998
149,17.499999999999982,10.59999999999998,12.099999999999975,7.899999999999989,14.999999999999964,5.299999999999998
150,17.599999999999984,10.59999999999998,12.099999999999975,8.099999999999989,14.999999999999964,5.299999999999998
151,17.699999999999985,10.59999999999998,12.099999999999975,8.199999999999989,14.999999999999964,5.299999999999998
152,17.699999999999985,10.69999999999998,12.199999999999974,8.199999999999989,15.299999999999963,5.399999999999998
153,17.799999999999986,10.899999999999979,12.199999999999974,8.199999999999989,15.399999999999963,5.399999999999998
154,17.899999999999988,11.099999999999978,12.199999999999974,8.199999999999989,15.499999999999963,5.399999999999998
155,17.99999999999999,11.099999999999978,12.199999999999974,8.299999999999988,15.499999999999963,5.399999999999998
156,18.09999999999999,11.299999999999978,12.199999999999974,8.299999999999988,15.599999999999962,5.399999999999998
157,18.199999999999992,11.299999999999978,12.399999999999974,8.299999999999988,15.699999999999962,5.399999999999998
158,18.299999999999994,11.299999999999978,12.399999999999974,8.499999999999988,15.699999999999962,5.399999999999998
159,18.299999999999994,11.399999999999977,12.499999999999973,8.499999999999988,15.999999999999961,5.499999999999997
160,18.399999999999995,11.399999999999977,12.699999999999973,8.499999999999988,16.099999999999962,5.499999999999997
161,18.399999999999995,11.399999999999977,12.699999999999973,8.499999999999988,16.199999999999964,5.599999999999997
162,18.499999999999996,11.399999999999977,12.899999999999972,8.499999999999988,16.299999999999965,5.599999999999997
163,18.599999999999998,11.399999999999977,13.19999999999997,8.499999999999988,16.399999999999967,5.599999999999997
164,18.7,11.399999999999977,13.39999999999997,8.499999999999988,16.499999999999968,5.599999999999997
165,18.7,11.499999999999977,13.49999999999997,8.499999999999988,16.799999999999972,5.699999999999997
166,18.8,11.499999999999977,13.49999999999997,8.699999999999987,16.799999999999972,5.699999999999997
167,18.8,11.599999999999977,13.59999999999997,8.699999999999987,17.099999999999977,5.799999999999996
168,18.8,11.699999999999976,13.699999999999969,8.699999999999987,17.39999999999998,5.899999999999996
169,18.8,11.799999999999976,13.799999999999969,8.699999999999987,17.799999999999986,5.999999999999996
170,18.8,11.799999999999976,13.799999999999969,8.699999999999987,17.899999999999988,6.199999999999995
171,19.100000000000005,11.899999999999975,13.899999999999968,8.799999999999986,17.899999999999988,6.199999999999995
172,19.200000000000006,12.099999999999975,13.899999999999968,8.799999999999986,17.99999999999999,6.199999999999995
173,19.50000000000001,12.199999999999974,13.999999999999968,8.899999999999986,17.99999999999999,6.199999999999995
174,19.600000000000012,12.199999999999974,14.299999999999967,8.899999999999986,18.09999999999999,6.199999999999995
175,19.600000000000012,12.199999999999974,14.299999999999967,8.899999999999986,18.199999999999992,6.399999999999994
176,20.000000000000018,12.299999999999974,14.399999999999967,8.999999999999986,18.199999999999992,6.399999999999994
177,20.000000000000018,12.299999999999974,14.399999999999967,8.999999999999986,18.299999999999994,6.499999999999994
178,20.10000000000002,12.299999999999974,14.399999999999967,9.099999999999985,18.299999999999994,6.499999999999994
179,20.10000000000002,12.399999999999974,14.499999999999966,9.099999999999985,18.7,6.599999999999993
180,20.20000000000002,12.399999999999974,14.699999999999966,9.099999999999985,18.8,6.599999999999993
181,20.20000000000002,12.399999999999974,14.699999999999966,9.099999999999985,18.900000000000002,6.699999999999993
182,20.600000000000026,12.499999999999973,14.799999999999965,9.199999999999985,18.900000000000002,6.699999999999993
183,20.700000000000028,12.499999999999973,14.799999999999965,9.299999999999985,18.900000000000002,6.699999999999993
184,20.80000000000003,12.499999999999973,15.099999999999964,9.299999999999985,19.000000000000004,6.699999999999993
185,21.100000000000033,12.599999999999973,15.199999999999964,9.399999999999984,19.000000000000004,6.699999999999993
186,21.50000000000004,12.699999999999973,15.299999999999963,9.499999999999984,19.000000000000004,6.699999999999993
187,21.900000000000045,12.799999999999972,15.399999999999963,9.599999999999984,19.000000000000004,6.699999999999993
188,21.900000000000045,12.799999999999972,15.399999999999963,9.599999999999984,19.100000000000005,6.799999999999993
189,21.900000000000045,12.799999999999972,15.399999999999963,9.599999999999984,19.200000000000006,6.899999999999992
190,22.000000000000046,12.799999999999972,15.399999999999963,9.699999999999983,19.200000000000006,6.899999999999992
191,22.000000000000046,12.799999999999972,15.399999999999963,9.699999999999983,19.300000000000008,6.999999999999992
192,22.30000000000005,12.899999999999972,15.499999999999963,9.799999999999983,19.300000000000008,6.999999999999992
193,22.600000000000055,12.999999999999972,15.599999999999962,9.899999999999983,19.300000000000008,6.999999999999992
194,23.00000000000006,13.099999999999971,15.699999999999962,9.999999999999982,19.300000000000008,6.999999999999992
195,23.00000000000006,13.099999999999971,15.699999999999962,9.999999999999982,19.40000000000001,7.099999999999992
196,23.100000000000062,13.099999999999971,15.999999999999961,9.999999999999982,19.50000000000001,7.099999999999992
197,23.200000000000063,13.099999999999971,15.999999999999961,10.199999999999982,19.50000000000001,7.099999999999992
198,23.500000000000068,13.19999999999997,16.099999999999962,10.299999999999981,19.50000000000001,7.099999999999992
199,23.60000000000007,13.39999999999997,16.099999999999962,10.299999999999981,19.600000000000012,7.099999999999992
200,23.70000000000007,13.59999999999997,16.099999999999962,10.299999999999981,19.700000000000014,7.099999999999992
201,23.70000000000007,13.699999999999969,16.199999999999964,10.299999999999981,20.000000000000018,7.199999999999991
202,23.70000000000007,13.799999999999969,16.299999999999965,10.299999999999981,20.400000000000023,7.299999999999991
203,23.80000000000007,13.799999999999969,16.299999999999965,10.39999999999998,20.400000000000023,7.299999999999991
204,24.100000000000076,13.899999999999968,16.399999999999967,10.49999999999998,20.400000000000023,7.299999999999991
205,24.100000000000076,13.899999999999968,16.399999999999967,10.49999999999998,20.500000000000025,7.399999999999991
206,24.100000000000076,13.899999999999968,16.399999999999967,10.49999999999998,20.600000000000026,7.49999999999999
207,24.40000000000008,13.999999999999968,16.499999999999968,10.59999999999998,20.600000000000026,7.49999999999999
208,24.50000000000008,13.999999999999968,16.69999999999997,10.59999999999998,20.700000000000028,7.49999999999999
209,24.600000000000083,13.999999999999968,16.69999999999997,10.69999999999998,20.700000000000028,7.49999999999999
210,25.00000000000009,14.099999999999968,16.799999999999972,10.79999999999998,20.700000000000028,7.49999999999999
211,25.300000000000093,14.199999999999967,16.899999999999974,10.899999999999979,20.700000000000028,7.49999999999999
212,25.400000000000095,14.399999999999967,16.899999999999974,10.899999999999979,20.80000000000003,7.49999999999999
213,25.500000000000096,14.599999999999966,16.899999999999974,10.899999999999979,20.90000000000003,7.49999999999999
214,25.8000000000001,14.699999999999966,16.999999999999975,10.999999999999979,20.90000000000003,7.49999999999999
215,25.9000000000001,14.899999999999965,16.999999999999975,10.999999999999979,21.000000000000032,7.49999999999999
216,25.9000000000001,14.899999999999965,16.999999999999975,10.999999999999979,21.100000000000033,7.59999999999999
217,25.9000000000001,14.899999999999965,16.999999999999975,10.999999999999979,21.200000000000035,7.6999999999999895
218,26.200000000000106,14.999999999999964,17.099999999999977,11.099999999999978,21.200000000000035,7.6999999999999895
219,26.300000000000107,14.999999999999964,17.29999999999998,11.099999999999978,21.300000000000036,7.6999999999999895
220,26.40000000000011,14.999999999999964,17.29999999999998,11.199999999999978,21.300000000000036,7.6999999999999895
221,26.50000000000011,14.999999999999964,17.29999999999998,11.299999999999978,21.300000000000036,7.6999999999999895
222,26.60000000000011,14.999999999999964,17.499999999999982,11.299999999999978,21.400000000000038,7.6999999999999895
223,26.60000000000011,15.099999999999964,17.599999999999984,11.299999999999978,21.700000000000042,7.799999999999989
224,26.700000000000113,15.099999999999964,17.599999999999984,11.399999999999977,21.700000000000042,7.799999999999989
225,26.800000000000114,15.299999999999963,17.599999999999984,11.399999999999977,21.800000000000043,7.799999999999989
226,26.900000000000116,15.299999999999963,17.799999999999986,11.399999999999977,21.900000000000045,7.799999999999989
227,27.000000000000117,15.299999999999963,17.799999999999986,11.599999999999977,21.900000000000045,7.799999999999989
228,27.000000000000117,15.299999999999963,17.799999999999986,11.599999999999977,22.000000000000046,7.899999999999989
229,27.000000000000117,15.399999999999963,17.899999999999988,11.599999999999977,22.400000000000052,7.9999999999999885
230,27.000000000000117,15.499999999999963,17.99999999999999,11.599999999999977,22.800000000000058,8.099999999999989
231,27.10000000000012,15.699999999999962,17.99999999999999,11.599999999999977,22.90000000000006,8.099999999999989
232,27.500000000000124,15.799999999999962,18.09999999999999,11.699999999999976,22.90000000000006,8.099999999999989
233,27.80000000000013,15.899999999999961,18.199999999999992,11.799999999999976,22.90000000000006,8.099999999999989
234,27.80000000000013,15.899999999999961,18.199999999999992,11.799999999999976,23.00000000000006,8.199999999999989
235,27.90000000000013,16.099999999999962,18.199999999999992,11.799999999999976,23.100000000000062,8.199999999999989
236,28.00000000000013,16.299999999999965,18.199999999999992,11.799999999999976,23.200000000000063,8.199999999999989
237,28.100000000000133,16.299999999999965,18.399999999999995,11.799999999999976,23.300000000000065,8.199999999999989
238,28.400000000000137,16.399999999999967,18.499999999999996,11.899999999999975,23.300000000000065,8.199999999999989
239,28.400000000000137,16.499999999999968,18.599999999999998,11.899999999999975,23.60000000000007,8.299999999999988
240,28.400000000000137,16.499999999999968,18.599999999999998,11.899999999999975,23.70000000000007,8.499999999999988
241,28.50000000000014,16.499999999999968,18.8,11.899999999999975,23.80000000000007,8.499999999999988
242,28.50000000000014,16.59999999999997,18.900000000000002,11.899999999999975,24.100000000000076,8.599999999999987
243,28.50000000000014,16.59999999999997,18.900000000000002,11.899999999999975,24.200000000000077,8.699999999999987
244,28.60000000000014,16.59999999999997,19.100000000000005,11.899999999999975,24.30000000000008,8.699999999999987
245,29.000000000000146,16.69999999999997,19.200000000000006,11.999999999999975,24.30000000000008,8.699999999999987
246,29.100000000000147,16.69999999999997,19.50000000000001,11.999999999999975,24.40000000000008,8.699999999999987
247,29.500000000000153,16.799999999999972,19.600000000000012,12.099999999999975,24.40000000000008,8.699999999999987
248,29.600000000000154,16.799999999999972,19.600000000000012,12.299999999999974,24.40000000000008,8.699999999999987
249,29.700000000000156,16.799999999999972,19.600000000000012,12.499999999999973,24.40000000000008,8.699999999999987
250,29.800000000000157,16.799999999999972,19.600000000000012,12.699999999999973,24.40000000000008,8.699999999999987
251,30.10000000000016,16.899999999999974,19.700000000000014,12.799999999999972,24.40000000000008,8.699999999999987
252,30.200000000000163,17.099999999999977,19.700000000000014,12.799999999999972,24.50000000000008,8.699999999999987
253,30.300000000000164,17.099999999999977,19.900000000000016,12.799999999999972,24.600000000000083,8.699999999999987
254,30.300000000000164,17.199999999999978,20.000000000000018,12.799999999999972,24.900000000000087,8.799999999999986
255,30.300000000000164,17.199999999999978,20.000000000000018,12.799999999999972,25.00000000000009,8.899999999999986
256,30.400000000000166,17.499999999999982,20.000000000000018,12.799999999999972,25.10000000000009,8.899999999999986
257,30.500000000000167,17.499999999999982,20.300000000000022,12.799999999999972,25.20000000000009,8.899999999999986
258,30.500000000000167,17.499999999999982,20.300000000000022,12.799999999999972,25.300000000000093,8.999999999999986
259,30.60000000000017,17.499999999999982,20.500000000000025,12.799999999999972,25.400000000000095,8.999999999999986
260,30.70000000000017,17.499999999999982,20.700000000000028,12.799999999999972,25.500000000000096,8.999999999999986
261,30.80000000000017,17.499999999999982,20.90000000000003,12.799999999999972,25.600000000000097,8.999999999999986
262,30.80000000000017,17.599999999999984,21.000000000000032,12.799999999999972,26.000000000000103,9.099999999999985
263,31.200000000000177,17.699999999999985,21.100000000000033,12.899999999999972,26.000000000000103,9.099999999999985
264,31.30000000000018,17.699999999999985,21.300000000000036,12.899999999999972,26.100000000000104,9.099999999999985
265,31.40000000000018,17.699999999999985,21.50000000000004,12.899999999999972,26.200000000000106,9.099999999999985
266,31.50000000000018,17.899999999999988,21.50000000000004,12.899999999999972,26.300000000000107,9.099999999999985
267,31.600000000000183,17.899999999999988,21.700000000000042,12.899999999999972,26.40000000000011,9.099999999999985
268,31.700000000000184,17.899999999999988,21.700000000000042,13.099999999999971,26.40000000000011,9.099999999999985
269,31.700000000000184,17.99999999999999,21.800000000000043,13.099999999999971,26.800000000000114,9.199999999999985
270,31.800000000000185,17.99999999999999,21.800000000000043,13.19999999999997,26.800000000000114,9.199999999999985
271,31.800000000000185,17.99999999999999,21.800000000000043,13.19999999999997,26.900000000000116,9.399999999999984
272,31.800000000000185,17.99999999999999,21.800000000000043,13.19999999999997,27.000000000000117,9.499999999999984
