Line,"{'+definite', '+atomic'} - definite - a_2","{'+definite', '-atomic'} - definite - e_1","{'+definite', '-atomic'} - definite - i_1","{'+atomic', '-definite'} - definite - a_2","{'+definite', '+atomic'} - definite - o_1","{'+atomic', '-definite'} - definite - o_1"
273,31.800000000000185,18.09999999999999,21.900000000000045,13.19999999999997,27.30000000000012,9.599999999999984
274,31.900000000000187,18.09999999999999,21.900000000000045,13.29999999999997,27.30000000000012,9.599999999999984
275,31.900000000000187,18.199999999999992,22.000000000000046,13.29999999999997,27.700000000000127,9.699999999999983
276,32.000000000000185,18.199999999999992,22.20000000000005,13.29999999999997,27.80000000000013,9.699999999999983
277,32.40000000000019,18.299999999999994,22.30000000000005,13.39999999999997,27.80000000000013,9.699999999999983
278,32.700000000000195,18.399999999999995,22.400000000000052,13.49999999999997,27.80000000000013,9.699999999999983
279,32.800000000000196,18.399999999999995,22.600000000000055,13.49999999999997,27.90000000000013,9.699999999999983
280,32.800000000000196,18.499999999999996,22.700000000000056,13.49999999999997,28.300000000000136,9.799999999999983
281,32.800000000000196,18.599999999999998,22.800000000000058,13.49999999999997,28.70000000000014,9.899999999999983
282,32.9000000000002,18.599999999999998,22.800000000000058,13.59999999999997,28.70000000000014,9.899999999999983
283,32.9000000000002,18.599999999999998,22.800000000000058,13.59999999999997,28.800000000000143,10.099999999999982
284,33.0000000000002,18.599999999999998,22.800000000000058,13.699999999999969,28.800000000000143,10.099999999999982
285,33.1000000000002,18.8,22.800000000000058,13.699999999999969,28.900000000000144,10.099999999999982
286,33.2000000000002,18.8,22.800000000000058,13.799999999999969,28.900000000000144,10.099999999999982
287,33.3000000000002,19.000000000000004,22.800000000000058,13.799999999999969,29.000000000000146,10.099999999999982
288,33.400000000000205,19.000000000000004,22.800000000000058,13.999999999999968,29.000000000000146,10.099999999999982
289,33.70000000000021,19.100000000000005,22.90000000000006,14.099999999999968,29.000000000000146,10.099999999999982
290,34.00000000000021,19.200000000000006,23.00000000000006,14.199999999999967,29.000000000000146,10.099999999999982
291,34.00000000000021,19.200000000000006,23.00000000000006,14.199999999999967,29.100000000000147,10.199999999999982
292,34.00000000000021,19.200000000000006,23.00000000000006,14.199999999999967,29.20000000000015,10.39999999999998
293,34.100000000000215,19.200000000000006,23.00000000000006,14.299999999999967,29.20000000000015,10.39999999999998
294,34.200000000000216,19.40000000000001,23.00000000000006,14.299999999999967,29.30000000000015,10.39999999999998
295,34.30000000000022,19.40000000000001,23.00000000000006,14.499999999999966,29.30000000000015,10.39999999999998
296,34.40000000000022,19.600000000000012,23.00000000000006,14.499999999999966,29.40000000000015,10.39999999999998
297,34.50000000000022,19.800000000000015,23.00000000000006,14.499999999999966,29.500000000000153,10.39999999999998
298,34.50000000000022,19.800000000000015,23.00000000000006,14.499999999999966,29.600000000000154,10.49999999999998
299,34.60000000000022,20.000000000000018,23.00000000000006,14.499999999999966,29.700000000000156,10.49999999999998
300,34.70000000000022,20.20000000000002,23.00000000000006,14.499999999999966,29.800000000000157,10.49999999999998
301,35.00000000000023,20.300000000000022,23.100000000000062,14.599999999999966,29.800000000000157,10.49999999999998
302,35.00000000000023,20.400000000000023,23.200000000000063,14.599999999999966,30.10000000000016,10.59999999999998
303,35.10000000000023,20.600000000000026,23.200000000000063,14.599999999999966,30.200000000000163,10.59999999999998
304,35.20000000000023,20.80000000000003,23.200000000000063,14.599999999999966,30.300000000000164,10.59999999999998
305,35.20000000000023,20.90000000000003,23.300000000000065,14.599999999999966,30.60000000000017,10.69999999999998
306,35.30000000000023,20.90000000000003,23.500000000000068,14.599999999999966,30.70000000000017,10.69999999999998
307,35.40000000000023,20.90000000000003,23.500000000000068,14.799999999999965,30.70000000000017,10.69999999999998
308,35.500000000000234,20.90000000000003,23.500000000000068,14.899999999999965,30.70000000000017,10.69999999999998
309,35.600000000000236,20.90000000000003,23.500000000000068,15.099999999999964,30.70000000000017,10.69999999999998
310,36.00000000000024,21.000000000000032,23.60000000000007,15.199999999999964,30.70000000000017,10.69999999999998
311,36.10000000000024,21.000000000000032,23.80000000000007,15.199999999999964,30.80000000000017,10.69999999999998
312,36.10000000000024,21.100000000000033,23.900000000000073,15.199999999999964,31.100000000000176,10.79999999999998
313,36.200000000000244,21.100000000000033,24.200000000000077,15.199999999999964,31.200000000000177,10.79999999999998
314,36.300000000000246,21.100000000000033,24.40000000000008,15.199999999999964,31.30000000000018,10.79999999999998
315,36.300000000000246,21.100000000000033,24.40000000000008,15.199999999999964,31.40000000000018,10.899999999999979
316,36.40000000000025,21.300000000000036,24.40000000000008,15.199999999999964,31.50000000000018,10.899999999999979
317,36.50000000000025,21.300000000000036,24.600000000000083,15.199999999999964,31.600000000000183,10.899999999999979
318,36.60000000000025,21.50000000000004,24.600000000000083,15.199999999999964,31.700000000000184,10.899999999999979
319,36.60000000000025,21.60000000000004,24.700000000000085,15.199999999999964,32.000000000000185,10.999999999999979
320,36.70000000000025,21.800000000000043,24.700000000000085,15.199999999999964,32.100000000000186,10.999999999999979
321,36.80000000000025,22.000000000000046,24.700000000000085,15.199999999999964,32.20000000000019,10.999999999999979
322,36.900000000000254,22.000000000000046,24.900000000000087,15.199999999999964,32.30000000000019,10.999999999999979
323,37.000000000000256,22.000000000000046,24.900000000000087,15.299999999999963,32.30000000000019,10.999999999999979
324,37.000000000000256,22.100000000000048,25.00000000000009,15.299999999999963,32.60000000000019,11.099999999999978
325,37.000000000000256,22.100000000000048,25.00000000000009,15.299999999999963,32.700000000000195,11.299999999999978
326,37.000000000000256,22.100000000000048,25.00000000000009,15.299999999999963,32.800000000000196,11.399999999999977
327,37.000000000000256,22.100000000000048,25.00000000000009,15.299999999999963,32.9000000000002,11.599999999999977
328,37.10000000000026,22.30000000000005,25.00000000000009,15.299999999999963,33.0000000000002,11.599999999999977
329,37.50000000000026,22.400000000000052,25.10000000000009,15.399999999999963,33.0000000000002,11.599999999999977
330,37.50000000000026,22.500000000000053,25.20000000000009,15.399999999999963,33.3000000000002,11.699999999999976
331,37.600000000000264,22.500000000000053,25.500000000000096,15.399999999999963,33.400000000000205,11.699999999999976
332,37.700000000000266,22.500000000000053,25.7000000000001,15.399999999999963,33.500000000000206,11.699999999999976
333,37.80000000000027,22.800000000000058,25.7000000000001,15.399999999999963,33.60000000000021,11.699999999999976
334,37.90000000000027,22.800000000000058,25.9000000000001,15.399999999999963,33.70000000000021,11.699999999999976
335,37.90000000000027,22.800000000000058,25.9000000000001,15.399999999999963,33.80000000000021,11.799999999999976
336,38.300000000000274,22.90000000000006,26.000000000000103,15.499999999999963,33.80000000000021,11.799999999999976
337,38.300000000000274,22.90000000000006,26.000000000000103,15.499999999999963,33.90000000000021,11.899999999999975
338,38.400000000000276,22.90000000000006,26.000000000000103,15.599999999999962,33.90000000000021,11.899999999999975
339,38.50000000000028,23.200000000000063,26.000000000000103,15.599999999999962,34.00000000000021,11.899999999999975
340,38.90000000000028,23.300000000000065,26.100000000000104,15.699999999999962,34.00000000000021,11.899999999999975
341,38.90000000000028,23.300000000000065,26.100000000000104,15.699999999999962,34.100000000000215,11.999999999999975
342,39.000000000000284,23.500000000000068,26.100000000000104,15.699999999999962,34.200000000000216,11.999999999999975
343,39.100000000000286,23.70000000000007,26.100000000000104,15.699999999999962,34.30000000000022,11.999999999999975
344,39.20000000000029,23.900000000000073,26.100000000000104,15.699999999999962,34.40000000000022,11.999999999999975
345,39.30000000000029,23.900000000000073,26.300000000000107,15.699999999999962,34.50000000000022,11.999999999999975
346,39.40000000000029,23.900000000000073,26.300000000000107,15.899999999999961,34.50000000000022,11.999999999999975
347,39.40000000000029,24.000000000000075,26.40000000000011,15.899999999999961,34.800000000000225,12.099999999999975
348,39.50000000000029,24.000000000000075,26.60000000000011,15.899999999999961,34.900000000000226,12.099999999999975
349,39.50000000000029,24.100000000000076,26.700000000000113,15.899999999999961,35.30000000000023,12.199999999999974
350,39.60000000000029,24.100000000000076,26.900000000000116,15.899999999999961,35.40000000000023,12.199999999999974
351,39.60000000000029,24.200000000000077,27.000000000000117,15.899999999999961,35.70000000000024,12.299999999999974
352,39.60000000000029,24.200000000000077,27.000000000000117,15.899999999999961,35.80000000000024,12.499999999999973
353,39.60000000000029,24.30000000000008,27.10000000000012,15.899999999999961,36.10000000000024,12.599999999999973
354,39.700000000000294,24.30000000000008,27.30000000000012,15.899999999999961,36.200000000000244,12.599999999999973
355,39.700000000000294,24.40000000000008,27.400000000000123,15.899999999999961,36.50000000000025,12.699999999999973
356,39.700000000000294,24.40000000000008,27.400000000000123,15.899999999999961,36.60000000000025,12.799999999999972
357,39.700000000000294,24.40000000000008,27.400000000000123,15.899999999999961,36.70000000000025,12.899999999999972
358,39.800000000000296,24.40000000000008,27.400000000000123,16.099999999999962,36.70000000000025,12.899999999999972
359,39.9000000000003,24.600000000000083,27.400000000000123,16.099999999999962,36.80000000000025,12.899999999999972
360,40.0000000000003,24.800000000000086,27.400000000000123,16.099999999999962,36.900000000000254,12.899999999999972
361,40.1000000000003,24.800000000000086,27.400000000000123,16.199999999999964,36.900000000000254,12.899999999999972
362,40.2000000000003,24.800000000000086,27.400000000000123,16.399999999999967,36.900000000000254,12.899999999999972
363,40.2000000000003,24.900000000000087,27.500000000000124,16.399999999999967,37.20000000000026,12.999999999999972
364,40.60000000000031,25.00000000000009,27.600000000000126,16.499999999999968,37.20000000000026,12.999999999999972
365,40.90000000000031,25.10000000000009,27.700000000000127,16.59999999999997,37.20000000000026,12.999999999999972
366,41.00000000000031,25.10000000000009,27.700000000000127,16.799999999999972,37.20000000000026,12.999999999999972
367,41.100000000000314,25.300000000000093,27.700000000000127,16.799999999999972,37.30000000000026,12.999999999999972
368,41.100000000000314,25.400000000000095,27.80000000000013,16.799999999999972,37.600000000000264,13.099999999999971
369,41.40000000000032,25.500000000000096,27.90000000000013,16.899999999999974,37.600000000000264,13.099999999999971
370,41.40000000000032,25.500000000000096,27.90000000000013,16.899999999999974,37.700000000000266,13.19999999999997
371,41.70000000000032,25.600000000000097,28.00000000000013,16.999999999999975,37.700000000000266,13.19999999999997
372,41.800000000000324,25.600000000000097,28.300000000000136,16.999999999999975,37.80000000000027,13.19999999999997
373,42.10000000000033,25.7000000000001,28.400000000000137,17.099999999999977,37.80000000000027,13.19999999999997
374,42.10000000000033,25.8000000000001,28.50000000000014,17.099999999999977,38.10000000000027,13.29999999999997
375,42.20000000000033,25.8000000000001,28.50000000000014,17.29999999999998,38.10000000000027,13.29999999999997
376,42.30000000000033,25.8000000000001,28.70000000000014,17.29999999999998,38.20000000000027,13.29999999999997
377,42.40000000000033,26.000000000000103,28.70000000000014,17.29999999999998,38.300000000000274,13.29999999999997
378,42.40000000000033,26.000000000000103,28.70000000000014,17.29999999999998,38.400000000000276,13.49999999999997
379,42.500000000000334,26.200000000000106,28.70000000000014,17.29999999999998,38.50000000000028,13.49999999999997
380,42.500000000000334,26.300000000000107,28.800000000000143,17.29999999999998,38.80000000000028,13.59999999999997
381,42.600000000000335,26.50000000000011,28.800000000000143,17.29999999999998,38.90000000000028,13.59999999999997
382,42.70000000000034,26.50000000000011,29.000000000000146,17.29999999999998,39.000000000000284,13.59999999999997
383,42.80000000000034,26.700000000000113,29.000000000000146,17.29999999999998,39.100000000000286,13.59999999999997
384,42.80000000000034,26.700000000000113,29.000000000000146,17.29999999999998,39.20000000000029,13.699999999999969
385,42.80000000000034,26.800000000000114,29.100000000000147,17.29999999999998,39.50000000000029,13.799999999999969
386,42.80000000000034,26.800000000000114,29.100000000000147,17.29999999999998,39.60000000000029,13.899999999999968
387,43.10000000000034,26.900000000000116,29.20000000000015,17.39999999999998,39.60000000000029,13.899999999999968
388,43.10000000000034,26.900000000000116,29.20000000000015,17.39999999999998,39.700000000000294,14.099999999999968
389,43.200000000000344,26.900000000000116,29.20000000000015,17.499999999999982,39.700000000000294,14.099999999999968
390,43.300000000000345,27.10000000000012,29.20000000000015,17.499999999999982,39.800000000000296,14.099999999999968
391,43.300000000000345,27.10000000000012,29.20000000000015,17.499999999999982,39.9000000000003,14.199999999999967
392,43.40000000000035,27.30000000000012,29.20000000000015,17.499999999999982,40.0000000000003,14.199999999999967
393,43.50000000000035,27.500000000000124,29.20000000000015,17.499999999999982,40.1000000000003,14.199999999999967
394,43.50000000000035,27.600000000000126,29.30000000000015,17.499999999999982,40.400000000000304,14.299999999999967
395,43.900000000000354,27.700000000000127,29.40000000000015,17.599999999999984,40.400000000000304,14.299999999999967
396,44.30000000000036,27.80000000000013,29.500000000000153,17.699999999999985,40.400000000000304,14.299999999999967
397,44.30000000000036,27.90000000000013,29.600000000000154,17.699999999999985,40.70000000000031,14.399999999999967
398,44.40000000000036,27.90000000000013,29.600000000000154,17.899999999999988,40.70000000000031,14.399999999999967
399,44.40000000000036,27.90000000000013,29.600000000000154,17.899999999999988,40.80000000000031,14.499999999999966
400,44.80000000000037,28.00000000000013,29.700000000000156,17.99999999999999,40.80000000000031,14.499999999999966
401,44.80000000000037,28.00000000000013,29.700000000000156,17.99999999999999,40.90000000000031,14.599999999999966
402,44.80000000000037,28.100000000000133,29.800000000000157,17.99999999999999,41.200000000000315,14.699999999999966
403,44.80000000000037,28.100000000000133,29.800000000000157,17.99999999999999,41.30000000000032,14.799999999999965
404,44.80000000000037,28.200000000000134,29.90000000000016,17.99999999999999,41.60000000000032,14.899999999999965
405,44.90000000000037,28.200000000000134,29.90000000000016,18.199999999999992,41.60000000000032,14.899999999999965
406,45.00000000000037,28.200000000000134,29.90000000000016,18.399999999999995,41.60000000000032,14.899999999999965
407,45.300000000000374,28.300000000000136,30.00000000000016,18.499999999999996,41.60000000000032,14.899999999999965
408,45.400000000000375,28.300000000000136,30.00000000000016,18.599999999999998,41.60000000000032,14.899999999999965
409,45.50000000000038,28.300000000000136,30.300000000000164,18.599999999999998,41.70000000000032,14.899999999999965
410,45.60000000000038,28.50000000000014,30.300000000000164,18.599999999999998,41.800000000000324,14.899999999999965
411,45.70000000000038,28.70000000000014,30.300000000000164,18.599999999999998,41.900000000000325,14.899999999999965
412,45.70000000000038,28.70000000000014,30.300000000000164,18.599999999999998,42.00000000000033,14.999999999999964
413,45.80000000000038,28.900000000000144,30.300000000000164,18.599999999999998,42.10000000000033,14.999999999999964
414,45.80000000000038,28.900000000000144,30.300000000000164,18.599999999999998,42.20000000000033,15.099999999999964
415,45.90000000000038,29.100000000000147,30.300000000000164,18.599999999999998,42.30000000000033,15.099999999999964
416,46.000000000000384,29.40000000000015,30.300000000000164,18.599999999999998,42.40000000000033,15.099999999999964
417,46.30000000000039,29.500000000000153,30.400000000000166,18.7,42.40000000000033,15.099999999999964
418,46.30000000000039,29.600000000000154,30.500000000000167,18.7,42.80000000000034,15.199999999999964
419,46.40000000000039,29.600000000000154,30.70000000000017,18.7,42.90000000000034,15.199999999999964
420,46.800000000000395,29.700000000000156,30.80000000000017,18.8,42.90000000000034,15.199999999999964
421,46.800000000000395,29.800000000000157,30.900000000000173,18.8,43.200000000000344,15.299999999999963
422,46.800000000000395,29.800000000000157,30.900000000000173,18.8,43.300000000000345,15.399999999999963
423,46.800000000000395,29.90000000000016,31.000000000000174,18.8,43.60000000000035,15.499999999999963
424,46.800000000000395,29.90000000000016,31.000000000000174,18.8,43.70000000000035,15.599999999999962
425,46.800000000000395,30.00000000000016,31.100000000000176,18.8,44.000000000000355,15.699999999999962
426,46.9000000000004,30.200000000000163,31.100000000000176,18.8,44.10000000000036,15.699999999999962
427,47.0000000000004,30.200000000000163,31.30000000000018,18.8,44.20000000000036,15.699999999999962
428,47.0000000000004,30.300000000000164,31.40000000000018,18.8,44.50000000000036,15.799999999999962
429,47.1000000000004,30.500000000000167,31.40000000000018,18.8,44.600000000000364,15.799999999999962
430,47.1000000000004,30.500000000000167,31.40000000000018,18.8,44.700000000000365,15.899999999999961
431,47.1000000000004,30.60000000000017,31.50000000000018,18.8,45.00000000000037,15.999999999999961
432,47.2000000000004,30.60000000000017,31.50000000000018,19.000000000000004,45.00000000000037,15.999999999999961
433,47.2000000000004,30.60000000000017,31.50000000000018,19.000000000000004,45.10000000000037,16.099999999999962
434,47.500000000000405,30.70000000000017,31.600000000000183,19.100000000000005,45.10000000000037,16.099999999999962
435,47.500000000000405,30.70000000000017,31.600000000000183,19.100000000000005,45.20000000000037,16.199999999999964
436,47.600000000000406,30.70000000000017,31.600000000000183,19.300000000000008,45.20000000000037,16.199999999999964
437,47.600000000000406,30.80000000000017,31.700000000000184,19.300000000000008,45.50000000000038,16.299999999999965
438,47.70000000000041,31.100000000000176,31.700000000000184,19.300000000000008,45.60000000000038,16.299999999999965
439,47.70000000000041,31.200000000000177,31.800000000000185,19.300000000000008,45.90000000000038,16.399999999999967
440,47.80000000000041,31.200000000000177,31.800000000000185,19.40000000000001,45.90000000000038,16.399999999999967
441,47.90000000000041,31.200000000000177,31.800000000000185,19.50000000000001,45.90000000000038,16.399999999999967
442,47.90000000000041,31.30000000000018,31.900000000000187,19.50000000000001,46.20000000000039,16.499999999999968
443,48.00000000000041,31.50000000000018,31.900000000000187,19.50000000000001,46.30000000000039,16.499999999999968
444,48.40000000000042,31.600000000000183,32.000000000000185,19.600000000000012,46.30000000000039,16.499999999999968
445,48.50000000000042,31.600000000000183,32.000000000000185,19.800000000000015,46.30000000000039,16.499999999999968
446,48.60000000000042,31.800000000000185,32.000000000000185,19.800000000000015,46.40000000000039,16.499999999999968
447,48.60000000000042,31.900000000000187,32.100000000000186,19.800000000000015,46.700000000000394,16.59999999999997
448,48.900000000000425,32.000000000000185,32.20000000000019,19.900000000000016,46.700000000000394,16.59999999999997
449,49.000000000000426,32.000000000000185,32.50000000000019,19.900000000000016,46.800000000000395,16.59999999999997
450,49.40000000000043,32.100000000000186,32.60000000000019,20.000000000000018,46.800000000000395,16.59999999999997
451,49.50000000000043,32.100000000000186,32.60000000000019,20.10000000000002,46.800000000000395,16.59999999999997
452,49.600000000000435,32.30000000000019,32.60000000000019,20.10000000000002,46.9000000000004,16.59999999999997
453,49.700000000000436,32.30000000000019,32.60000000000019,20.20000000000002,46.9000000000004,16.59999999999997
454,50.00000000000044,32.40000000000019,32.700000000000195,20.300000000000022,46.9000000000004,16.59999999999997
455,50.10000000000044,32.700000000000195,32.700000000000195,20.300000000000022,47.0000000000004,16.59999999999997
456,50.10000000000044,32.800000000000196,32.800000000000196,20.300000000000022,47.3000000000004,16.69999999999997
457,50.10000000000044,32.9000000000002,32.9000000000002,20.300000000000022,47.70000000000041,16.799999999999972
458,50.10000000000044,33.0000000000002,33.0000000000002,20.300000000000022,48.10000000000041,16.899999999999974
459,50.10000000000044,33.1000000000002,33.1000000000002,20.300000000000022,48.50000000000042,16.999999999999975
460,50.400000000000446,33.2000000000002,33.2000000000002,20.400000000000023,48.50000000000042,16.999999999999975
461,50.400000000000446,33.2000000000002,33.2000000000002,20.400000000000023,48.60000000000042,17.099999999999977
462,50.50000000000045,33.2000000000002,33.400000000000205,20.400000000000023,48.70000000000042,17.099999999999977
463,50.50000000000045,33.3000000000002,33.500000000000206,20.400000000000023,49.000000000000426,17.199999999999978
464,50.50000000000045,33.400000000000205,33.60000000000021,20.400000000000023,49.30000000000043,17.29999999999998
465,50.60000000000045,33.400000000000205,33.60000000000021,20.500000000000025,49.30000000000043,17.29999999999998
466,50.70000000000045,33.400000000000205,33.60000000000021,20.600000000000026,49.30000000000043,17.29999999999998
467,50.80000000000045,33.60000000000021,33.60000000000021,20.600000000000026,49.40000000000043,17.29999999999998
468,50.90000000000045,33.60000000000021,33.80000000000021,20.600000000000026,49.50000000000043,17.29999999999998
469,50.90000000000045,33.70000000000021,33.90000000000021,20.600000000000026,49.90000000000044,17.39999999999998
470,51.000000000000455,33.70000000000021,34.100000000000215,20.600000000000026,50.00000000000044,17.39999999999998
471,51.000000000000455,33.70000000000021,34.100000000000215,20.600000000000026,50.10000000000044,17.499999999999982
472,51.30000000000046,33.80000000000021,34.200000000000216,20.700000000000028,50.10000000000044,17.499999999999982
473,51.30000000000046,33.80000000000021,34.200000000000216,20.700000000000028,50.20000000000044,17.599999999999984
474,51.700000000000465,33.90000000000021,34.30000000000022,20.80000000000003,50.20000000000044,17.599999999999984
475,51.800000000000466,34.100000000000215,34.30000000000022,20.80000000000003,50.300000000000445,17.599999999999984
476,51.800000000000466,34.100000000000215,34.30000000000022,20.80000000000003,50.400000000000446,17.699999999999985
477,51.90000000000047,34.100000000000215,34.30000000000022,21.000000000000032,50.400000000000446,17.699999999999985
478,51.90000000000047,34.200000000000216,34.40000000000022,21.000000000000032,50.70000000000045,17.799999999999986
479,52.00000000000047,34.200000000000216,34.60000000000022,21.000000000000032,50.80000000000045,17.799999999999986
480,52.10000000000047,34.200000000000216,34.60000000000022,21.100000000000033,50.80000000000045,17.799999999999986
481,52.10000000000047,34.30000000000022,34.70000000000022,21.100000000000033,51.100000000000456,17.899999999999988
482,52.20000000000047,34.50000000000022,34.70000000000022,21.100000000000033,51.20000000000046,17.899999999999988
483,52.30000000000047,34.70000000000022,34.70000000000022,21.100000000000033,51.30000000000046,17.899999999999988
484,52.400000000000475,34.900000000000226,34.70000000000022,21.100000000000033,51.40000000000046,17.899999999999988
485,52.500000000000476,35.10000000000023,34.70000000000022,21.100000000000033,51.50000000000046,17.899999999999988
486,52.500000000000476,35.20000000000023,34.800000000000225,21.100000000000033,51.800000000000466,17.99999999999999
487,52.60000000000048,35.20000000000023,34.800000000000225,21.200000000000035,51.800000000000466,17.99999999999999
488,52.60000000000048,35.30000000000023,34.900000000000226,21.200000000000035,52.10000000000047,18.09999999999999
489,52.70000000000048,35.30000000000023,35.20000000000023,21.200000000000035,52.20000000000047,18.09999999999999
490,52.70000000000048,35.30000000000023,35.20000000000023,21.200000000000035,52.30000000000047,18.199999999999992
491,52.70000000000048,35.40000000000023,35.30000000000023,21.200000000000035,52.60000000000048,18.299999999999994
492,52.80000000000048,35.40000000000023,35.500000000000234,21.200000000000035,52.70000000000048,18.299999999999994
493,52.90000000000048,35.40000000000023,35.70000000000024,21.200000000000035,52.80000000000048,18.299999999999994
494,53.00000000000048,35.600000000000236,35.70000000000024,21.200000000000035,52.90000000000048,18.299999999999994
495,53.100000000000485,35.600000000000236,35.90000000000024,21.200000000000035,53.00000000000048,18.299999999999994
496,53.40000000000049,35.70000000000024,36.00000000000024,21.300000000000036,53.00000000000048,18.299999999999994
497,53.40000000000049,35.70000000000024,36.00000000000024,21.300000000000036,53.100000000000485,18.499999999999996
498,53.70000000000049,35.80000000000024,36.10000000000024,21.400000000000038,53.100000000000485,18.499999999999996
499,53.800000000000495,36.00000000000024,36.10000000000024,21.400000000000038,53.200000000000486,18.499999999999996
500,54.1000000000005,36.10000000000024,36.200000000000244,21.50000000000004,53.200000000000486,18.499999999999996
501,54.1000000000005,36.10000000000024,36.200000000000244,21.50000000000004,53.30000000000049,18.599999999999998
502,54.4000000000005,36.200000000000244,36.300000000000246,21.60000000000004,53.30000000000049,18.599999999999998
503,54.500000000000504,36.40000000000025,36.300000000000246,21.60000000000004,53.40000000000049,18.599999999999998
504,54.600000000000506,36.70000000000025,36.300000000000246,21.60000000000004,53.50000000000049,18.599999999999998
505,54.70000000000051,37.000000000000256,36.300000000000246,21.60000000000004,53.60000000000049,18.599999999999998
506,54.70000000000051,37.10000000000026,36.40000000000025,21.60000000000004,53.900000000000496,18.7
507,54.70000000000051,37.10000000000026,36.40000000000025,21.60000000000004,54.0000000000005,18.8
508,54.80000000000051,37.10000000000026,36.60000000000025,21.60000000000004,54.1000000000005,18.8
509,54.90000000000051,37.30000000000026,36.60000000000025,21.60000000000004,54.2000000000005,18.8
510,54.90000000000051,37.30000000000026,36.60000000000025,21.60000000000004,54.3000000000005,18.900000000000002
511,55.00000000000051,37.30000000000026,36.60000000000025,21.800000000000043,54.3000000000005,18.900000000000002
512,55.10000000000051,37.50000000000026,36.60000000000025,21.800000000000043,54.4000000000005,18.900000000000002
513,55.40000000000052,37.600000000000264,36.70000000000025,21.900000000000045,54.4000000000005,18.900000000000002
514,55.50000000000052,37.600000000000264,37.000000000000256,21.900000000000045,54.500000000000504,18.900000000000002
515,55.60000000000052,37.80000000000027,37.000000000000256,21.900000000000045,54.600000000000506,18.900000000000002
516,56.000000000000526,37.90000000000027,37.10000000000026,22.000000000000046,54.600000000000506,18.900000000000002
517,56.10000000000053,38.10000000000027,37.10000000000026,22.000000000000046,54.70000000000051,18.900000000000002
518,56.10000000000053,38.20000000000027,37.20000000000026,22.000000000000046,55.00000000000051,19.000000000000004
519,56.20000000000053,38.400000000000276,37.20000000000026,22.000000000000046,55.10000000000051,19.000000000000004
520,56.30000000000053,38.400000000000276,37.40000000000026,22.000000000000046,55.200000000000514,19.000000000000004
521,56.600000000000534,38.50000000000028,37.50000000000026,22.100000000000048,55.200000000000514,19.000000000000004
522,56.600000000000534,38.60000000000028,37.600000000000264,22.100000000000048,55.60000000000052,19.100000000000005
523,56.600000000000534,38.60000000000028,37.600000000000264,22.100000000000048,55.70000000000052,19.300000000000008
524,56.600000000000534,38.70000000000028,37.700000000000266,22.100000000000048,56.000000000000526,19.40000000000001
525,56.600000000000534,38.70000000000028,37.700000000000266,22.100000000000048,56.10000000000053,19.50000000000001
526,56.700000000000536,38.70000000000028,37.700000000000266,22.20000000000005,56.10000000000053,19.50000000000001
527,56.80000000000054,38.70000000000028,37.700000000000266,22.30000000000005,56.10000000000053,19.50000000000001
528,56.90000000000054,38.70000000000028,38.00000000000027,22.30000000000005,56.20000000000053,19.50000000000001
529,57.00000000000054,38.90000000000028,38.00000000000027,22.30000000000005,56.30000000000053,19.50000000000001
530,57.10000000000054,38.90000000000028,38.00000000000027,22.500000000000053,56.30000000000053,19.50000000000001
531,57.50000000000055,39.000000000000284,38.10000000000027,22.600000000000055,56.30000000000053,19.50000000000001
532,57.80000000000055,39.100000000000286,38.20000000000027,22.700000000000056,56.30000000000053,19.50000000000001
533,58.100000000000556,39.20000000000029,38.300000000000274,22.800000000000058,56.30000000000053,19.50000000000001
534,58.100000000000556,39.20000000000029,38.300000000000274,22.800000000000058,56.40000000000053,19.600000000000012
535,58.100000000000556,39.20000000000029,38.300000000000274,22.800000000000058,56.50000000000053,19.800000000000015
536,58.100000000000556,39.20000000000029,38.300000000000274,22.800000000000058,56.600000000000534,19.900000000000016
537,58.50000000000056,39.30000000000029,38.400000000000276,22.90000000000006,56.600000000000534,19.900000000000016
538,58.60000000000056,39.30000000000029,38.60000000000028,22.90000000000006,56.700000000000536,19.900000000000016
539,58.60000000000056,39.40000000000029,38.70000000000028,22.90000000000006,57.00000000000054,20.000000000000018
540,58.90000000000057,39.50000000000029,38.80000000000028,23.00000000000006,57.00000000000054,20.000000000000018
541,58.90000000000057,39.60000000000029,38.90000000000028,23.00000000000006,57.300000000000544,20.10000000000002
542,58.90000000000057,39.60000000000029,38.90000000000028,23.00000000000006,57.400000000000546,20.300000000000022
543,58.90000000000057,39.700000000000294,39.000000000000284,23.00000000000006,57.70000000000055,20.400000000000023
544,59.00000000000057,39.700000000000294,39.000000000000284,23.100000000000062,57.70000000000055,20.400000000000023
545,59.400000000000574,39.800000000000296,39.100000000000286,23.200000000000063,57.70000000000055,20.400000000000023
546,59.400000000000574,39.9000000000003,39.20000000000029,23.200000000000063,58.000000000000554,20.500000000000025
547,59.400000000000574,40.0000000000003,39.30000000000029,23.200000000000063,58.30000000000056,20.600000000000026
548,59.400000000000574,40.1000000000003,39.40000000000029,23.200000000000063,58.60000000000056,20.700000000000028
549,59.70000000000058,40.2000000000003,39.50000000000029,23.300000000000065,58.60000000000056,20.700000000000028
550,59.70000000000058,40.2000000000003,39.50000000000029,23.300000000000065,58.700000000000564,20.80000000000003
551,59.80000000000058,40.2000000000003,39.50000000000029,23.500000000000068,58.700000000000564,20.80000000000003
