Line,le_1,i_1,null_1,null_2,SHIP_1,SHIP_2,lo_1,l_1,e_1,o_1,o_2,null_3,null_4,BOOK_1,BOOK_2,una_1,a_1,null_5,null_6,BALL_1,BALL_2,la_1,a_2,un_1,null_7,null_8,ANCHOR_1,ANCHOR_2,li_1,i_2,null_9,null_10,TOMATO_1,TOMATO_2,POTATO_1,POTATO_2,e_2,null_11,SHIP_3,e_3,null_12,null_13,ANCHOR_3,uno_1,CASTLE_1,CASTLE_2,null_14,KEY_1,KEY_2,null_15,SHELF_1,SHELF_2,MOUSE_1,MOUSE_2,SHELF_3,CASTLE_3,MOUSE_3,FROG_1,FROG_2,POTATO_3,null_16,null_17,null_18,FROG_3,FLOWER_1,FLOWER_2,BALL_3,KEY_3,null_19,null_20,BOOK_3,null_21,null_22,null_23,null_24,TOMATO_3,FLOWER_3,null_25,null_26,null_27,null_28,null_29,null_30
107,9.700000000000001,10.2,10.0,10.2,10.1,9.8,9.500000000000002,36.800000000000274,16.69999999999999,19.900000000000034,9.500000000000002,10.0,10.2,9.8,10.1,10.0,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.700000000000045,19.00000000000002,9.300000000000002,9.9,9.8,9.9,10.0,17.6,9.600000000000001,10.399999999999999,9.8,10.0,9.9,10.1,8.000000000000007,9.700000000000001,9.9,8.800000000000004,9.500000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.1,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.700000000000001,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.9,10.0,10.399999999999999,10.299999999999999,10.1,10.1,,
108,9.700000000000001,10.2,10.0,10.2,10.1,9.8,9.500000000000002,36.900000000000276,16.69999999999999,20.000000000000036,9.400000000000002,10.0,10.2,9.8,10.1,10.0,9.300000000000002,10.0,10.0,9.8,10.1,9.9,20.700000000000045,19.100000000000023,9.300000000000002,9.9,9.8,9.9,10.0,17.6,9.600000000000001,10.399999999999999,9.8,10.0,9.9,10.1,8.000000000000007,9.700000000000001,9.9,8.800000000000004,9.500000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.1,10.0,10.0,10.0,9.8,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.700000000000001,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.9,9.9,10.399999999999999,10.299999999999999,10.1,10.1,,
109,9.700000000000001,10.2,10.0,10.2,10.1,9.8,9.500000000000002,37.00000000000028,16.69999999999999,20.100000000000037,9.400000000000002,10.0,10.2,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.8,10.1,9.9,20.700000000000045,19.300000000000026,9.300000000000002,9.9,9.8,9.9,10.0,17.6,9.600000000000001,10.299999999999999,9.8,10.0,9.9,10.1,8.000000000000007,9.700000000000001,9.9,8.800000000000004,9.500000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.1,10.0,10.0,10.0,9.700000000000001,9.9,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.700000000000001,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.9,9.9,10.399999999999999,10.299999999999999,10.1,10.1,,
110,9.700000000000001,10.2,10.0,10.2,10.1,9.8,9.500000000000002,37.10000000000028,16.69999999999999,20.20000000000004,9.400000000000002,10.0,10.2,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.8,10.1,9.9,20.600000000000044,19.400000000000027,9.300000000000002,9.9,9.8,9.9,10.0,17.6,9.600000000000001,10.299999999999999,9.8,10.0,9.9,10.1,7.9000000000000075,9.700000000000001,9.9,8.800000000000004,9.400000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.1,10.0,10.0,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.700000000000001,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.9,9.9,10.399999999999999,10.299999999999999,10.1,10.1,,
111,9.700000000000001,10.2,10.0,10.2,10.1,9.8,9.500000000000002,37.20000000000028,16.69999999999999,20.100000000000037,9.400000000000002,9.9,10.2,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.9,20.700000000000045,19.50000000000003,9.300000000000002,9.9,9.8,9.9,10.0,17.6,9.600000000000001,10.299999999999999,9.8,10.0,9.9,10.1,7.800000000000008,9.700000000000001,9.9,8.800000000000004,9.400000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.8,10.1,10.0,10.0,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.700000000000001,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.9,9.9,10.399999999999999,10.299999999999999,10.1,10.1,,
112,9.700000000000001,10.1,10.0,10.2,10.1,9.8,9.500000000000002,37.40000000000028,16.89999999999999,20.20000000000004,9.400000000000002,9.9,10.2,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.9,20.800000000000047,19.50000000000003,9.300000000000002,9.8,9.8,9.9,10.0,17.6,9.600000000000001,10.299999999999999,9.8,10.0,9.9,10.1,7.800000000000008,9.700000000000001,9.9,8.800000000000004,9.400000000000002,10.2,9.8,10.0,10.0,9.9,9.500000000000002,9.600000000000001,9.700000000000001,10.1,10.0,10.0,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.700000000000001,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.9,9.9,10.399999999999999,10.299999999999999,10.1,10.1,,
113,9.700000000000001,10.1,10.0,10.2,10.1,9.8,9.500000000000002,37.80000000000029,16.999999999999993,20.500000000000043,9.300000000000002,9.9,10.2,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.8,20.800000000000047,19.60000000000003,9.300000000000002,9.8,9.8,9.9,10.0,17.700000000000003,9.600000000000001,10.299999999999999,9.8,10.0,9.9,10.1,7.800000000000008,9.700000000000001,9.9,8.800000000000004,9.400000000000002,10.2,9.8,10.0,10.0,9.9,9.400000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.299999999999999,10.599999999999998,10.799999999999997,10.0,9.8,9.600000000000001,9.8,9.700000000000001,9.9,10.2,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.9,9.9,10.399999999999999,10.299999999999999,10.1,10.1,,
114,9.700000000000001,10.1,10.0,10.2,10.1,9.8,9.500000000000002,37.90000000000029,16.999999999999993,20.500000000000043,9.300000000000002,9.9,10.2,9.8,10.1,9.9,9.300000000000002,10.0,10.0,9.700000000000001,10.1,9.8,21.00000000000005,19.900000000000034,9.500000000000002,9.9,9.8,9.9,10.0,17.700000000000003,9.600000000000001,10.299999999999999,9.8,10.0,9.9,10.2,7.800000000000008,9.8,9.9,8.800000000000004,9.400000000000002,10.2,9.8,10.0,10.0,9.9,9.400000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.600000000000001,9.8,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.9,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
115,9.700000000000001,10.1,10.0,10.2,10.1,9.8,9.500000000000002,38.300000000000296,17.099999999999994,20.800000000000047,9.300000000000002,9.9,10.2,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.00000000000005,20.000000000000036,9.500000000000002,9.9,9.8,9.9,10.0,17.800000000000004,9.600000000000001,10.2,9.8,10.0,9.9,10.2,7.800000000000008,9.8,9.9,8.800000000000004,9.400000000000002,10.2,9.8,10.0,10.0,9.9,9.400000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.600000000000001,9.8,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.8,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
116,9.700000000000001,10.0,10.0,10.2,10.1,9.8,9.500000000000002,38.5000000000003,17.199999999999996,20.90000000000005,9.300000000000002,9.9,10.2,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.10000000000005,20.000000000000036,9.500000000000002,9.9,9.8,9.9,10.0,17.800000000000004,9.600000000000001,10.2,9.8,10.0,9.9,10.2,7.800000000000008,9.8,9.9,8.800000000000004,9.400000000000002,10.2,9.8,10.0,10.0,9.9,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.600000000000001,9.700000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.8,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
117,9.700000000000001,9.9,10.0,10.2,10.1,9.8,9.500000000000002,38.7000000000003,17.199999999999996,21.00000000000005,9.300000000000002,9.9,10.1,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.200000000000053,20.000000000000036,9.500000000000002,9.9,9.8,9.9,10.0,18.000000000000007,9.600000000000001,10.2,9.8,10.0,9.9,10.2,7.800000000000008,9.8,9.9,8.800000000000004,9.400000000000002,10.2,9.8,10.0,9.9,9.9,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.600000000000001,9.700000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.8,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
118,9.700000000000001,9.8,10.0,10.2,10.1,9.8,9.500000000000002,38.900000000000304,17.099999999999994,21.10000000000005,9.300000000000002,9.9,10.1,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.300000000000054,20.000000000000036,9.500000000000002,9.9,9.8,9.9,10.0,18.20000000000001,9.600000000000001,10.2,9.8,10.0,9.9,10.2,7.800000000000008,9.8,9.9,8.800000000000004,9.300000000000002,10.2,9.8,10.0,9.9,9.8,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.600000000000001,9.700000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.199999999999996,10.999999999999996,10.399999999999999,9.8,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
119,9.700000000000001,9.8,10.0,10.2,10.1,9.8,9.500000000000002,39.000000000000306,17.099999999999994,21.300000000000054,9.400000000000002,9.9,10.299999999999999,9.8,10.1,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.300000000000054,20.30000000000004,9.500000000000002,9.9,9.8,9.9,10.0,18.20000000000001,9.600000000000001,10.2,9.8,10.1,9.9,10.2,7.800000000000008,9.8,9.9,8.800000000000004,9.300000000000002,10.2,9.8,10.0,9.9,9.8,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.600000000000001,9.700000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.8,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
120,9.700000000000001,9.8,10.0,10.2,10.1,9.8,9.500000000000002,39.10000000000031,17.099999999999994,21.400000000000055,9.300000000000002,9.9,10.299999999999999,9.8,10.0,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.200000000000053,20.40000000000004,9.400000000000002,9.9,9.8,9.9,10.0,18.20000000000001,9.600000000000001,10.2,9.8,10.1,9.9,10.2,7.800000000000008,9.8,9.9,8.800000000000004,9.300000000000002,10.2,9.8,10.0,9.9,9.8,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,10.0,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.600000000000001,9.700000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.8,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
121,9.700000000000001,9.700000000000001,10.0,10.2,10.1,9.8,9.500000000000002,39.30000000000031,17.099999999999994,21.500000000000057,9.300000000000002,9.9,10.299999999999999,9.8,10.0,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.300000000000054,20.40000000000004,9.400000000000002,9.9,9.8,9.9,10.0,18.400000000000013,9.600000000000001,10.2,9.8,10.1,9.9,10.2,7.800000000000008,9.8,9.9,8.800000000000004,9.300000000000002,10.2,9.8,10.0,9.9,9.8,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.600000000000001,9.700000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.8,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
122,9.700000000000001,9.700000000000001,10.0,10.2,10.1,9.8,9.500000000000002,39.600000000000314,17.199999999999996,21.80000000000006,9.200000000000003,9.9,10.299999999999999,9.8,10.0,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.200000000000053,20.500000000000043,9.300000000000002,9.9,9.8,9.9,10.0,18.500000000000014,9.600000000000001,10.2,9.8,10.1,9.9,10.2,7.800000000000008,9.8,9.9,8.800000000000004,9.300000000000002,10.2,9.8,10.0,9.9,9.8,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.600000000000001,9.700000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
123,9.700000000000001,9.700000000000001,10.0,10.2,10.1,9.8,9.500000000000002,39.90000000000032,17.299999999999997,22.100000000000065,9.200000000000003,9.9,10.299999999999999,9.8,10.0,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.200000000000053,20.600000000000044,9.300000000000002,9.9,9.8,9.9,10.0,18.600000000000016,9.600000000000001,10.2,9.8,10.1,9.9,10.2,7.700000000000008,9.8,9.9,8.800000000000004,9.300000000000002,10.2,9.8,10.0,9.9,9.8,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.500000000000002,9.700000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
124,9.700000000000001,9.700000000000001,10.0,10.2,10.1,9.8,9.500000000000002,40.00000000000032,17.299999999999997,22.100000000000065,9.100000000000003,9.9,10.299999999999999,9.8,10.0,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.300000000000054,20.700000000000045,9.300000000000002,9.9,9.8,9.9,10.0,18.600000000000016,9.600000000000001,10.2,9.8,10.1,9.9,10.2,7.700000000000008,9.8,9.9,8.800000000000004,9.300000000000002,10.2,9.8,10.0,9.9,9.8,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
125,9.700000000000001,9.600000000000001,10.0,10.2,10.1,9.8,9.500000000000002,40.20000000000032,17.5,22.200000000000067,9.100000000000003,9.9,10.299999999999999,9.8,10.0,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.400000000000055,20.700000000000045,9.300000000000002,9.9,9.8,9.9,10.0,18.500000000000014,9.600000000000001,10.1,9.8,10.1,9.9,10.2,7.700000000000008,9.8,9.9,8.800000000000004,9.300000000000002,10.2,9.700000000000001,10.0,9.9,9.8,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
126,9.700000000000001,9.600000000000001,10.0,10.2,10.1,9.8,9.500000000000002,40.400000000000325,17.700000000000003,22.300000000000068,9.100000000000003,9.9,10.299999999999999,9.8,10.0,9.9,9.200000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.500000000000057,20.700000000000045,9.300000000000002,9.9,9.700000000000001,9.9,10.0,18.500000000000014,9.600000000000001,10.1,9.8,10.1,9.9,10.2,7.700000000000008,9.8,9.9,8.700000000000005,9.300000000000002,10.2,9.700000000000001,10.0,9.9,9.8,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
127,9.700000000000001,9.600000000000001,10.0,10.2,10.1,9.8,9.500000000000002,40.50000000000033,17.700000000000003,22.40000000000007,9.100000000000003,9.9,10.299999999999999,9.8,10.0,9.8,9.100000000000003,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.500000000000057,20.90000000000005,9.300000000000002,9.9,9.700000000000001,9.9,10.0,18.500000000000014,9.600000000000001,10.1,9.8,10.1,9.9,10.2,7.700000000000008,9.8,9.9,8.700000000000005,9.300000000000002,10.1,9.700000000000001,10.0,9.9,9.700000000000001,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.8,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
128,9.700000000000001,9.600000000000001,10.0,10.2,10.1,9.8,9.500000000000002,40.60000000000033,17.700000000000003,22.50000000000007,9.100000000000003,9.9,10.299999999999999,9.8,10.0,9.700000000000001,9.000000000000004,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.500000000000057,21.10000000000005,9.300000000000002,9.8,9.700000000000001,9.9,10.0,18.500000000000014,9.600000000000001,10.1,9.8,10.1,9.9,10.2,7.700000000000008,9.8,9.9,8.700000000000005,9.300000000000002,10.1,9.700000000000001,10.0,9.9,9.700000000000001,9.300000000000002,9.600000000000001,9.700000000000001,10.1,10.0,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.700000000000001,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
129,9.700000000000001,9.600000000000001,10.0,10.2,10.1,9.8,9.500000000000002,40.80000000000033,17.700000000000003,22.600000000000072,9.100000000000003,9.9,10.299999999999999,9.8,10.0,9.700000000000001,9.000000000000004,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.60000000000006,21.10000000000005,9.300000000000002,9.8,9.700000000000001,9.9,10.0,18.700000000000017,9.600000000000001,10.1,9.8,10.1,9.9,10.2,7.700000000000008,9.700000000000001,9.9,8.600000000000005,9.300000000000002,10.1,9.700000000000001,10.0,9.9,9.700000000000001,9.300000000000002,9.600000000000001,9.700000000000001,10.1,9.9,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.1,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.700000000000001,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
130,9.700000000000001,9.600000000000001,10.0,10.2,10.1,9.8,9.500000000000002,41.100000000000335,17.800000000000004,22.600000000000072,9.100000000000003,9.9,10.299999999999999,9.8,10.0,9.700000000000001,8.900000000000004,10.0,10.0,9.700000000000001,10.1,9.700000000000001,21.900000000000063,21.200000000000053,9.300000000000002,9.8,9.700000000000001,9.9,10.0,18.80000000000002,9.600000000000001,10.1,9.8,10.1,9.9,10.2,7.700000000000008,9.700000000000001,9.9,8.600000000000005,9.300000000000002,10.1,9.700000000000001,10.0,9.9,9.700000000000001,9.200000000000003,9.600000000000001,9.700000000000001,10.1,9.9,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,10.0,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.700000000000001,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
131,9.700000000000001,9.500000000000002,10.0,10.2,10.1,9.8,9.500000000000002,41.30000000000034,17.900000000000006,22.700000000000074,9.100000000000003,9.9,10.299999999999999,9.8,10.0,9.700000000000001,8.900000000000004,10.0,10.0,9.700000000000001,10.1,9.700000000000001,22.000000000000064,21.200000000000053,9.300000000000002,9.8,9.700000000000001,9.9,10.0,18.80000000000002,9.600000000000001,10.1,9.8,10.1,9.9,10.2,7.700000000000008,9.700000000000001,9.9,8.600000000000005,9.200000000000003,10.1,9.700000000000001,10.0,9.9,9.700000000000001,9.200000000000003,9.600000000000001,9.700000000000001,10.1,9.9,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,9.9,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.700000000000001,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.9,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
132,9.700000000000001,9.500000000000002,10.0,10.2,10.1,9.8,9.500000000000002,41.40000000000034,17.900000000000006,22.800000000000075,9.000000000000004,9.9,10.299999999999999,9.8,10.0,9.700000000000001,8.900000000000004,10.0,10.0,9.700000000000001,10.1,9.700000000000001,22.000000000000064,21.300000000000054,9.300000000000002,9.8,9.700000000000001,9.9,10.0,18.80000000000002,9.600000000000001,10.0,9.8,10.1,9.9,10.2,7.700000000000008,9.700000000000001,9.9,8.600000000000005,9.200000000000003,10.1,9.700000000000001,10.0,9.9,9.700000000000001,9.200000000000003,9.600000000000001,9.700000000000001,10.1,9.9,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,9.9,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.700000000000001,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.8,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
133,9.700000000000001,9.400000000000002,10.0,10.2,10.1,9.700000000000001,9.500000000000002,41.700000000000344,18.10000000000001,22.900000000000077,9.000000000000004,9.9,10.2,9.8,10.0,9.700000000000001,8.900000000000004,10.0,10.0,9.700000000000001,10.1,9.700000000000001,22.100000000000065,21.300000000000054,9.300000000000002,9.8,9.700000000000001,9.9,9.9,18.80000000000002,9.600000000000001,10.0,9.8,10.1,9.9,10.2,7.700000000000008,9.700000000000001,9.9,8.600000000000005,9.200000000000003,10.1,9.700000000000001,10.0,9.9,9.700000000000001,9.200000000000003,9.600000000000001,9.700000000000001,10.1,9.9,9.9,9.9,9.700000000000001,9.8,10.0,9.700000000000001,9.700000000000001,9.9,9.700000000000001,10.499999999999998,10.699999999999998,10.899999999999997,10.0,9.700000000000001,9.500000000000002,9.600000000000001,9.700000000000001,10.0,10.299999999999999,9.8,10.499999999999998,11.399999999999995,10.999999999999996,10.599999999999998,9.700000000000001,9.9,10.399999999999999,10.299999999999999,10.2,10.2,10.1,10.1
