Line,set(),{'le_1'},{'e_1'},{'o_1'},{'una_1'},{'a_2'},{'i_2'},"{'a_2', 'e_1'}","{'i_2', 'o_1'}"
61,10.399999999999999,0,15.79999999999998,12.099999999999993,0,13.699999999999987,11.499999999999995,10.999999999999996,10.699999999999998
62,10.399999999999999,0,15.899999999999979,12.099999999999993,0,14.199999999999985,11.499999999999995,11.199999999999996,10.699999999999998
63,10.399999999999999,0,15.899999999999979,12.199999999999992,0,14.199999999999985,11.499999999999995,11.199999999999996,10.699999999999998
64,10.399999999999999,0,15.899999999999979,12.199999999999992,0,14.399999999999984,11.499999999999995,11.199999999999996,10.699999999999998
65,10.399999999999999,0,15.899999999999979,12.299999999999992,0,14.399999999999984,11.499999999999995,11.199999999999996,11.199999999999996
66,10.399999999999999,0,16.499999999999986,12.299999999999992,0,14.399999999999984,11.499999999999995,11.399999999999995,11.199999999999996
67,10.399999999999999,0,16.599999999999987,12.299999999999992,0,14.599999999999984,11.499999999999995,11.399999999999995,11.199999999999996
68,10.399999999999999,0,16.599999999999987,12.299999999999992,0,14.599999999999984,11.599999999999994,11.399999999999995,11.199999999999996
69,10.399999999999999,0,16.69999999999999,12.299999999999992,0,14.799999999999983,11.599999999999994,11.399999999999995,11.199999999999996
70,10.399999999999999,0,16.999999999999993,12.299999999999992,0,14.799999999999983,11.599999999999994,11.399999999999995,11.199999999999996
71,10.399999999999999,0,16.999999999999993,12.299999999999992,0,14.999999999999982,11.599999999999994,11.399999999999995,11.199999999999996
72,10.399999999999999,0,17.099999999999994,12.299999999999992,0,15.199999999999982,11.599999999999994,11.399999999999995,11.199999999999996
73,10.399999999999999,0,17.199999999999996,12.299999999999992,0,15.39999999999998,11.599999999999994,11.399999999999995,11.199999999999996
74,10.399999999999999,0,17.299999999999997,12.399999999999991,0,15.39999999999998,11.599999999999994,11.399999999999995,11.199999999999996
75,10.399999999999999,0,17.299999999999997,12.79999999999999,0,15.39999999999998,11.599999999999994,11.399999999999995,11.399999999999995
76,10.399999999999999,0,17.299999999999997,12.79999999999999,0,15.59999999999998,11.599999999999994,11.399999999999995,11.399999999999995
77,10.399999999999999,0,17.299999999999997,12.79999999999999,0,15.79999999999998,11.599999999999994,11.399999999999995,11.399999999999995
78,10.399999999999999,0,17.4,13.199999999999989,0,15.79999999999998,11.599999999999994,11.399999999999995,11.599999999999994
79,10.399999999999999,0,17.5,13.199999999999989,0,15.999999999999979,11.599999999999994,11.399999999999995,11.599999999999994
80,10.399999999999999,0,17.5,13.199999999999989,0,16.19999999999998,11.599999999999994,11.399999999999995,11.599999999999994
81,10.399999999999999,0,17.6,13.199999999999989,0,16.399999999999984,11.599999999999994,11.399999999999995,11.599999999999994
82,10.399999999999999,0,17.700000000000003,13.299999999999988,0,16.399999999999984,11.599999999999994,11.399999999999995,11.599999999999994
83,10.399999999999999,0,17.800000000000004,13.299999999999988,0,16.599999999999987,11.599999999999994,11.399999999999995,11.599999999999994
84,10.399999999999999,0,17.900000000000006,13.299999999999988,0,16.79999999999999,11.599999999999994,11.399999999999995,11.599999999999994
85,10.399999999999999,0,18.000000000000007,13.399999999999988,0,16.79999999999999,11.599999999999994,11.399999999999995,11.599999999999994
86,10.399999999999999,0,18.10000000000001,13.399999999999988,0,16.999999999999993,11.599999999999994,11.399999999999995,11.599999999999994
87,10.399999999999999,0,18.20000000000001,13.399999999999988,0,17.199999999999996,11.599999999999994,11.899999999999993,11.599999999999994
88,10.399999999999999,0,18.30000000000001,13.499999999999988,0,17.199999999999996,11.599999999999994,11.899999999999993,11.599999999999994
89,10.399999999999999,0,18.400000000000013,13.599999999999987,0,17.199999999999996,11.599999999999994,11.899999999999993,11.599999999999994
90,10.399999999999999,0,18.400000000000013,13.599999999999987,0,17.199999999999996,11.699999999999994,11.899999999999993,11.599999999999994
91,10.399999999999999,0,18.400000000000013,13.699999999999987,0,17.199999999999996,11.699999999999994,11.899999999999993,11.599999999999994
92,10.399999999999999,0,18.400000000000013,13.699999999999987,0,17.4,11.699999999999994,11.899999999999993,11.599999999999994
93,10.399999999999999,0,18.400000000000013,13.699999999999987,0,17.4,11.799999999999994,11.899999999999993,11.599999999999994
94,10.399999999999999,0,18.700000000000017,13.699999999999987,0,17.4,11.799999999999994,11.899999999999993,11.599999999999994
95,10.399999999999999,0,18.700000000000017,13.799999999999986,0,17.4,11.799999999999994,11.899999999999993,11.599999999999994
96,10.399999999999999,0,18.700000000000017,13.899999999999986,0,17.4,11.799999999999994,11.899999999999993,12.099999999999993
97,10.399999999999999,0,18.80000000000002,13.899999999999986,0,17.6,11.799999999999994,11.899999999999993,12.099999999999993
98,10.399999999999999,0,18.80000000000002,13.899999999999986,0,17.6,12.199999999999992,11.899999999999993,12.299999999999992
99,10.399999999999999,0,18.90000000000002,14.299999999999985,0,17.6,12.199999999999992,11.899999999999993,12.499999999999991
100,10.399999999999999,0,18.90000000000002,14.299999999999985,0,17.6,12.299999999999992,11.899999999999993,12.499999999999991
101,10.399999999999999,0,18.90000000000002,14.299999999999985,0,17.800000000000004,12.299999999999992,11.899999999999993,12.499999999999991
102,10.399999999999999,0,18.90000000000002,14.299999999999985,0,17.800000000000004,12.399999999999991,11.899999999999993,12.499999999999991
103,10.399999999999999,0,18.90000000000002,14.299999999999985,0,18.000000000000007,12.399999999999991,11.899999999999993,12.499999999999991
104,10.399999999999999,0,18.90000000000002,14.399999999999984,0,18.000000000000007,12.399999999999991,11.899999999999993,12.499999999999991
105,10.399999999999999,0,19.00000000000002,14.499999999999984,0,18.000000000000007,12.399999999999991,11.899999999999993,12.499999999999991
106,10.399999999999999,0,19.00000000000002,14.499999999999984,0,18.000000000000007,12.499999999999991,11.899999999999993,12.499999999999991
107,10.399999999999999,0,19.00000000000002,14.499999999999984,0,18.20000000000001,12.499999999999991,11.899999999999993,12.499999999999991
108,10.399999999999999,0,19.00000000000002,14.599999999999984,0,18.20000000000001,12.499999999999991,11.899999999999993,12.499999999999991
109,10.399999999999999,0,19.00000000000002,14.699999999999983,0,18.20000000000001,12.499999999999991,11.899999999999993,12.499999999999991
110,10.399999999999999,0,19.00000000000002,14.799999999999983,0,18.20000000000001,12.499999999999991,11.899999999999993,12.499999999999991
111,10.399999999999999,0,19.00000000000002,14.799999999999983,0,18.400000000000013,12.499999999999991,11.899999999999993,12.499999999999991
112,10.399999999999999,0,19.300000000000026,14.799999999999983,0,18.400000000000013,12.499999999999991,11.899999999999993,12.499999999999991
113,10.399999999999999,0,19.400000000000027,14.899999999999983,0,18.400000000000013,12.499999999999991,11.899999999999993,12.499999999999991
114,10.399999999999999,0,19.400000000000027,14.899999999999983,0,18.600000000000016,12.499999999999991,12.399999999999991,12.499999999999991
115,10.399999999999999,0,19.50000000000003,14.999999999999982,0,18.600000000000016,12.499999999999991,12.399999999999991,12.499999999999991
116,10.399999999999999,0,19.800000000000033,14.999999999999982,0,18.600000000000016,12.499999999999991,12.399999999999991,12.499999999999991
117,10.399999999999999,0,19.800000000000033,14.999999999999982,0,18.600000000000016,12.59999999999999,12.399999999999991,12.499999999999991
118,10.399999999999999,0,19.800000000000033,14.999999999999982,0,18.600000000000016,12.69999999999999,12.399999999999991,12.499999999999991
119,10.399999999999999,0,19.800000000000033,15.39999999999998,0,18.600000000000016,12.69999999999999,12.399999999999991,12.69999999999999
120,10.399999999999999,0,19.800000000000033,15.49999999999998,0,18.600000000000016,12.69999999999999,12.399999999999991,12.69999999999999
121,10.399999999999999,0,19.800000000000033,15.49999999999998,0,18.600000000000016,12.79999999999999,12.399999999999991,12.69999999999999
122,10.399999999999999,0,19.900000000000034,15.59999999999998,0,18.600000000000016,12.79999999999999,12.399999999999991,12.69999999999999
123,10.399999999999999,0,20.000000000000036,15.69999999999998,0,18.600000000000016,12.79999999999999,12.399999999999991,12.69999999999999
124,10.399999999999999,0,20.000000000000036,15.69999999999998,0,18.80000000000002,12.79999999999999,12.399999999999991,12.69999999999999
125,10.399999999999999,0,20.30000000000004,15.69999999999998,0,18.80000000000002,12.79999999999999,12.399999999999991,12.69999999999999
126,10.399999999999999,0,20.600000000000044,15.69999999999998,0,18.80000000000002,12.79999999999999,12.399999999999991,12.69999999999999
127,10.399999999999999,0,20.600000000000044,15.79999999999998,0,18.80000000000002,12.79999999999999,12.399999999999991,12.69999999999999
128,10.399999999999999,0,20.600000000000044,15.899999999999979,0,18.80000000000002,12.79999999999999,12.399999999999991,12.69999999999999
129,10.399999999999999,0,20.600000000000044,15.899999999999979,0,18.80000000000002,12.89999999999999,12.399999999999991,12.69999999999999
130,10.399999999999999,0,20.700000000000045,15.899999999999979,0,19.00000000000002,12.89999999999999,12.399999999999991,12.69999999999999
131,10.399999999999999,0,21.00000000000005,15.899999999999979,0,19.00000000000002,12.89999999999999,12.399999999999991,12.69999999999999
132,10.399999999999999,0,21.00000000000005,15.999999999999979,0,19.00000000000002,12.89999999999999,12.399999999999991,12.69999999999999
133,10.399999999999999,0,21.300000000000054,15.999999999999979,0,19.00000000000002,12.89999999999999,12.399999999999991,12.69999999999999
134,10.399999999999999,0,21.60000000000006,15.999999999999979,0,19.00000000000002,12.89999999999999,12.399999999999991,12.69999999999999
135,10.399999999999999,0,21.70000000000006,16.09999999999998,0,19.00000000000002,12.89999999999999,12.399999999999991,12.69999999999999
136,10.399999999999999,0,21.80000000000006,16.09999999999998,0,19.200000000000024,12.89999999999999,12.399999999999991,12.69999999999999
137,10.399999999999999,0,21.80000000000006,16.09999999999998,0,19.200000000000024,12.99999999999999,12.399999999999991,12.69999999999999
138,10.399999999999999,0,21.900000000000063,16.09999999999998,0,19.400000000000027,12.99999999999999,12.399999999999991,12.69999999999999
139,10.399999999999999,0,21.900000000000063,16.09999999999998,0,19.60000000000003,12.99999999999999,12.399999999999991,12.69999999999999
140,10.399999999999999,0,21.900000000000063,16.09999999999998,0,19.800000000000033,12.99999999999999,12.399999999999991,12.69999999999999
141,10.399999999999999,0,21.900000000000063,16.09999999999998,0,19.800000000000033,13.099999999999989,12.399999999999991,12.69999999999999
142,10.399999999999999,0,21.900000000000063,16.19999999999998,0,19.800000000000033,13.099999999999989,12.399999999999991,12.69999999999999
