Line,"{'+atomic', '+definite'} - definite - a_2","{'-atomic', '+definite'} - definite - i_1","{'+atomic', '+definite'} - definite - o_1","{'+atomic', '-definite'} - definite - a_2","{'+atomic', '-definite'} - definite - o_1","{'-atomic', '+definite'} - definite - e_2","{'+atomic', '-definite'} - definite - a_3","{'+atomic', '+definite'} - definite - o_3",{'+atomic'} - definite - a_2
448,54.70000000000051,38.300000000000274,57.90000000000055,24.100000000000076,21.900000000000045,30.200000000000163,10.39999999999998,19.900000000000016,4.300000000000002
449,54.80000000000051,38.300000000000274,57.90000000000055,24.40000000000008,21.900000000000045,30.200000000000163,10.39999999999998,19.900000000000016,4.400000000000001
450,54.80000000000051,38.400000000000276,58.20000000000056,24.40000000000008,22.000000000000046,30.300000000000164,10.49999999999998,20.10000000000002,4.400000000000001
451,54.80000000000051,38.50000000000028,58.50000000000056,24.40000000000008,22.100000000000048,30.400000000000166,10.59999999999998,20.300000000000022,4.400000000000001
452,54.80000000000051,38.60000000000028,58.800000000000566,24.40000000000008,22.20000000000005,30.500000000000167,10.69999999999998,20.500000000000025,4.400000000000001
453,54.80000000000051,38.70000000000028,59.10000000000057,24.40000000000008,22.30000000000005,30.60000000000017,10.79999999999998,20.700000000000028,4.400000000000001
454,55.200000000000514,38.80000000000028,59.10000000000057,24.50000000000008,22.30000000000005,30.70000000000017,10.79999999999998,20.700000000000028,4.400000000000001
455,55.200000000000514,38.80000000000028,59.20000000000057,24.50000000000008,22.400000000000052,30.70000000000017,10.79999999999998,20.700000000000028,4.400000000000001
456,55.200000000000514,38.80000000000028,59.30000000000057,24.50000000000008,22.500000000000053,30.70000000000017,10.79999999999998,20.700000000000028,4.400000000000001
457,55.200000000000514,38.90000000000028,59.60000000000058,24.50000000000008,22.600000000000055,30.80000000000017,10.899999999999979,20.90000000000003,4.400000000000001
458,55.200000000000514,39.000000000000284,59.90000000000058,24.50000000000008,22.700000000000056,30.900000000000173,10.999999999999979,21.100000000000033,4.400000000000001
459,55.200000000000514,39.100000000000286,60.200000000000585,24.50000000000008,22.800000000000058,31.000000000000174,11.099999999999978,21.300000000000036,4.400000000000001
460,55.300000000000516,39.30000000000029,60.30000000000059,24.50000000000008,22.800000000000058,31.000000000000174,11.099999999999978,21.300000000000036,4.400000000000001
461,55.40000000000052,39.50000000000029,60.40000000000059,24.50000000000008,22.800000000000058,31.000000000000174,11.099999999999978,21.300000000000036,4.400000000000001
462,55.50000000000052,39.50000000000029,60.50000000000059,24.50000000000008,22.800000000000058,31.200000000000177,11.099999999999978,21.300000000000036,4.400000000000001
463,55.80000000000052,39.60000000000029,60.50000000000059,24.600000000000083,22.800000000000058,31.30000000000018,11.099999999999978,21.300000000000036,4.400000000000001
464,55.80000000000052,39.700000000000294,60.800000000000594,24.600000000000083,22.90000000000006,31.40000000000018,11.199999999999978,21.50000000000004,4.400000000000001
465,55.80000000000052,39.800000000000296,61.1000000000006,24.600000000000083,23.00000000000006,31.50000000000018,11.299999999999978,21.700000000000042,4.400000000000001
466,56.10000000000053,39.9000000000003,61.1000000000006,24.700000000000085,23.00000000000006,31.600000000000183,11.299999999999978,21.700000000000042,4.400000000000001
467,56.50000000000053,40.0000000000003,61.1000000000006,24.800000000000086,23.00000000000006,31.700000000000184,11.299999999999978,21.700000000000042,4.400000000000001
468,56.90000000000054,40.1000000000003,61.1000000000006,24.900000000000087,23.00000000000006,31.800000000000185,11.299999999999978,21.700000000000042,4.400000000000001
469,56.90000000000054,40.2000000000003,61.500000000000604,24.900000000000087,23.100000000000062,31.900000000000187,11.399999999999977,21.900000000000045,4.400000000000001
470,56.90000000000054,40.3000000000003,61.80000000000061,24.900000000000087,23.200000000000063,32.000000000000185,11.499999999999977,22.100000000000048,4.400000000000001
471,56.90000000000054,40.3000000000003,61.90000000000061,24.900000000000087,23.300000000000065,32.000000000000185,11.499999999999977,22.100000000000048,4.400000000000001
472,57.20000000000054,40.400000000000304,61.90000000000061,25.00000000000009,23.300000000000065,32.100000000000186,11.499999999999977,22.100000000000048,4.400000000000001
473,57.20000000000054,40.500000000000306,62.200000000000614,25.00000000000009,23.400000000000066,32.20000000000019,11.599999999999977,22.30000000000005,4.400000000000001
474,57.20000000000054,40.60000000000031,62.50000000000062,25.00000000000009,23.500000000000068,32.30000000000019,11.699999999999976,22.500000000000053,4.400000000000001
475,57.60000000000055,40.70000000000031,62.50000000000062,25.10000000000009,23.500000000000068,32.40000000000019,11.699999999999976,22.500000000000053,4.400000000000001
476,57.60000000000055,40.80000000000031,62.80000000000062,25.10000000000009,23.60000000000007,32.50000000000019,11.799999999999976,22.700000000000056,4.400000000000001
477,58.000000000000554,40.90000000000031,62.80000000000062,25.20000000000009,23.60000000000007,32.60000000000019,11.799999999999976,22.700000000000056,4.400000000000001
478,58.30000000000056,41.00000000000031,62.80000000000062,25.300000000000093,23.60000000000007,32.700000000000195,11.799999999999976,22.700000000000056,4.400000000000001
479,58.30000000000056,41.00000000000031,62.900000000000624,25.300000000000093,23.80000000000007,32.700000000000195,11.799999999999976,22.700000000000056,4.400000000000001
480,58.40000000000056,41.200000000000315,63.000000000000625,25.300000000000093,23.80000000000007,32.700000000000195,11.799999999999976,22.700000000000056,4.400000000000001
481,58.40000000000056,41.200000000000315,63.10000000000063,25.300000000000093,24.000000000000075,32.700000000000195,11.799999999999976,22.700000000000056,4.400000000000001
482,58.40000000000056,41.30000000000032,63.40000000000063,25.300000000000093,24.100000000000076,32.800000000000196,11.899999999999975,22.90000000000006,4.400000000000001
483,58.700000000000564,41.40000000000032,63.40000000000063,25.400000000000095,24.100000000000076,32.9000000000002,11.899999999999975,22.90000000000006,4.400000000000001
