Line,"{'+atomic', '+definite'} - definite - a_2","{'-atomic', '+definite'} - definite - i_1","{'+atomic', '+definite'} - definite - o_1","{'+atomic', '-definite'} - definite - a_2","{'+atomic', '-definite'} - definite - o_1","{'-atomic', '+definite'} - definite - e_2","{'+atomic', '-definite'} - definite - a_3","{'+atomic', '+definite'} - definite - o_3",{'+atomic'} - definite - a_2
1919,259.0999999999904,155.49999999999545,233.49999999999102,103.4999999999984,85.6999999999994,146.19999999999598,53.70000000000049,106.49999999999822,17.39999999999998
1920,259.19999999999044,155.49999999999545,233.49999999999102,103.79999999999838,85.6999999999994,146.19999999999598,53.70000000000049,106.49999999999822,17.499999999999982
1921,259.59999999999053,155.59999999999545,233.49999999999102,103.89999999999837,85.6999999999994,146.29999999999598,53.70000000000049,106.49999999999822,17.499999999999982
1922,259.59999999999053,155.69999999999544,233.799999999991,103.89999999999837,85.7999999999994,146.39999999999597,53.800000000000495,106.69999999999821,17.499999999999982
1923,259.59999999999053,155.79999999999544,234.09999999999098,103.89999999999837,85.8999999999994,146.49999999999596,53.900000000000496,106.8999999999982,17.499999999999982
1924,259.69999999999055,155.79999999999544,234.09999999999098,104.19999999999835,85.8999999999994,146.49999999999596,53.900000000000496,106.8999999999982,17.599999999999984
1925,259.69999999999055,155.89999999999543,234.39999999999097,104.19999999999835,85.99999999999939,146.59999999999596,54.0000000000005,107.09999999999819,17.599999999999984
1926,259.7999999999906,155.89999999999543,234.49999999999096,104.19999999999835,85.99999999999939,146.79999999999595,54.0000000000005,107.09999999999819,17.599999999999984
1927,260.19999999999067,155.99999999999542,234.49999999999096,104.29999999999835,85.99999999999939,146.89999999999594,54.0000000000005,107.09999999999819,17.599999999999984
1928,260.2999999999907,155.99999999999542,234.59999999999096,104.29999999999835,85.99999999999939,147.09999999999593,54.0000000000005,107.09999999999819,17.599999999999984
1929,260.3999999999907,156.1999999999954,234.69999999999095,104.29999999999835,85.99999999999939,147.09999999999593,54.0000000000005,107.09999999999819,17.599999999999984
1930,260.6999999999908,156.2999999999954,234.69999999999095,104.39999999999834,85.99999999999939,147.19999999999592,54.0000000000005,107.09999999999819,17.599999999999984
1931,261.09999999999087,156.3999999999954,234.69999999999095,104.49999999999834,85.99999999999939,147.29999999999592,54.0000000000005,107.09999999999819,17.599999999999984
1932,261.09999999999087,156.4999999999954,234.99999999999093,104.49999999999834,86.09999999999938,147.3999999999959,54.1000000000005,107.29999999999818,17.599999999999984
1933,261.39999999999094,156.5999999999954,234.99999999999093,104.59999999999833,86.09999999999938,147.4999999999959,54.1000000000005,107.29999999999818,17.599999999999984
1934,261.39999999999094,156.5999999999954,235.09999999999093,104.59999999999833,86.19999999999938,147.4999999999959,54.1000000000005,107.29999999999818,17.599999999999984
1935,261.699999999991,156.69999999999538,235.09999999999093,104.69999999999833,86.19999999999938,147.5999999999959,54.1000000000005,107.29999999999818,17.599999999999984
1936,261.9999999999911,156.79999999999538,235.09999999999093,104.79999999999832,86.19999999999938,147.6999999999959,54.1000000000005,107.29999999999818,17.599999999999984
1937,262.0999999999911,156.79999999999538,235.09999999999093,104.99999999999831,86.19999999999938,147.6999999999959,54.1000000000005,107.29999999999818,17.699999999999985
1938,262.1999999999911,156.79999999999538,235.09999999999093,105.1999999999983,86.19999999999938,147.6999999999959,54.1000000000005,107.29999999999818,17.799999999999986
1939,262.4999999999912,156.89999999999537,235.09999999999093,105.29999999999829,86.19999999999938,147.7999999999959,54.1000000000005,107.29999999999818,17.799999999999986
1940,262.5999999999912,156.89999999999537,235.09999999999093,105.49999999999828,86.19999999999938,147.7999999999959,54.1000000000005,107.29999999999818,17.899999999999988
1941,262.5999999999912,156.99999999999537,235.3999999999909,105.49999999999828,86.29999999999937,147.89999999999588,54.2000000000005,107.49999999999817,17.899999999999988
1942,262.8999999999913,157.09999999999536,235.3999999999909,105.59999999999827,86.29999999999937,147.99999999999588,54.2000000000005,107.49999999999817,17.899999999999988
1943,262.8999999999913,157.19999999999536,235.6999999999909,105.59999999999827,86.39999999999937,148.09999999999587,54.3000000000005,107.69999999999816,17.899999999999988
1944,262.8999999999913,157.29999999999535,235.99999999999088,105.59999999999827,86.49999999999936,148.19999999999587,54.4000000000005,107.89999999999814,17.899999999999988
1945,263.29999999999137,157.39999999999534,235.99999999999088,105.69999999999827,86.49999999999936,148.29999999999586,54.4000000000005,107.89999999999814,17.899999999999988
1946,263.69999999999146,157.49999999999534,235.99999999999088,105.79999999999826,86.49999999999936,148.39999999999586,54.4000000000005,107.89999999999814,17.899999999999988
1947,263.69999999999146,157.49999999999534,236.09999999999087,105.79999999999826,86.59999999999935,148.39999999999586,54.4000000000005,107.89999999999814,17.899999999999988
1948,263.99999999999153,157.59999999999533,236.09999999999087,105.89999999999826,86.59999999999935,148.49999999999585,54.4000000000005,107.89999999999814,17.899999999999988
1949,264.2999999999916,157.69999999999533,236.09999999999087,105.99999999999825,86.59999999999935,148.59999999999584,54.4000000000005,107.89999999999814,17.899999999999988
1950,264.6999999999917,157.79999999999532,236.09999999999087,106.09999999999825,86.59999999999935,148.69999999999584,54.4000000000005,107.89999999999814,17.899999999999988
1951,265.0999999999918,157.89999999999532,236.09999999999087,106.19999999999824,86.59999999999935,148.79999999999583,54.4000000000005,107.89999999999814,17.899999999999988
1952,265.49999999999187,157.9999999999953,236.09999999999087,106.29999999999824,86.59999999999935,148.89999999999583,54.4000000000005,107.89999999999814,17.899999999999988
1953,265.89999999999196,158.0999999999953,236.09999999999087,106.39999999999823,86.59999999999935,148.99999999999582,54.4000000000005,107.89999999999814,17.899999999999988
1954,266.29999999999205,158.1999999999953,236.09999999999087,106.49999999999822,86.59999999999935,149.09999999999582,54.4000000000005,107.89999999999814,17.899999999999988
1955,266.5999999999921,158.2999999999953,236.09999999999087,106.59999999999822,86.59999999999935,149.1999999999958,54.4000000000005,107.89999999999814,17.899999999999988
1956,266.8999999999922,158.3999999999953,236.09999999999087,106.69999999999821,86.59999999999935,149.2999999999958,54.4000000000005,107.89999999999814,17.899999999999988
1957,267.2999999999923,158.49999999999528,236.09999999999087,106.7999999999982,86.59999999999935,149.3999999999958,54.4000000000005,107.89999999999814,17.899999999999988
1958,267.6999999999924,158.59999999999528,236.09999999999087,106.8999999999982,86.59999999999935,149.4999999999958,54.4000000000005,107.89999999999814,17.899999999999988
1959,267.6999999999924,158.59999999999528,236.19999999999087,106.8999999999982,86.69999999999935,149.4999999999958,54.4000000000005,107.89999999999814,17.899999999999988
1960,267.6999999999924,158.69999999999527,236.49999999999085,106.8999999999982,86.79999999999934,149.5999999999958,54.500000000000504,108.09999999999813,17.899999999999988
1961,268.09999999999246,158.79999999999526,236.49999999999085,106.9999999999982,86.79999999999934,149.69999999999578,54.500000000000504,108.09999999999813,17.899999999999988
1962,268.09999999999246,158.79999999999526,236.59999999999084,106.9999999999982,86.89999999999934,149.69999999999578,54.500000000000504,108.09999999999813,17.899999999999988
1963,268.09999999999246,158.89999999999526,236.99999999999082,106.9999999999982,86.99999999999933,149.79999999999578,54.600000000000506,108.29999999999812,17.899999999999988
1964,268.39999999999253,158.99999999999525,236.99999999999082,107.09999999999819,86.99999999999933,149.89999999999577,54.600000000000506,108.29999999999812,17.899999999999988
1965,268.39999999999253,158.99999999999525,237.0999999999908,107.09999999999819,87.09999999999933,149.89999999999577,54.600000000000506,108.29999999999812,17.899999999999988
1966,268.39999999999253,158.99999999999525,237.1999999999908,107.09999999999819,87.19999999999932,149.89999999999577,54.600000000000506,108.29999999999812,17.899999999999988
1967,268.6999999999926,159.09999999999525,237.1999999999908,107.19999999999818,87.19999999999932,149.99999999999577,54.600000000000506,108.29999999999812,17.899999999999988
1968,269.0999999999927,159.19999999999524,237.1999999999908,107.29999999999818,87.19999999999932,150.09999999999576,54.600000000000506,108.29999999999812,17.899999999999988
1969,269.4999999999928,159.29999999999524,237.1999999999908,107.39999999999817,87.19999999999932,150.19999999999575,54.600000000000506,108.29999999999812,17.899999999999988
1970,269.4999999999928,159.39999999999523,237.4999999999908,107.39999999999817,87.29999999999932,150.29999999999575,54.70000000000051,108.49999999999811,17.899999999999988
1971,269.4999999999928,159.49999999999523,237.79999999999077,107.39999999999817,87.39999999999931,150.39999999999574,54.80000000000051,108.6999999999981,17.899999999999988
1972,269.8999999999929,159.59999999999522,237.79999999999077,107.49999999999817,87.39999999999931,150.49999999999574,54.80000000000051,108.6999999999981,17.899999999999988
1973,269.8999999999929,159.6999999999952,238.09999999999076,107.49999999999817,87.4999999999993,150.59999999999573,54.90000000000051,108.89999999999809,17.899999999999988
1974,269.8999999999929,159.7999999999952,238.49999999999073,107.49999999999817,87.5999999999993,150.69999999999573,55.00000000000051,109.09999999999808,17.899999999999988
1975,269.8999999999929,159.8999999999952,238.79999999999072,107.49999999999817,87.69999999999929,150.79999999999572,55.10000000000051,109.29999999999806,17.899999999999988
1976,269.8999999999929,159.9999999999952,239.0999999999907,107.49999999999817,87.79999999999929,150.8999999999957,55.200000000000514,109.49999999999805,17.899999999999988
1977,269.8999999999929,160.0999999999952,239.39999999999068,107.49999999999817,87.89999999999928,150.9999999999957,55.300000000000516,109.69999999999804,17.899999999999988
1978,269.8999999999929,160.0999999999952,239.49999999999068,107.49999999999817,87.99999999999928,150.9999999999957,55.300000000000516,109.69999999999804,17.899999999999988
1979,269.8999999999929,160.0999999999952,239.59999999999067,107.49999999999817,88.19999999999926,150.9999999999957,55.300000000000516,109.69999999999804,17.899999999999988
1980,270.29999999999296,160.19999999999519,239.59999999999067,107.59999999999816,88.19999999999926,151.0999999999957,55.300000000000516,109.69999999999804,17.899999999999988
1981,270.69999999999305,160.29999999999518,239.59999999999067,107.69999999999816,88.19999999999926,151.1999999999957,55.300000000000516,109.69999999999804,17.899999999999988
1982,270.69999999999305,160.39999999999517,239.99999999999065,107.69999999999816,88.29999999999926,151.2999999999957,55.40000000000052,109.89999999999803,17.899999999999988
1983,270.69999999999305,160.49999999999517,240.29999999999063,107.69999999999816,88.39999999999925,151.39999999999569,55.50000000000052,110.09999999999802,17.899999999999988
1984,270.69999999999305,160.49999999999517,240.39999999999063,107.69999999999816,88.49999999999925,151.39999999999569,55.50000000000052,110.09999999999802,17.899999999999988
1985,270.69999999999305,160.49999999999517,240.49999999999062,107.69999999999816,88.59999999999924,151.39999999999569,55.50000000000052,110.09999999999802,17.899999999999988
1986,270.69999999999305,160.59999999999516,240.7999999999906,107.69999999999816,88.69999999999924,151.49999999999568,55.60000000000052,110.29999999999801,17.899999999999988
1987,270.69999999999305,160.69999999999516,241.0999999999906,107.69999999999816,88.79999999999923,151.59999999999567,55.70000000000052,110.499999999998,17.899999999999988
1988,270.69999999999305,160.79999999999515,241.39999999999057,107.69999999999816,88.89999999999922,151.69999999999567,55.80000000000052,110.69999999999798,17.899999999999988
1989,270.69999999999305,160.79999999999515,241.49999999999056,107.69999999999816,88.99999999999922,151.69999999999567,55.80000000000052,110.69999999999798,17.899999999999988
1990,270.7999999999931,160.99999999999514,241.59999999999056,107.69999999999816,88.99999999999922,151.69999999999567,55.80000000000052,110.69999999999798,17.899999999999988
1991,270.8999999999931,161.19999999999513,241.69999999999055,107.69999999999816,88.99999999999922,151.69999999999567,55.80000000000052,110.69999999999798,17.899999999999988
1992,270.9999999999931,161.4999999999951,241.79999999999055,107.69999999999816,88.99999999999922,151.69999999999567,55.80000000000052,110.69999999999798,17.899999999999988
1993,271.09999999999314,161.6999999999951,241.89999999999054,107.69999999999816,88.99999999999922,151.69999999999567,55.80000000000052,110.69999999999798,17.899999999999988
1994,271.49999999999324,161.7999999999951,241.89999999999054,107.79999999999815,88.99999999999922,151.79999999999566,55.80000000000052,110.69999999999798,17.899999999999988
1995,271.8999999999933,161.8999999999951,241.89999999999054,107.89999999999814,88.99999999999922,151.89999999999566,55.80000000000052,110.69999999999798,17.899999999999988
1996,271.99999999999335,161.8999999999951,241.89999999999054,108.19999999999813,88.99999999999922,151.89999999999566,55.80000000000052,110.69999999999798,17.99999999999999
1997,271.99999999999335,161.99999999999508,242.19999999999052,108.19999999999813,89.09999999999921,151.99999999999565,55.900000000000524,110.89999999999797,17.99999999999999
1998,272.2999999999934,162.09999999999508,242.19999999999052,108.29999999999812,89.09999999999921,152.09999999999565,55.900000000000524,110.89999999999797,17.99999999999999
1999,272.2999999999934,162.09999999999508,242.29999999999052,108.29999999999812,89.1999999999992,152.09999999999565,55.900000000000524,110.89999999999797,17.99999999999999
2000,272.2999999999934,162.09999999999508,242.3999999999905,108.29999999999812,89.2999999999992,152.09999999999565,55.900000000000524,110.89999999999797,17.99999999999999
2001,272.2999999999934,162.09999999999508,242.4999999999905,108.29999999999812,89.3999999999992,152.09999999999565,55.900000000000524,110.89999999999797,17.99999999999999
2002,272.2999999999934,162.09999999999508,242.5999999999905,108.29999999999812,89.49999999999919,152.09999999999565,55.900000000000524,110.89999999999797,17.99999999999999
2003,272.2999999999934,162.09999999999508,242.6999999999905,108.29999999999812,89.59999999999918,152.09999999999565,55.900000000000524,110.89999999999797,17.99999999999999
2004,272.2999999999934,162.09999999999508,242.7999999999905,108.29999999999812,89.69999999999918,152.09999999999565,55.900000000000524,110.89999999999797,17.99999999999999
2005,272.39999999999344,162.39999999999506,242.89999999999048,108.29999999999812,89.69999999999918,152.09999999999565,55.900000000000524,110.89999999999797,17.99999999999999
2006,272.79999999999353,162.49999999999505,242.89999999999048,108.39999999999812,89.69999999999918,152.19999999999564,55.900000000000524,110.89999999999797,17.99999999999999
2007,272.79999999999353,162.59999999999505,243.19999999999047,108.39999999999812,89.79999999999917,152.29999999999563,56.000000000000526,111.09999999999796,17.99999999999999
2008,272.79999999999353,162.69999999999504,243.49999999999045,108.39999999999812,89.89999999999917,152.39999999999563,56.10000000000053,111.29999999999795,17.99999999999999
2009,272.79999999999353,162.79999999999504,243.79999999999043,108.39999999999812,89.99999999999916,152.49999999999562,56.20000000000053,111.49999999999794,17.99999999999999
2010,272.79999999999353,162.89999999999503,244.09999999999042,108.39999999999812,90.09999999999916,152.59999999999562,56.30000000000053,111.69999999999793,17.99999999999999
2011,272.89999999999355,162.89999999999503,244.1999999999904,108.39999999999812,90.09999999999916,152.7999999999956,56.30000000000053,111.69999999999793,17.99999999999999
2012,272.9999999999936,162.89999999999503,244.1999999999904,108.5999999999981,90.09999999999916,152.7999999999956,56.30000000000053,111.69999999999793,18.09999999999999
2013,272.9999999999936,162.89999999999503,244.2999999999904,108.5999999999981,90.19999999999915,152.7999999999956,56.30000000000053,111.69999999999793,18.09999999999999
2014,272.9999999999936,162.99999999999503,244.69999999999038,108.5999999999981,90.29999999999914,152.8999999999956,56.40000000000053,111.89999999999792,18.09999999999999
2015,272.9999999999936,163.09999999999502,244.99999999999037,108.5999999999981,90.39999999999914,152.9999999999956,56.50000000000053,112.0999999999979,18.09999999999999
2016,272.9999999999936,163.19999999999501,245.29999999999035,108.5999999999981,90.49999999999913,153.0999999999956,56.600000000000534,112.2999999999979,18.09999999999999
2017,273.0999999999936,163.19999999999501,245.29999999999035,108.89999999999809,90.49999999999913,153.0999999999956,56.600000000000534,112.2999999999979,18.199999999999992
2018,273.39999999999367,163.299999999995,245.29999999999035,108.99999999999808,90.49999999999913,153.19999999999558,56.600000000000534,112.2999999999979,18.199999999999992
2019,273.39999999999367,163.399999999995,245.59999999999033,108.99999999999808,90.59999999999913,153.29999999999558,56.700000000000536,112.49999999999788,18.199999999999992
2020,273.39999999999367,163.499999999995,245.8999999999903,108.99999999999808,90.69999999999912,153.39999999999557,56.80000000000054,112.69999999999787,18.199999999999992
2021,273.79999999999376,163.599999999995,245.8999999999903,109.09999999999808,90.69999999999912,153.49999999999557,56.80000000000054,112.69999999999787,18.199999999999992
2022,273.79999999999376,163.699999999995,246.1999999999903,109.09999999999808,90.79999999999912,153.59999999999556,56.90000000000054,112.89999999999786,18.199999999999992
2023,274.0999999999938,163.79999999999498,246.1999999999903,109.19999999999807,90.79999999999912,153.69999999999555,56.90000000000054,112.89999999999786,18.199999999999992
2024,274.0999999999938,163.89999999999498,246.49999999999028,109.19999999999807,90.89999999999911,153.79999999999555,57.00000000000054,113.09999999999785,18.199999999999992
2025,274.4999999999939,163.99999999999497,246.49999999999028,109.29999999999806,90.89999999999911,153.89999999999554,57.00000000000054,113.09999999999785,18.199999999999992
2026,274.59999999999394,164.19999999999496,246.59999999999027,109.29999999999806,90.89999999999911,153.89999999999554,57.00000000000054,113.09999999999785,18.199999999999992
2027,274.69999999999396,164.19999999999496,246.69999999999027,109.29999999999806,90.89999999999911,154.09999999999553,57.00000000000054,113.09999999999785,18.199999999999992
2028,274.69999999999396,164.19999999999496,246.79999999999026,109.29999999999806,90.9999999999991,154.09999999999553,57.00000000000054,113.09999999999785,18.199999999999992
2029,275.09999999999405,164.29999999999495,246.79999999999026,109.39999999999806,90.9999999999991,154.19999999999553,57.00000000000054,113.09999999999785,18.199999999999992
2030,275.1999999999941,164.29999999999495,246.79999999999026,109.69999999999804,90.9999999999991,154.19999999999553,57.00000000000054,113.09999999999785,18.299999999999994
2031,275.1999999999941,164.29999999999495,246.89999999999026,109.69999999999804,91.0999999999991,154.19999999999553,57.00000000000054,113.09999999999785,18.299999999999994
2032,275.2999999999941,164.29999999999495,246.89999999999026,109.99999999999802,91.0999999999991,154.19999999999553,57.00000000000054,113.09999999999785,18.399999999999995
2033,275.3999999999941,164.29999999999495,246.89999999999026,110.29999999999801,91.0999999999991,154.19999999999553,57.00000000000054,113.09999999999785,18.499999999999996
2034,275.7999999999942,164.39999999999495,246.89999999999026,110.399999999998,91.0999999999991,154.29999999999552,57.00000000000054,113.09999999999785,18.499999999999996
2035,275.7999999999942,164.39999999999495,246.99999999999025,110.399999999998,91.1999999999991,154.29999999999552,57.00000000000054,113.09999999999785,18.499999999999996
2036,275.7999999999942,164.39999999999495,247.09999999999025,110.399999999998,91.29999999999909,154.29999999999552,57.00000000000054,113.09999999999785,18.499999999999996
2037,276.1999999999943,164.49999999999494,247.09999999999025,110.499999999998,91.29999999999909,154.39999999999552,57.00000000000054,113.09999999999785,18.499999999999996
2038,276.4999999999944,164.59999999999494,247.09999999999025,110.59999999999799,91.29999999999909,154.4999999999955,57.00000000000054,113.09999999999785,18.499999999999996
2039,276.5999999999944,164.59999999999494,247.19999999999024,110.59999999999799,91.29999999999909,154.6999999999955,57.00000000000054,113.09999999999785,18.499999999999996
2040,276.89999999999446,164.69999999999493,247.19999999999024,110.69999999999798,91.29999999999909,154.7999999999955,57.00000000000054,113.09999999999785,18.499999999999996
2041,277.19999999999453,164.79999999999492,247.19999999999024,110.79999999999798,91.29999999999909,154.8999999999955,57.00000000000054,113.09999999999785,18.499999999999996
2042,277.5999999999946,164.89999999999492,247.19999999999024,110.89999999999797,91.29999999999909,154.99999999999548,57.00000000000054,113.09999999999785,18.499999999999996
2043,277.9999999999947,164.9999999999949,247.19999999999024,110.99999999999797,91.29999999999909,155.09999999999548,57.00000000000054,113.09999999999785,18.499999999999996
2044,277.9999999999947,164.9999999999949,247.29999999999023,110.99999999999797,91.39999999999908,155.09999999999548,57.00000000000054,113.09999999999785,18.499999999999996
2045,278.3999999999948,165.0999999999949,247.29999999999023,111.09999999999796,91.39999999999908,155.19999999999547,57.00000000000054,113.09999999999785,18.499999999999996
2046,278.4999999999948,165.0999999999949,247.29999999999023,111.29999999999795,91.39999999999908,155.19999999999547,57.00000000000054,113.09999999999785,18.599999999999998
2047,278.8999999999949,165.1999999999949,247.29999999999023,111.39999999999795,91.39999999999908,155.29999999999546,57.00000000000054,113.09999999999785,18.599999999999998
2048,279.299999999995,165.2999999999949,247.29999999999023,111.49999999999794,91.39999999999908,155.39999999999546,57.00000000000054,113.09999999999785,18.599999999999998
2049,279.5999999999951,165.3999999999949,247.29999999999023,111.59999999999793,91.39999999999908,155.49999999999545,57.00000000000054,113.09999999999785,18.599999999999998
2050,279.99999999999517,165.49999999999488,247.29999999999023,111.69999999999793,91.39999999999908,155.59999999999545,57.00000000000054,113.09999999999785,18.599999999999998
2051,280.39999999999526,165.59999999999488,247.29999999999023,111.79999999999792,91.39999999999908,155.69999999999544,57.00000000000054,113.09999999999785,18.599999999999998
2052,280.39999999999526,165.69999999999487,247.59999999999022,111.79999999999792,91.49999999999908,155.79999999999544,57.10000000000054,113.29999999999784,18.599999999999998
2053,280.39999999999526,165.79999999999487,247.8999999999902,111.79999999999792,91.59999999999907,155.89999999999543,57.20000000000054,113.49999999999783,18.599999999999998
2054,280.4999999999953,166.09999999999485,247.9999999999902,111.79999999999792,91.59999999999907,155.89999999999543,57.20000000000054,113.49999999999783,18.599999999999998
2055,280.5999999999953,166.29999999999484,248.0999999999902,111.79999999999792,91.59999999999907,155.89999999999543,57.20000000000054,113.49999999999783,18.599999999999998
2056,280.6999999999953,166.59999999999482,248.19999999999018,111.79999999999792,91.59999999999907,155.89999999999543,57.20000000000054,113.49999999999783,18.599999999999998
2057,280.9999999999954,166.69999999999482,248.19999999999018,111.89999999999792,91.59999999999907,155.99999999999542,57.20000000000054,113.49999999999783,18.599999999999998
2058,280.9999999999954,166.7999999999948,248.49999999999017,111.89999999999792,91.69999999999906,156.09999999999542,57.300000000000544,113.69999999999781,18.599999999999998
2059,280.9999999999954,166.7999999999948,248.49999999999017,111.89999999999792,91.69999999999906,156.09999999999542,57.300000000000544,113.69999999999781,18.599999999999998
2060,280.9999999999954,166.8999999999948,248.89999999999014,111.89999999999792,91.79999999999906,156.1999999999954,57.400000000000546,113.8999999999978,18.599999999999998
2061,280.9999999999954,166.9999999999948,249.19999999999013,111.89999999999792,91.89999999999905,156.2999999999954,57.50000000000055,114.09999999999779,18.599999999999998
2062,280.9999999999954,167.0999999999948,249.4999999999901,111.89999999999792,91.99999999999905,156.3999999999954,57.60000000000055,114.29999999999778,18.599999999999998
2063,280.9999999999954,167.1999999999948,249.7999999999901,111.89999999999792,92.09999999999904,156.4999999999954,57.70000000000055,114.49999999999777,18.599999999999998
2064,280.9999999999954,167.29999999999478,250.09999999999008,111.89999999999792,92.19999999999904,156.5999999999954,57.80000000000055,114.69999999999776,18.599999999999998
2065,281.0999999999954,167.29999999999478,250.09999999999008,112.1999999999979,92.19999999999904,156.5999999999954,57.80000000000055,114.69999999999776,18.7
2066,281.0999999999954,167.29999999999478,250.19999999999007,112.1999999999979,92.29999999999903,156.5999999999954,57.80000000000055,114.69999999999776,18.7
2067,281.0999999999954,167.39999999999478,250.49999999999005,112.1999999999979,92.39999999999903,156.69999999999538,57.90000000000055,114.89999999999775,18.7
2068,281.19999999999544,167.59999999999476,250.59999999999005,112.1999999999979,92.39999999999903,156.69999999999538,57.90000000000055,114.89999999999775,18.7
2069,281.19999999999544,167.59999999999476,250.69999999999004,112.1999999999979,92.49999999999902,156.69999999999538,57.90000000000055,114.89999999999775,18.7
2070,281.19999999999544,167.69999999999476,250.99999999999002,112.1999999999979,92.59999999999901,156.79999999999538,58.000000000000554,115.09999999999773,18.7
2071,281.19999999999544,167.79999999999475,251.29999999999,112.1999999999979,92.69999999999901,156.89999999999537,58.100000000000556,115.29999999999772,18.7
2072,281.29999999999546,167.79999999999475,251.29999999999,112.49999999999788,92.69999999999901,156.89999999999537,58.100000000000556,115.29999999999772,18.8
2073,281.59999999999553,167.89999999999475,251.29999999999,112.59999999999788,92.69999999999901,156.99999999999537,58.100000000000556,115.29999999999772,18.8
2074,281.8999999999956,167.99999999999474,251.29999999999,112.69999999999787,92.69999999999901,157.09999999999536,58.100000000000556,115.29999999999772,18.8
2075,281.8999999999956,168.09999999999474,251.59999999999,112.69999999999787,92.799999999999,157.19999999999536,58.20000000000056,115.49999999999771,18.8
2076,281.9999999999956,168.29999999999472,251.69999999998998,112.69999999999787,92.799999999999,157.19999999999536,58.20000000000056,115.49999999999771,18.8
2077,282.3999999999957,168.39999999999472,251.69999999998998,112.79999999999787,92.799999999999,157.29999999999535,58.20000000000056,115.49999999999771,18.8
2078,282.7999999999958,168.4999999999947,251.69999999998998,112.89999999999786,92.799999999999,157.39999999999534,58.20000000000056,115.49999999999771,18.8
2079,282.7999999999958,168.5999999999947,251.99999999998997,112.89999999999786,92.899999999999,157.49999999999534,58.30000000000056,115.6999999999977,18.8
2080,283.0999999999959,168.6999999999947,251.99999999998997,112.99999999999785,92.899999999999,157.59999999999533,58.30000000000056,115.6999999999977,18.8
2081,283.0999999999959,168.7999999999947,252.29999999998995,112.99999999999785,92.99999999999899,157.69999999999533,58.40000000000056,115.89999999999769,18.8
2082,283.49999999999596,168.8999999999947,252.29999999998995,113.09999999999785,92.99999999999899,157.79999999999532,58.40000000000056,115.89999999999769,18.8
2083,283.599999999996,168.8999999999947,252.39999999998994,113.09999999999785,92.99999999999899,157.9999999999953,58.40000000000056,115.89999999999769,18.8
2084,283.699999999996,169.19999999999467,252.49999999998994,113.09999999999785,92.99999999999899,157.9999999999953,58.40000000000056,115.89999999999769,18.8
2085,283.79999999999603,169.39999999999466,252.59999999998993,113.09999999999785,92.99999999999899,157.9999999999953,58.40000000000056,115.89999999999769,18.8
2086,284.1999999999961,169.49999999999466,252.59999999998993,113.19999999999784,92.99999999999899,158.0999999999953,58.40000000000056,115.89999999999769,18.8
2087,284.1999999999961,169.59999999999465,252.89999999998992,113.19999999999784,93.09999999999899,158.1999999999953,58.50000000000056,116.09999999999768,18.8
2088,284.1999999999961,169.69999999999465,253.1999999999899,113.19999999999784,93.19999999999898,158.2999999999953,58.60000000000056,116.29999999999767,18.8
2089,284.1999999999961,169.69999999999465,253.2999999999899,113.19999999999784,93.29999999999897,158.2999999999953,58.60000000000056,116.29999999999767,18.8
2090,284.29999999999615,169.89999999999463,253.3999999999899,113.19999999999784,93.29999999999897,158.2999999999953,58.60000000000056,116.29999999999767,18.8
2091,284.5999999999962,169.99999999999463,253.3999999999899,113.29999999999784,93.29999999999897,158.3999999999953,58.60000000000056,116.29999999999767,18.8
2092,284.9999999999963,170.09999999999462,253.3999999999899,113.39999999999783,93.29999999999897,158.49999999999528,58.60000000000056,116.29999999999767,18.8
2093,285.0999999999963,170.2999999999946,253.49999999998988,113.39999999999783,93.29999999999897,158.49999999999528,58.60000000000056,116.29999999999767,18.8
2094,285.3999999999964,170.3999999999946,253.49999999998988,113.49999999999783,93.29999999999897,158.59999999999528,58.60000000000056,116.29999999999767,18.8
2095,285.7999999999965,170.4999999999946,253.49999999998988,113.59999999999782,93.29999999999897,158.69999999999527,58.60000000000056,116.29999999999767,18.8
2096,286.09999999999656,170.5999999999946,253.49999999998988,113.69999999999781,93.29999999999897,158.79999999999526,58.60000000000056,116.29999999999767,18.8
2097,286.09999999999656,170.6999999999946,253.79999999998986,113.69999999999781,93.39999999999897,158.89999999999526,58.700000000000564,116.49999999999766,18.8
2098,286.49999999999665,170.79999999999458,253.79999999998986,113.79999999999781,93.39999999999897,158.99999999999525,58.700000000000564,116.49999999999766,18.8
2099,286.49999999999665,170.89999999999458,254.09999999998985,113.79999999999781,93.49999999999896,159.09999999999525,58.800000000000566,116.69999999999764,18.8
2100,286.89999999999674,170.99999999999457,254.09999999998985,113.8999999999978,93.49999999999896,159.19999999999524,58.800000000000566,116.69999999999764,18.8
2101,286.89999999999674,170.99999999999457,254.19999999998984,113.8999999999978,93.59999999999896,159.19999999999524,58.800000000000566,116.69999999999764,18.8
2102,287.2999999999968,171.09999999999457,254.19999999998984,113.9999999999978,93.59999999999896,159.29999999999524,58.800000000000566,116.69999999999764,18.8
2103,287.5999999999969,171.19999999999456,254.19999999998984,114.09999999999779,93.59999999999896,159.39999999999523,58.800000000000566,116.69999999999764,18.8
2104,287.5999999999969,171.19999999999456,254.29999999998984,114.09999999999779,93.79999999999895,159.39999999999523,58.800000000000566,116.69999999999764,18.8
