Line,set(),{'la_1'},{'a_2'},{'i_1'},{'o_1'},{'e_2'},"{'e_2', 'a_2'}","{'la_1', 'e_2'}","{'i_1', 'o_1'}",{'la_2'},{'a_3'},"{'i_1', 'a_2'}","{'e_2', 'o_1'}"
99,10.399999999999999,0,26.60000000000013,10.499999999999998,11.599999999999994,10.299999999999999,,,,,,,
100,10.399999999999999,0,27.000000000000135,10.499999999999998,11.599999999999994,10.299999999999999,,,,,,,
101,10.399999999999999,0,27.600000000000144,10.499999999999998,11.599999999999994,10.299999999999999,10.0,,,,,,
102,10.399999999999999,0,28.00000000000015,10.499999999999998,11.599999999999994,10.299999999999999,10.0,,,,,,
103,10.399999999999999,0.2,28.400000000000155,10.499999999999998,11.599999999999994,10.299999999999999,10.0,10.0,,,,,
104,10.399999999999999,0,28.80000000000016,10.499999999999998,11.599999999999994,10.299999999999999,10.299999999999999,0,,,,,
105,10.399999999999999,0,29.200000000000166,10.499999999999998,11.599999999999994,10.299999999999999,10.599999999999998,0,,,,,
106,10.399999999999999,0,29.600000000000172,10.499999999999998,11.599999999999994,10.299999999999999,10.899999999999997,0,,,,,
107,10.399999999999999,0,29.600000000000172,10.499999999999998,11.699999999999994,10.299999999999999,10.899999999999997,0,,,,,
108,10.399999999999999,0,29.600000000000172,10.499999999999998,11.699999999999994,10.299999999999999,10.899999999999997,0,,,,,
109,10.399999999999999,0,29.700000000000173,10.499999999999998,11.699999999999994,10.399999999999999,10.999999999999996,0,,,,,
110,10.399999999999999,0,29.700000000000173,10.499999999999998,11.799999999999994,10.399999999999999,10.999999999999996,0,,,,,
111,10.399999999999999,0,30.10000000000018,10.499999999999998,11.799999999999994,10.399999999999999,11.299999999999995,0,,,,,
112,10.399999999999999,0,30.500000000000185,10.499999999999998,11.799999999999994,10.399999999999999,11.599999999999994,0,,,,,
113,10.399999999999999,0,31.100000000000193,10.499999999999998,11.799999999999994,10.399999999999999,12.499999999999993,0,,,,,
114,10.399999999999999,0,31.100000000000193,10.499999999999998,11.899999999999993,10.399999999999999,12.499999999999993,0,,,,,
115,10.399999999999999,0,31.100000000000193,10.499999999999998,11.899999999999993,10.399999999999999,12.499999999999993,0,,,,,
116,10.399999999999999,0,31.200000000000195,10.599999999999998,11.899999999999993,10.399999999999999,12.599999999999993,0,,,,,
117,10.399999999999999,0,31.6000000000002,10.599999999999998,11.899999999999993,10.399999999999999,12.899999999999991,0,,,,,
118,10.399999999999999,0,31.6000000000002,10.599999999999998,11.899999999999993,10.399999999999999,12.899999999999991,0,,,,,
119,10.399999999999999,0,31.900000000000205,10.599999999999998,11.899999999999993,10.399999999999999,13.19999999999999,0,,,,,
120,10.399999999999999,0,32.30000000000021,10.599999999999998,11.899999999999993,10.399999999999999,13.49999999999999,0,,,,,
121,10.399999999999999,0,32.700000000000216,10.599999999999998,11.899999999999993,10.399999999999999,13.799999999999988,0,,,,,
122,10.399999999999999,0,32.700000000000216,10.599999999999998,11.999999999999993,10.399999999999999,13.799999999999988,0,,,,,
123,10.399999999999999,0,32.700000000000216,10.599999999999998,12.099999999999993,10.399999999999999,13.799999999999988,0,,,,,
124,10.399999999999999,0,32.700000000000216,10.599999999999998,12.099999999999993,10.399999999999999,13.799999999999988,0,,,,,
125,10.399999999999999,0,32.700000000000216,10.599999999999998,12.099999999999993,10.399999999999999,13.799999999999988,0,,,,,
126,10.399999999999999,0,32.700000000000216,10.599999999999998,12.099999999999993,10.399999999999999,13.799999999999988,0,,,,,
127,10.399999999999999,0,32.700000000000216,10.599999999999998,12.199999999999992,10.399999999999999,13.799999999999988,0,,,,,
128,10.399999999999999,0,32.700000000000216,10.599999999999998,12.199999999999992,10.399999999999999,13.799999999999988,0,,,,,
129,10.399999999999999,0,32.700000000000216,10.599999999999998,12.299999999999992,10.399999999999999,13.799999999999988,0,,,,,
130,10.399999999999999,0,32.700000000000216,10.599999999999998,12.299999999999992,10.399999999999999,13.799999999999988,0,,,,,
131,10.399999999999999,0,33.10000000000022,10.599999999999998,12.299999999999992,10.399999999999999,14.099999999999987,0,,,,,
132,10.399999999999999,0,33.20000000000022,10.699999999999998,12.299999999999992,10.399999999999999,14.199999999999987,0,,,,,
133,10.399999999999999,0,33.20000000000022,10.699999999999998,12.399999999999991,10.399999999999999,14.199999999999987,0,,,,,
134,10.399999999999999,0,33.20000000000022,10.699999999999998,12.69999999999999,10.399999999999999,14.199999999999987,0,10.0,,,,
135,10.399999999999999,0,33.20000000000022,10.699999999999998,12.79999999999999,10.399999999999999,14.199999999999987,0,10.0,,,,
136,10.399999999999999,0,33.20000000000022,10.699999999999998,12.89999999999999,10.399999999999999,14.199999999999987,0,10.0,,,,
137,10.399999999999999,0,33.20000000000022,10.699999999999998,12.89999999999999,10.399999999999999,14.199999999999987,0,10.0,,,,
138,10.399999999999999,0,33.80000000000023,10.699999999999998,12.89999999999999,10.399999999999999,15.099999999999985,0,10.0,,,,
139,10.399999999999999,0,33.80000000000023,10.699999999999998,12.89999999999999,10.399999999999999,15.099999999999985,0,10.1,,,,
140,10.399999999999999,0,34.40000000000024,10.699999999999998,12.89999999999999,10.399999999999999,15.999999999999984,0,10.1,,,,
141,10.399999999999999,0,34.40000000000024,10.699999999999998,12.99999999999999,10.399999999999999,15.999999999999984,0,10.1,,,,
142,10.399999999999999,0,34.40000000000024,10.699999999999998,13.099999999999989,10.399999999999999,15.999999999999984,0,10.1,,,,
143,10.399999999999999,0,34.40000000000024,10.699999999999998,13.199999999999989,10.399999999999999,15.999999999999984,0,10.1,,,,
144,10.399999999999999,0,34.700000000000244,10.699999999999998,13.199999999999989,10.399999999999999,16.299999999999986,0,10.1,,,,
145,10.399999999999999,0,34.700000000000244,10.699999999999998,13.299999999999988,10.399999999999999,16.299999999999986,0,10.1,,,,
146,10.399999999999999,0,35.10000000000025,10.699999999999998,13.299999999999988,10.399999999999999,16.59999999999999,0,10.1,,,,
147,10.399999999999999,0,35.10000000000025,10.699999999999998,13.399999999999988,10.399999999999999,16.59999999999999,0,10.1,,,,
148,10.399999999999999,0,35.70000000000026,10.699999999999998,13.399999999999988,10.399999999999999,17.499999999999996,0,10.1,,,,
149,10.399999999999999,0,35.70000000000026,10.699999999999998,13.499999999999988,10.399999999999999,17.499999999999996,0,10.1,,,,
150,10.399999999999999,0,35.70000000000026,10.699999999999998,13.599999999999987,10.399999999999999,17.499999999999996,0,10.1,,,,
151,10.499999999999998,0,36.100000000000264,10.699999999999998,13.599999999999987,10.399999999999999,17.8,0,10.1,,,,
152,10.499999999999998,0,36.100000000000264,10.699999999999998,13.599999999999987,10.399999999999999,17.8,0,10.1,,,,
153,10.499999999999998,0,36.100000000000264,10.699999999999998,13.599999999999987,10.399999999999999,17.8,0,10.1,,,,
154,10.499999999999998,0,36.70000000000027,10.699999999999998,13.599999999999987,10.399999999999999,18.700000000000006,0,10.1,,,,
155,10.499999999999998,0,37.30000000000028,10.699999999999998,13.599999999999987,10.399999999999999,19.600000000000012,0,10.1,,,,
156,10.599999999999998,0,37.30000000000028,10.699999999999998,13.599999999999987,10.399999999999999,19.600000000000012,0,10.1,,,,
157,10.599999999999998,0,37.40000000000028,10.699999999999998,13.599999999999987,10.399999999999999,19.700000000000014,0,10.1,,,,
158,10.599999999999998,0,37.600000000000286,10.799999999999997,13.599999999999987,10.399999999999999,19.800000000000015,0,10.1,,,,
159,10.599999999999998,0,38.200000000000294,10.799999999999997,13.599999999999987,10.399999999999999,20.70000000000002,0,10.1,,,,
160,10.599999999999998,0,38.6000000000003,10.799999999999997,13.599999999999987,10.399999999999999,21.000000000000025,0,10.1,,,,
161,10.599999999999998,0,38.6000000000003,10.799999999999997,13.599999999999987,10.399999999999999,21.000000000000025,0,10.1,,,,
162,10.599999999999998,0,39.000000000000306,10.799999999999997,13.599999999999987,10.399999999999999,21.30000000000003,0,10.1,,,,
163,10.599999999999998,0,39.10000000000031,10.799999999999997,13.599999999999987,10.399999999999999,21.40000000000003,0,10.1,,,,
164,10.599999999999998,0,39.10000000000031,10.799999999999997,13.899999999999986,10.399999999999999,21.40000000000003,0,10.6,,,,
165,10.599999999999998,0,39.50000000000031,10.799999999999997,13.899999999999986,10.399999999999999,21.700000000000035,0,10.6,,,,
166,10.599999999999998,0,39.50000000000031,10.799999999999997,14.099999999999985,10.399999999999999,21.700000000000035,0,11.1,,,,
167,10.599999999999998,0,39.50000000000031,10.799999999999997,14.099999999999985,10.399999999999999,21.700000000000035,0,11.1,,,,
168,10.599999999999998,0,39.600000000000314,10.799999999999997,14.099999999999985,10.399999999999999,21.800000000000036,0,11.1,,,,
169,10.599999999999998,0,39.90000000000032,10.799999999999997,14.099999999999985,10.399999999999999,22.50000000000004,0,11.1,,,,
170,10.599999999999998,0,40.10000000000032,10.799999999999997,14.099999999999985,10.499999999999998,22.60000000000004,0,11.1,,,,
171,10.599999999999998,0,40.20000000000032,10.799999999999997,14.099999999999985,10.499999999999998,22.800000000000043,0,11.1,,,,
172,10.599999999999998,0,40.400000000000325,10.799999999999997,14.099999999999985,10.499999999999998,22.900000000000045,0,11.1,,,,
173,10.599999999999998,0,40.400000000000325,10.799999999999997,14.099999999999985,10.499999999999998,22.900000000000045,0,11.1,10.0,,,
174,10.599999999999998,0,40.70000000000033,10.799999999999997,14.099999999999985,10.499999999999998,23.30000000000005,0,11.1,10.0,,,
175,10.599999999999998,0,41.100000000000335,10.799999999999997,14.099999999999985,10.499999999999998,23.30000000000005,0,11.1,10.0,,,
176,10.599999999999998,0,41.50000000000034,10.799999999999997,14.099999999999985,10.499999999999998,23.30000000000005,0,11.1,10.0,,,
177,10.599999999999998,0,41.50000000000034,10.799999999999997,14.099999999999985,10.499999999999998,23.30000000000005,0,11.1,0,10.0,,
178,10.599999999999998,0,41.50000000000034,10.799999999999997,14.199999999999985,10.499999999999998,23.30000000000005,0,11.1,0,10.1,,
179,10.599999999999998,0,41.60000000000034,10.799999999999997,14.199999999999985,10.499999999999998,23.30000000000005,0,11.1,0,10.1,,
180,10.599999999999998,0,41.60000000000034,10.799999999999997,14.199999999999985,10.499999999999998,23.30000000000005,0,11.1,0,10.2,,
181,10.599999999999998,0,41.700000000000344,10.799999999999997,14.199999999999985,10.499999999999998,23.30000000000005,0,11.1,0,10.2,,
182,10.599999999999998,0,42.00000000000035,10.799999999999997,14.199999999999985,10.499999999999998,23.30000000000005,0,11.1,0,10.2,,
183,10.599999999999998,0,42.10000000000035,11.099999999999996,14.199999999999985,10.499999999999998,23.30000000000005,0,11.6,0,10.2,,
184,10.599999999999998,0,42.20000000000035,11.399999999999995,14.199999999999985,10.499999999999998,23.30000000000005,0,12.1,0,10.2,,
185,10.599999999999998,0,42.80000000000036,11.399999999999995,14.199999999999985,10.499999999999998,23.80000000000005,0,12.1,0,10.2,,
186,10.599999999999998,0,43.200000000000365,11.399999999999995,14.199999999999985,10.499999999999998,23.80000000000005,0,12.1,0,10.2,,
187,10.599999999999998,0,43.200000000000365,11.399999999999995,14.199999999999985,10.499999999999998,23.80000000000005,0,12.1,0,10.299999999999999,,
188,10.599999999999998,0,43.200000000000365,11.399999999999995,14.299999999999985,10.499999999999998,23.80000000000005,0,12.1,0,10.399999999999999,,
189,10.599999999999998,0,43.50000000000037,11.399999999999995,14.299999999999985,10.499999999999998,23.900000000000052,0,12.1,0,10.399999999999999,,
190,10.599999999999998,0,43.800000000000374,11.399999999999995,14.299999999999985,10.499999999999998,23.900000000000052,0,12.1,0,10.399999999999999,,
191,10.599999999999998,0,44.20000000000038,11.399999999999995,14.299999999999985,10.499999999999998,24.000000000000053,0,12.1,0,10.399999999999999,,
192,10.599999999999998,0,44.20000000000038,11.399999999999995,14.399999999999984,10.499999999999998,24.000000000000053,0,12.1,0,10.499999999999998,,
193,10.599999999999998,0,44.20000000000038,11.399999999999995,14.499999999999984,10.499999999999998,24.000000000000053,0,12.1,0,10.599999999999998,,
194,10.599999999999998,0,44.20000000000038,11.399999999999995,14.799999999999983,10.499999999999998,24.000000000000053,0,12.6,0,10.699999999999998,,
195,10.599999999999998,0,44.20000000000038,11.399999999999995,14.799999999999983,10.499999999999998,24.000000000000053,0,12.6,0,10.799999999999997,,
196,10.599999999999998,0,44.600000000000385,11.399999999999995,14.799999999999983,10.499999999999998,24.000000000000053,0,12.6,0,10.799999999999997,,
197,10.599999999999998,0,44.80000000000039,11.399999999999995,14.799999999999983,10.499999999999998,24.000000000000053,0,12.6,0,10.799999999999997,,
198,10.599999999999998,0,45.00000000000039,11.399999999999995,14.799999999999983,10.499999999999998,24.000000000000053,0,12.6,0,10.799999999999997,,
199,10.599999999999998,0,45.200000000000394,11.399999999999995,14.799999999999983,10.499999999999998,24.000000000000053,0,12.6,0,10.799999999999997,,
200,10.599999999999998,0,45.4000000000004,11.399999999999995,14.799999999999983,10.499999999999998,24.000000000000053,0,12.6,0,10.799999999999997,,
201,10.599999999999998,0,45.6000000000004,11.399999999999995,14.799999999999983,10.499999999999998,24.100000000000055,0,12.6,0,10.799999999999997,,
202,10.599999999999998,0,45.8000000000004,11.399999999999995,14.799999999999983,10.499999999999998,24.100000000000055,0,12.6,0,10.799999999999997,,
203,10.599999999999998,0,45.8000000000004,11.399999999999995,14.899999999999983,10.499999999999998,24.100000000000055,0,12.6,0,10.899999999999997,,
204,10.599999999999998,0,45.8000000000004,11.399999999999995,15.199999999999982,10.499999999999998,24.100000000000055,0,13.1,0,10.999999999999996,,
205,10.599999999999998,0,45.8000000000004,11.399999999999995,15.299999999999981,10.499999999999998,24.100000000000055,0,13.1,0,11.099999999999996,,
206,10.599999999999998,0,45.8000000000004,11.399999999999995,15.49999999999998,10.499999999999998,24.100000000000055,0,13.6,0,11.199999999999996,,
207,10.599999999999998,0,46.000000000000405,11.399999999999995,15.49999999999998,10.499999999999998,24.100000000000055,0,13.6,0,11.199999999999996,,
208,10.599999999999998,0,46.40000000000041,11.399999999999995,15.49999999999998,10.499999999999998,24.100000000000055,0,13.6,0,11.199999999999996,,
209,10.599999999999998,0,46.40000000000041,11.399999999999995,15.59999999999998,10.499999999999998,24.100000000000055,0,13.6,0,11.299999999999995,,
210,10.599999999999998,0,46.50000000000041,11.399999999999995,15.59999999999998,10.499999999999998,24.100000000000055,0,13.6,0,11.299999999999995,,
211,10.599999999999998,0,46.60000000000041,11.399999999999995,15.59999999999998,10.599999999999998,24.100000000000055,0,13.6,0,11.299999999999995,,
212,10.599999999999998,0,46.60000000000041,11.399999999999995,15.69999999999998,10.599999999999998,24.100000000000055,0,13.6,0,11.399999999999995,,
213,10.599999999999998,0,47.20000000000042,11.399999999999995,15.69999999999998,10.599999999999998,24.600000000000055,0,13.6,0,11.399999999999995,,
214,10.599999999999998,0,47.60000000000043,11.399999999999995,15.69999999999998,10.599999999999998,24.600000000000055,0,13.6,0,11.399999999999995,,
215,10.599999999999998,0,47.70000000000043,11.399999999999995,15.69999999999998,10.799999999999997,25.100000000000055,0,13.6,0,11.399999999999995,,
216,10.599999999999998,0,48.100000000000435,11.399999999999995,15.69999999999998,10.799999999999997,25.100000000000055,0,13.6,0,11.399999999999995,,
217,10.599999999999998,0,48.200000000000436,11.399999999999995,15.69999999999998,10.799999999999997,25.100000000000055,0,13.7,0,11.399999999999995,,
218,10.599999999999998,0,48.200000000000436,11.399999999999995,15.79999999999998,10.799999999999997,25.100000000000055,0,13.7,0,11.399999999999995,,
219,10.599999999999998,0,48.40000000000044,11.399999999999995,15.79999999999998,10.799999999999997,25.100000000000055,0,13.7,0,11.399999999999995,,
220,10.599999999999998,0,48.50000000000044,11.499999999999995,15.79999999999998,10.799999999999997,25.100000000000055,0,13.7,0,11.399999999999995,,
221,10.599999999999998,0,48.900000000000446,11.499999999999995,15.79999999999998,10.799999999999997,25.600000000000055,0,13.7,0,11.399999999999995,,
222,10.599999999999998,0,49.00000000000045,11.599999999999994,15.79999999999998,10.799999999999997,25.600000000000055,0,13.7,0,11.399999999999995,,
223,10.599999999999998,0,49.40000000000045,11.599999999999994,15.79999999999998,10.799999999999997,25.600000000000055,0,13.7,0,11.399999999999995,,
224,10.599999999999998,0,49.80000000000046,11.599999999999994,15.79999999999998,10.799999999999997,25.600000000000055,0,13.7,0,11.399999999999995,,
225,10.599999999999998,0,50.200000000000465,11.599999999999994,15.79999999999998,10.799999999999997,25.700000000000056,0,13.7,0,11.399999999999995,,
226,10.599999999999998,0,50.200000000000465,11.599999999999994,15.899999999999979,10.799999999999997,25.700000000000056,0,13.7,0,11.399999999999995,,
227,10.599999999999998,0,50.60000000000047,11.599999999999994,15.899999999999979,10.799999999999997,25.700000000000056,0,13.7,0,11.399999999999995,,
228,10.599999999999998,0,51.000000000000476,11.599999999999994,15.899999999999979,10.799999999999997,25.700000000000056,0,13.7,0,11.399999999999995,,
229,10.599999999999998,0,51.000000000000476,11.599999999999994,15.999999999999979,10.799999999999997,25.700000000000056,0,13.7,0,11.499999999999995,,
230,10.599999999999998,0,51.000000000000476,11.599999999999994,15.999999999999979,10.799999999999997,25.700000000000056,0,13.7,0,11.499999999999995,,
231,10.599999999999998,0,51.000000000000476,11.599999999999994,15.999999999999979,10.799999999999997,25.700000000000056,0,13.7,0,11.499999999999995,,
232,10.599999999999998,0,51.10000000000048,11.699999999999994,15.999999999999979,10.799999999999997,25.700000000000056,0,13.7,0,11.499999999999995,,
233,10.599999999999998,0,51.700000000000486,11.699999999999994,15.999999999999979,10.799999999999997,26.200000000000056,0,13.7,0,11.499999999999995,,
234,10.599999999999998,0,52.10000000000049,11.699999999999994,15.999999999999979,10.799999999999997,26.200000000000056,0,13.7,0,11.499999999999995,,
235,10.599999999999998,0,52.20000000000049,11.799999999999994,15.999999999999979,10.799999999999997,26.200000000000056,0,13.7,0,11.499999999999995,,
236,10.599999999999998,0,52.300000000000495,11.899999999999993,15.999999999999979,10.799999999999997,26.200000000000056,0,13.7,0,11.499999999999995,,
237,10.599999999999998,0,52.300000000000495,11.899999999999993,16.09999999999998,10.899999999999997,26.200000000000056,0,13.7,0,11.499999999999995,,
238,10.599999999999998,0,52.5000000000005,11.899999999999993,16.09999999999998,10.899999999999997,26.200000000000056,0,13.7,0,11.499999999999995,,
239,10.599999999999998,0,52.6000000000005,11.899999999999993,16.09999999999998,10.899999999999997,26.200000000000056,0,13.7,0,11.499999999999995,,
240,10.599999999999998,0,52.6000000000005,11.899999999999993,16.09999999999998,10.899999999999997,26.200000000000056,0,13.7,0,11.599999999999994,,
241,10.599999999999998,0,53.000000000000504,11.899999999999993,16.09999999999998,10.899999999999997,26.200000000000056,0,13.7,0,11.599999999999994,,
242,10.599999999999998,0,53.40000000000051,11.899999999999993,16.09999999999998,10.999999999999996,26.200000000000056,0,13.7,0,11.599999999999994,,
243,10.599999999999998,0,53.40000000000051,11.899999999999993,16.19999999999998,10.999999999999996,26.200000000000056,0,13.7,0,11.699999999999994,,
244,10.599999999999998,0,53.40000000000051,11.899999999999993,16.299999999999983,10.999999999999996,26.200000000000056,0,13.7,0,11.799999999999994,,
