Line,{'+definite'} - False,{'-definite'} - False,{'+atomic'} - True,{'-atomic'} - True
0,10.1,10.0,10.1,10.0
1,10.2,10.0,10.1,10.1
2,10.2,10.0,10.1,10.1
3,10.299999999999999,10.0,10.2,10.1
4,10.399999999999999,10.0,10.299999999999999,10.1
5,10.399999999999999,10.0,10.299999999999999,10.1
6,10.399999999999999,10.0,10.299999999999999,10.1
7,10.399999999999999,10.0,10.299999999999999,10.1
8,10.399999999999999,10.0,10.299999999999999,10.1
9,10.399999999999999,10.0,10.299999999999999,10.1
10,10.399999999999999,10.1,10.399999999999999,10.1
11,10.399999999999999,10.1,10.399999999999999,10.1
12,10.399999999999999,10.1,10.399999999999999,10.1
13,10.399999999999999,10.1,10.399999999999999,10.1
14,10.499999999999998,10.1,10.499999999999998,10.1
15,10.499999999999998,10.1,10.499999999999998,10.1
16,10.499999999999998,10.1,10.499999999999998,10.1
17,10.499999999999998,10.1,10.499999999999998,10.1
18,10.499999999999998,10.1,10.499999999999998,10.1
19,10.499999999999998,10.1,10.499999999999998,10.1
20,10.499999999999998,10.1,10.499999999999998,10.1
21,10.499999999999998,10.1,10.499999999999998,10.1
22,10.599999999999998,10.1,10.499999999999998,10.2
23,10.699999999999998,10.1,10.599999999999998,10.2
24,10.699999999999998,10.1,10.599999999999998,10.2
25,10.799999999999997,10.1,10.699999999999998,10.2
26,10.899999999999997,10.1,10.799999999999997,10.2
27,10.899999999999997,10.1,10.799999999999997,10.2
28,10.999999999999996,10.1,10.899999999999997,10.2
29,10.999999999999996,10.1,10.899999999999997,10.2
30,11.099999999999996,10.1,10.999999999999996,10.2
31,11.099999999999996,10.1,10.999999999999996,10.2
32,11.199999999999996,10.1,11.099999999999996,10.2
33,11.199999999999996,10.1,11.099999999999996,10.2
34,11.199999999999996,10.1,11.099999999999996,10.2
35,11.199999999999996,10.1,11.099999999999996,10.2
36,11.199999999999996,10.1,11.099999999999996,10.2
37,11.199999999999996,10.1,11.099999999999996,10.2
38,11.199999999999996,10.1,11.099999999999996,10.2
39,11.199999999999996,10.1,11.099999999999996,10.2
40,11.199999999999996,10.1,11.099999999999996,10.2
41,11.199999999999996,10.1,11.099999999999996,10.2
42,11.199999999999996,10.1,11.099999999999996,10.2
43,11.199999999999996,10.1,11.099999999999996,10.2
44,11.199999999999996,10.1,11.099999999999996,10.2
45,11.199999999999996,10.1,11.099999999999996,10.2
46,11.299999999999995,10.1,11.199999999999996,10.2
47,11.399999999999995,10.1,11.199999999999996,10.299999999999999
48,11.399999999999995,10.1,11.199999999999996,10.299999999999999
49,11.499999999999995,10.1,11.299999999999995,10.299999999999999
50,11.499999999999995,10.1,11.299999999999995,10.299999999999999
51,11.499999999999995,10.1,11.299999999999995,10.299999999999999
52,11.499999999999995,10.1,11.299999999999995,10.299999999999999
53,11.499999999999995,10.1,11.299999999999995,10.299999999999999
54,11.499999999999995,10.1,11.299999999999995,10.299999999999999
55,11.499999999999995,10.1,11.299999999999995,10.299999999999999
56,11.599999999999994,10.1,11.399999999999995,10.299999999999999
57,11.699999999999994,10.1,11.499999999999995,10.299999999999999
58,11.699999999999994,10.1,11.499999999999995,10.299999999999999
59,11.699999999999994,10.1,11.499999999999995,10.299999999999999
60,11.699999999999994,10.1,11.499999999999995,10.299999999999999
61,11.699999999999994,10.1,11.499999999999995,10.299999999999999
62,11.699999999999994,10.1,11.499999999999995,10.299999999999999
63,11.699999999999994,10.1,11.499999999999995,10.299999999999999
64,11.699999999999994,10.2,11.599999999999994,10.299999999999999
65,11.699999999999994,10.2,11.599999999999994,10.299999999999999
66,11.699999999999994,10.2,11.599999999999994,10.299999999999999
67,11.699999999999994,10.2,11.599999999999994,10.299999999999999
68,11.699999999999994,10.2,11.599999999999994,10.299999999999999
69,11.699999999999994,10.2,11.599999999999994,10.299999999999999
70,11.699999999999994,10.2,11.599999999999994,10.299999999999999
71,11.699999999999994,10.299999999999999,11.699999999999994,10.299999999999999
72,11.699999999999994,10.299999999999999,11.699999999999994,10.299999999999999
73,11.699999999999994,10.299999999999999,11.699999999999994,10.299999999999999
74,11.699999999999994,10.299999999999999,11.699999999999994,10.299999999999999
75,11.799999999999994,10.299999999999999,11.799999999999994,10.299999999999999
76,11.799999999999994,10.299999999999999,11.799999999999994,10.299999999999999
77,11.799999999999994,10.299999999999999,11.799999999999994,10.299999999999999
78,11.799999999999994,10.299999999999999,11.799999999999994,10.299999999999999
79,11.799999999999994,10.299999999999999,11.799999999999994,10.299999999999999
80,11.799999999999994,10.299999999999999,11.799999999999994,10.299999999999999
81,11.799999999999994,10.299999999999999,11.799999999999994,10.299999999999999
82,11.799999999999994,10.299999999999999,11.799999999999994,10.299999999999999
83,11.899999999999993,10.299999999999999,11.899999999999993,10.299999999999999
84,11.899999999999993,10.299999999999999,11.899999999999993,10.299999999999999
85,11.899999999999993,10.299999999999999,11.899999999999993,10.299999999999999
86,11.899999999999993,10.299999999999999,11.899999999999993,10.299999999999999
87,11.899999999999993,10.299999999999999,11.899999999999993,10.299999999999999
88,11.899999999999993,10.299999999999999,11.899999999999993,10.299999999999999
89,11.899999999999993,10.299999999999999,11.899999999999993,10.299999999999999
90,11.899999999999993,10.299999999999999,11.899999999999993,10.299999999999999
91,11.899999999999993,10.299999999999999,11.899999999999993,10.299999999999999
92,11.999999999999993,10.299999999999999,11.999999999999993,10.299999999999999
93,11.999999999999993,10.299999999999999,11.999999999999993,10.299999999999999
94,11.999999999999993,10.299999999999999,11.999999999999993,10.299999999999999
95,12.099999999999993,10.299999999999999,12.099999999999993,10.299999999999999
96,12.099999999999993,10.299999999999999,12.099999999999993,10.299999999999999
97,12.099999999999993,10.299999999999999,12.099999999999993,10.299999999999999
98,12.099999999999993,10.299999999999999,12.099999999999993,10.299999999999999
99,12.099999999999993,10.299999999999999,12.099999999999993,10.299999999999999
100,12.099999999999993,10.299999999999999,12.099999999999993,10.299999999999999
101,12.199999999999992,10.299999999999999,12.199999999999992,10.299999999999999
102,12.199999999999992,10.299999999999999,12.199999999999992,10.299999999999999
103,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
104,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
105,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
106,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
107,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
108,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
109,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
110,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
111,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
112,12.299999999999992,10.299999999999999,12.299999999999992,10.299999999999999
113,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
114,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
115,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
116,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
117,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
118,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
119,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
120,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
121,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
122,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
123,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
124,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
125,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
126,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
127,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
128,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
129,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
130,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
131,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
132,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
133,12.399999999999991,10.299999999999999,12.399999999999991,10.299999999999999
134,12.499999999999991,10.299999999999999,12.499999999999991,10.299999999999999
135,12.499999999999991,10.299999999999999,12.499999999999991,10.299999999999999
136,12.499999999999991,10.299999999999999,12.499999999999991,10.299999999999999
137,12.499999999999991,10.299999999999999,12.499999999999991,10.299999999999999
138,12.59999999999999,10.299999999999999,12.59999999999999,10.299999999999999
139,12.69999999999999,10.299999999999999,12.69999999999999,10.299999999999999
140,12.79999999999999,10.299999999999999,12.79999999999999,10.299999999999999
141,12.79999999999999,10.299999999999999,12.79999999999999,10.299999999999999
142,12.79999999999999,10.299999999999999,12.79999999999999,10.299999999999999
143,12.79999999999999,10.299999999999999,12.79999999999999,10.299999999999999
144,12.79999999999999,10.299999999999999,12.79999999999999,10.299999999999999
145,12.79999999999999,10.299999999999999,12.79999999999999,10.299999999999999
146,12.79999999999999,10.299999999999999,12.79999999999999,10.299999999999999
147,12.79999999999999,10.299999999999999,12.79999999999999,10.299999999999999
148,12.89999999999999,10.299999999999999,12.89999999999999,10.299999999999999
149,12.89999999999999,10.299999999999999,12.89999999999999,10.299999999999999
150,12.89999999999999,10.299999999999999,12.89999999999999,10.299999999999999
151,12.99999999999999,10.299999999999999,12.99999999999999,10.299999999999999
152,12.99999999999999,10.299999999999999,12.99999999999999,10.299999999999999
153,12.99999999999999,10.299999999999999,12.99999999999999,10.299999999999999
154,13.099999999999989,10.299999999999999,13.099999999999989,10.299999999999999
155,13.199999999999989,10.299999999999999,13.199999999999989,10.299999999999999
156,13.299999999999988,10.299999999999999,13.299999999999988,10.299999999999999
