Line,"{'+atomic', '+definite'} - definite - a_2","{'+definite', '-atomic'} - definite - i_1","{'+atomic', '+definite'} - definite - o_1","{'+atomic', '-definite'} - definite - a_2","{'+atomic', '-definite'} - definite - o_1","{'+definite', '-atomic'} - definite - e_2","{'+atomic', '-definite'} - definite - a_3","{'+atomic', '+definite'} - definite - o_3",{'+atomic'} - definite - a_2
67,10.39999999999998,6.899999999999992,5.899999999999996,4.200000000000002,2.300000000000001,3.6000000000000023,,,
68,10.49999999999998,6.899999999999992,5.999999999999996,4.200000000000002,2.300000000000001,3.9000000000000026,,,
69,10.49999999999998,6.999999999999992,6.2999999999999945,4.200000000000002,2.4000000000000012,4.000000000000003,,,
70,10.79999999999998,7.099999999999992,6.2999999999999945,4.300000000000002,2.4000000000000012,4.100000000000002,,,
71,10.79999999999998,7.099999999999992,6.399999999999994,4.300000000000002,2.5000000000000013,4.100000000000002,,,
72,10.899999999999979,7.299999999999991,6.499999999999994,4.300000000000002,2.5000000000000013,4.100000000000002,,,
73,10.899999999999979,7.299999999999991,6.599999999999993,4.300000000000002,2.6000000000000014,4.100000000000002,,,
74,10.999999999999979,7.49999999999999,6.699999999999993,4.300000000000002,2.6000000000000014,4.100000000000002,,,
75,11.299999999999978,7.59999999999999,6.699999999999993,4.400000000000001,2.6000000000000014,4.200000000000002,,,
76,11.399999999999977,7.799999999999989,6.799999999999993,4.400000000000001,2.6000000000000014,4.200000000000002,,,
77,11.699999999999976,7.899999999999989,6.799999999999993,4.500000000000001,2.6000000000000014,4.300000000000002,,,
78,11.699999999999976,7.9999999999999885,7.099999999999992,4.500000000000001,2.7000000000000015,4.400000000000001,,,
79,11.699999999999976,7.9999999999999885,7.199999999999991,4.500000000000001,2.8000000000000016,4.400000000000001,,,
80,11.699999999999976,8.099999999999989,7.59999999999999,4.500000000000001,2.9000000000000017,4.500000000000001,,,
81,11.799999999999976,8.299999999999988,7.6999999999999895,4.500000000000001,2.9000000000000017,4.500000000000001,,,
82,11.799999999999976,8.399999999999988,7.9999999999999885,4.500000000000001,3.0000000000000018,4.6000000000000005,,,
83,12.199999999999974,8.499999999999988,7.9999999999999885,4.6000000000000005,3.0000000000000018,4.7,,,
84,12.199999999999974,8.599999999999987,8.299999999999988,4.6000000000000005,3.100000000000002,4.8,,,
85,12.199999999999974,8.699999999999987,8.599999999999987,4.6000000000000005,3.200000000000002,4.8999999999999995,,,
86,12.199999999999974,8.799999999999986,8.999999999999986,4.6000000000000005,3.300000000000002,4.999999999999999,,,
87,12.199999999999974,8.899999999999986,9.299999999999985,4.6000000000000005,3.400000000000002,5.099999999999999,,,
88,12.199999999999974,8.999999999999986,9.599999999999984,4.6000000000000005,3.500000000000002,5.199999999999998,,,
89,12.299999999999974,8.999999999999986,9.599999999999984,4.7,3.500000000000002,5.199999999999998,,,
90,12.399999999999974,8.999999999999986,9.699999999999983,4.7,3.500000000000002,5.399999999999998,,,
91,12.499999999999973,8.999999999999986,9.699999999999983,4.8999999999999995,3.500000000000002,5.399999999999998,,,
92,12.799999999999972,9.099999999999985,9.699999999999983,4.999999999999999,3.500000000000002,5.499999999999997,,,
93,12.799999999999972,9.199999999999985,9.999999999999982,4.999999999999999,3.6000000000000023,5.599999999999997,,,
94,12.799999999999972,9.299999999999985,10.299999999999981,4.999999999999999,3.7000000000000024,5.699999999999997,,,
95,13.19999999999997,9.399999999999984,10.299999999999981,5.099999999999999,3.7000000000000024,5.799999999999996,,,
96,13.19999999999997,9.499999999999984,10.59999999999998,5.099999999999999,3.8000000000000025,5.899999999999996,,,
97,13.59999999999997,9.599999999999984,10.59999999999998,5.199999999999998,3.8000000000000025,5.999999999999996,,,
98,13.899999999999968,9.699999999999983,10.59999999999998,5.299999999999998,3.8000000000000025,6.099999999999995,,,
99,13.899999999999968,9.799999999999983,10.999999999999979,5.299999999999998,3.9000000000000026,6.199999999999995,,,
100,14.199999999999967,9.899999999999983,10.999999999999979,5.399999999999998,3.9000000000000026,6.2999999999999945,,,
101,14.499999999999966,9.999999999999982,10.999999999999979,5.499999999999997,3.9000000000000026,6.399999999999994,,,
102,14.799999999999965,10.099999999999982,10.999999999999979,5.599999999999997,3.9000000000000026,6.499999999999994,,,
103,15.099999999999964,10.199999999999982,10.999999999999979,5.699999999999997,3.9000000000000026,6.599999999999993,,,
104,15.399999999999963,10.299999999999981,10.999999999999979,5.799999999999996,3.9000000000000026,6.699999999999993,,,
105,15.699999999999962,10.39999999999998,10.999999999999979,5.899999999999996,3.9000000000000026,6.799999999999993,,,
106,15.999999999999961,10.49999999999998,10.999999999999979,5.999999999999996,3.9000000000000026,6.899999999999992,,,
107,15.999999999999961,10.59999999999998,11.299999999999978,5.999999999999996,4.000000000000003,6.999999999999992,,,
108,15.999999999999961,10.69999999999998,11.599999999999977,5.999999999999996,4.100000000000002,7.099999999999992,,,
109,16.099999999999962,10.69999999999998,11.699999999999976,5.999999999999996,4.100000000000002,7.299999999999991,,,
110,16.099999999999962,10.79999999999998,12.099999999999975,5.999999999999996,4.200000000000002,7.399999999999991,,,
111,16.499999999999968,10.899999999999979,12.099999999999975,6.099999999999995,4.200000000000002,7.49999999999999,,,
112,16.799999999999972,10.999999999999979,12.099999999999975,6.199999999999995,4.200000000000002,7.59999999999999,,,
113,17.199999999999978,11.099999999999978,12.099999999999975,6.2999999999999945,4.200000000000002,7.6999999999999895,,,
114,17.199999999999978,11.199999999999978,12.399999999999974,6.2999999999999945,4.300000000000002,7.799999999999989,,,
115,17.199999999999978,11.299999999999978,12.699999999999973,6.2999999999999945,4.400000000000001,7.899999999999989,,,
116,17.29999999999998,11.499999999999977,12.799999999999972,6.2999999999999945,4.400000000000001,7.899999999999989,,,
117,17.599999999999984,11.599999999999977,12.799999999999972,6.399999999999994,4.400000000000001,7.9999999999999885,,,
118,17.599999999999984,11.699999999999976,13.19999999999997,6.399999999999994,4.500000000000001,8.099999999999989,,,
119,17.899999999999988,11.799999999999976,13.19999999999997,6.499999999999994,4.500000000000001,8.199999999999989,,,
120,18.199999999999992,11.899999999999975,13.19999999999997,6.599999999999993,4.500000000000001,8.299999999999988,,,
121,18.499999999999996,11.999999999999975,13.19999999999997,6.699999999999993,4.500000000000001,8.399999999999988,,,
122,18.499999999999996,12.099999999999975,13.49999999999997,6.699999999999993,4.6000000000000005,8.499999999999988,,,
123,18.499999999999996,12.199999999999974,13.799999999999969,6.699999999999993,4.7,8.599999999999987,,,
124,18.499999999999996,12.199999999999974,13.899999999999968,6.699999999999993,4.8,8.599999999999987,,,
125,18.499999999999996,12.199999999999974,13.999999999999968,6.699999999999993,4.8999999999999995,8.599999999999987,,,
126,18.499999999999996,12.299999999999974,14.299999999999967,6.699999999999993,4.999999999999999,8.699999999999987,,,
127,18.499999999999996,12.399999999999974,14.599999999999966,6.699999999999993,5.099999999999999,8.799999999999986,,,
128,18.499999999999996,12.399999999999974,14.699999999999966,6.699999999999993,5.199999999999998,8.799999999999986,,,
129,18.499999999999996,12.499999999999973,14.999999999999964,6.699999999999993,5.299999999999998,8.899999999999986,,,
130,18.499999999999996,12.599999999999973,15.299999999999963,6.699999999999993,5.399999999999998,8.999999999999986,,,
131,18.900000000000002,12.699999999999973,15.299999999999963,6.799999999999993,5.399999999999998,9.099999999999985,,,
132,19.000000000000004,12.899999999999972,15.399999999999963,6.799999999999993,5.399999999999998,9.099999999999985,,,
133,19.000000000000004,12.999999999999972,15.799999999999962,6.799999999999993,5.499999999999997,9.199999999999985,,,
134,19.000000000000004,13.099999999999971,16.099999999999962,6.799999999999993,5.599999999999997,9.299999999999985,,,
135,19.000000000000004,13.19999999999997,16.399999999999967,6.799999999999993,5.699999999999997,9.399999999999984,,,
136,19.000000000000004,13.29999999999997,16.69999999999997,6.799999999999993,5.799999999999996,9.499999999999984,,,
137,19.000000000000004,13.39999999999997,16.999999999999975,6.799999999999993,5.899999999999996,9.599999999999984,,,
138,19.300000000000008,13.49999999999997,16.999999999999975,6.899999999999992,5.899999999999996,9.699999999999983,,,
139,19.300000000000008,13.59999999999997,17.29999999999998,6.899999999999992,5.999999999999996,9.799999999999983,,,
140,19.600000000000012,13.699999999999969,17.29999999999998,6.999999999999992,5.999999999999996,9.899999999999983,,,
141,19.600000000000012,13.799999999999969,17.599999999999984,6.999999999999992,6.099999999999995,9.999999999999982,,,
142,19.600000000000012,13.899999999999968,17.899999999999988,6.999999999999992,6.199999999999995,10.099999999999982,,,
143,19.600000000000012,13.999999999999968,18.299999999999994,6.999999999999992,6.2999999999999945,10.199999999999982,,,
144,19.900000000000016,14.099999999999968,18.299999999999994,7.099999999999992,6.2999999999999945,10.299999999999981,,,
145,19.900000000000016,14.199999999999967,18.599999999999998,7.099999999999992,6.399999999999994,10.39999999999998,,,
146,20.300000000000022,14.299999999999967,18.599999999999998,7.199999999999991,6.399999999999994,10.49999999999998,,,
147,20.300000000000022,14.299999999999967,18.7,7.199999999999991,6.499999999999994,10.49999999999998,,,
148,20.600000000000026,14.399999999999967,18.7,7.299999999999991,6.499999999999994,10.59999999999998,,,
149,20.600000000000026,14.499999999999966,19.000000000000004,7.299999999999991,6.599999999999993,10.69999999999998,,,
150,20.600000000000026,14.599999999999966,19.300000000000008,7.299999999999991,6.699999999999993,10.79999999999998,,,
151,21.000000000000032,14.699999999999966,19.300000000000008,7.399999999999991,6.699999999999993,10.899999999999979,,,
152,21.000000000000032,14.799999999999965,19.600000000000012,7.399999999999991,6.799999999999993,10.999999999999979,,,
153,21.000000000000032,14.799999999999965,19.700000000000014,7.399999999999991,6.899999999999992,10.999999999999979,,,
154,21.300000000000036,14.899999999999965,19.700000000000014,7.49999999999999,6.899999999999992,11.099999999999978,,,
155,21.700000000000042,14.999999999999964,19.700000000000014,7.59999999999999,6.899999999999992,11.199999999999978,,,
156,21.700000000000042,15.099999999999964,20.000000000000018,7.59999999999999,6.999999999999992,11.299999999999978,,,
157,21.800000000000043,15.399999999999963,20.10000000000002,7.59999999999999,6.999999999999992,11.299999999999978,,,
158,21.900000000000045,15.599999999999962,20.20000000000002,7.59999999999999,6.999999999999992,11.299999999999978,,,
159,22.20000000000005,15.699999999999962,20.20000000000002,7.6999999999999895,6.999999999999992,11.399999999999977,,,
160,22.600000000000055,15.799999999999962,20.20000000000002,7.799999999999989,6.999999999999992,11.499999999999977,,,
161,22.600000000000055,15.899999999999961,20.500000000000025,7.799999999999989,7.099999999999992,11.599999999999977,,,
162,23.00000000000006,15.999999999999961,20.500000000000025,7.899999999999989,7.099999999999992,11.699999999999976,,,
163,23.100000000000062,15.999999999999961,20.600000000000026,7.899999999999989,7.099999999999992,11.999999999999975,,,
164,23.100000000000062,16.099999999999962,20.90000000000003,7.899999999999989,7.199999999999991,12.099999999999975,,,
165,23.500000000000068,16.199999999999964,20.90000000000003,7.9999999999999885,7.199999999999991,12.199999999999974,,,
166,23.500000000000068,16.299999999999965,21.200000000000035,7.9999999999999885,7.299999999999991,12.299999999999974,,,
167,23.500000000000068,16.399999999999967,21.50000000000004,7.9999999999999885,7.399999999999991,12.399999999999974,,,
168,23.60000000000007,16.399999999999967,21.50000000000004,8.099999999999989,7.399999999999991,12.399999999999974,,,
169,23.70000000000007,16.399999999999967,21.50000000000004,8.199999999999989,7.399999999999991,12.399999999999974,,,
170,23.80000000000007,16.399999999999967,21.50000000000004,8.299999999999988,7.399999999999991,12.399999999999974,,,
171,23.900000000000073,16.399999999999967,21.50000000000004,8.399999999999988,7.399999999999991,12.399999999999974,,,
172,24.000000000000075,16.399999999999967,21.50000000000004,8.499999999999988,7.399999999999991,12.399999999999974,,,
173,24.000000000000075,16.399999999999967,21.50000000000004,8.499999999999988,7.399999999999991,12.399999999999974,,,
174,24.30000000000008,16.499999999999968,21.50000000000004,8.599999999999987,7.399999999999991,12.499999999999973,,,
175,24.600000000000083,16.59999999999997,21.50000000000004,8.699999999999987,7.399999999999991,12.599999999999973,,,
176,24.900000000000087,16.69999999999997,21.50000000000004,8.799999999999986,7.399999999999991,12.699999999999973,,,
177,24.900000000000087,16.799999999999972,21.800000000000043,8.799999999999986,7.49999999999999,12.799999999999972,1,1.1,
178,24.900000000000087,16.899999999999974,22.100000000000048,8.799999999999986,7.59999999999999,12.899999999999972,1.1,1.3000000000000003,
179,25.00000000000009,16.899999999999974,22.100000000000048,8.999999999999986,7.59999999999999,12.899999999999972,1.1,1.3000000000000003,1
180,25.00000000000009,16.999999999999975,22.400000000000052,8.999999999999986,7.6999999999999895,12.999999999999972,1.2000000000000002,1.5000000000000004,1
181,25.10000000000009,17.199999999999978,22.500000000000053,8.999999999999986,7.6999999999999895,12.999999999999972,1.2000000000000002,1.5000000000000004,1
182,25.400000000000095,17.29999999999998,22.500000000000053,9.099999999999985,7.6999999999999895,13.099999999999971,1.2000000000000002,1.5000000000000004,1
183,25.500000000000096,17.499999999999982,22.600000000000055,9.099999999999985,7.6999999999999895,13.099999999999971,1.2000000000000002,1.5000000000000004,1
184,25.600000000000097,17.699999999999985,22.700000000000056,9.099999999999985,7.6999999999999895,13.099999999999971,1.2000000000000002,1.5000000000000004,1
185,25.9000000000001,17.799999999999986,22.700000000000056,9.199999999999985,7.6999999999999895,13.19999999999997,1.2000000000000002,1.5000000000000004,1
186,26.200000000000106,17.899999999999988,22.700000000000056,9.299999999999985,7.6999999999999895,13.29999999999997,1.2000000000000002,1.5000000000000004,1
187,26.200000000000106,17.99999999999999,23.00000000000006,9.299999999999985,7.799999999999989,13.39999999999997,1.3000000000000003,1.7000000000000006,1
188,26.200000000000106,18.09999999999999,23.400000000000066,9.299999999999985,7.899999999999989,13.49999999999997,1.4000000000000004,1.9000000000000008,1
189,26.50000000000011,18.199999999999992,23.400000000000066,9.399999999999984,7.899999999999989,13.59999999999997,1.4000000000000004,1.9000000000000008,1
190,26.800000000000114,18.299999999999994,23.400000000000066,9.499999999999984,7.899999999999989,13.699999999999969,1.4000000000000004,1.9000000000000008,1
191,27.10000000000012,18.399999999999995,23.400000000000066,9.599999999999984,7.899999999999989,13.799999999999969,1.4000000000000004,1.9000000000000008,1
192,27.10000000000012,18.499999999999996,23.70000000000007,9.599999999999984,7.9999999999999885,13.899999999999968,1.5000000000000004,2.100000000000001,1
193,27.10000000000012,18.599999999999998,24.000000000000075,9.599999999999984,8.099999999999989,13.999999999999968,1.6000000000000005,2.300000000000001,1
194,27.10000000000012,18.7,24.30000000000008,9.599999999999984,8.199999999999989,14.099999999999968,1.7000000000000006,2.5000000000000013,1
195,27.10000000000012,18.8,24.600000000000083,9.599999999999984,8.299999999999988,14.199999999999967,1.8000000000000007,2.7000000000000015,1
196,27.500000000000124,18.900000000000002,24.600000000000083,9.699999999999983,8.299999999999988,14.299999999999967,1.8000000000000007,2.7000000000000015,1
197,27.600000000000126,18.900000000000002,24.600000000000083,9.899999999999983,8.299999999999988,14.299999999999967,1.8000000000000007,2.7000000000000015,1.1
198,27.700000000000127,18.900000000000002,24.600000000000083,10.099999999999982,8.299999999999988,14.299999999999967,1.8000000000000007,2.7000000000000015,1.2000000000000002
199,27.80000000000013,18.900000000000002,24.600000000000083,10.299999999999981,8.299999999999988,14.299999999999967,1.8000000000000007,2.7000000000000015,1.3000000000000003
200,27.90000000000013,18.900000000000002,24.600000000000083,10.49999999999998,8.299999999999988,14.299999999999967,1.8000000000000007,2.7000000000000015,1.4000000000000004
201,28.00000000000013,18.900000000000002,24.600000000000083,10.69999999999998,8.299999999999988,14.299999999999967,1.8000000000000007,2.7000000000000015,1.5000000000000004
202,28.100000000000133,18.900000000000002,24.600000000000083,10.899999999999979,8.299999999999988,14.299999999999967,1.8000000000000007,2.7000000000000015,1.6000000000000005
203,28.100000000000133,19.000000000000004,25.00000000000009,10.899999999999979,8.399999999999988,14.399999999999967,1.9000000000000008,2.9000000000000017,1.6000000000000005
204,28.100000000000133,19.100000000000005,25.300000000000093,10.899999999999979,8.499999999999988,14.499999999999966,2.000000000000001,3.100000000000002,1.6000000000000005
205,28.100000000000133,19.200000000000006,25.600000000000097,10.899999999999979,8.599999999999987,14.599999999999966,2.100000000000001,3.300000000000002,1.6000000000000005
206,28.100000000000133,19.300000000000008,25.9000000000001,10.899999999999979,8.699999999999987,14.699999999999966,2.200000000000001,3.500000000000002,1.6000000000000005
207,28.200000000000134,19.300000000000008,25.9000000000001,11.199999999999978,8.699999999999987,14.699999999999966,2.200000000000001,3.500000000000002,1.7000000000000006
208,28.60000000000014,19.40000000000001,25.9000000000001,11.299999999999978,8.699999999999987,14.799999999999965,2.200000000000001,3.500000000000002,1.7000000000000006
209,28.60000000000014,19.50000000000001,26.200000000000106,11.299999999999978,8.799999999999986,14.899999999999965,2.300000000000001,3.7000000000000024,1.7000000000000006
210,28.70000000000014,19.700000000000014,26.300000000000107,11.299999999999978,8.799999999999986,14.899999999999965,2.300000000000001,3.7000000000000024,1.7000000000000006
211,28.800000000000143,19.700000000000014,26.40000000000011,11.299999999999978,8.799999999999986,15.099999999999964,2.300000000000001,3.7000000000000024,1.7000000000000006
212,28.800000000000143,19.800000000000015,26.700000000000113,11.299999999999978,8.899999999999986,15.199999999999964,2.4000000000000012,3.9000000000000026,1.7000000000000006
213,29.100000000000147,19.900000000000016,26.700000000000113,11.399999999999977,8.899999999999986,15.299999999999963,2.4000000000000012,3.9000000000000026,1.7000000000000006
214,29.40000000000015,20.000000000000018,26.700000000000113,11.499999999999977,8.899999999999986,15.399999999999963,2.4000000000000012,3.9000000000000026,1.7000000000000006
215,29.500000000000153,20.000000000000018,26.800000000000114,11.499999999999977,8.899999999999986,15.599999999999962,2.4000000000000012,3.9000000000000026,1.7000000000000006
216,29.800000000000157,20.10000000000002,26.800000000000114,11.599999999999977,8.899999999999986,15.699999999999962,2.4000000000000012,3.9000000000000026,1.7000000000000006
217,29.90000000000016,20.300000000000022,26.900000000000116,11.599999999999977,8.899999999999986,15.699999999999962,2.4000000000000012,3.9000000000000026,1.7000000000000006
218,29.90000000000016,20.300000000000022,27.000000000000117,11.599999999999977,8.999999999999986,15.699999999999962,2.4000000000000012,3.9000000000000026,1.7000000000000006
219,30.00000000000016,20.300000000000022,27.000000000000117,11.799999999999976,8.999999999999986,15.699999999999962,2.4000000000000012,3.9000000000000026,1.8000000000000007
220,30.10000000000016,20.500000000000025,27.10000000000012,11.799999999999976,8.999999999999986,15.699999999999962,2.4000000000000012,3.9000000000000026,1.8000000000000007
221,30.200000000000163,20.500000000000025,27.10000000000012,12.099999999999975,8.999999999999986,15.699999999999962,2.4000000000000012,3.9000000000000026,1.9000000000000008
222,30.300000000000164,20.700000000000028,27.20000000000012,12.099999999999975,8.999999999999986,15.699999999999962,2.4000000000000012,3.9000000000000026,1.9000000000000008
223,30.60000000000017,20.80000000000003,27.20000000000012,12.199999999999974,8.999999999999986,15.799999999999962,2.4000000000000012,3.9000000000000026,1.9000000000000008
224,30.900000000000173,20.90000000000003,27.20000000000012,12.299999999999974,8.999999999999986,15.899999999999961,2.4000000000000012,3.9000000000000026,1.9000000000000008
225,31.30000000000018,21.000000000000032,27.20000000000012,12.399999999999974,8.999999999999986,15.999999999999961,2.4000000000000012,3.9000000000000026,1.9000000000000008
226,31.30000000000018,21.000000000000032,27.30000000000012,12.399999999999974,9.099999999999985,15.999999999999961,2.4000000000000012,3.9000000000000026,1.9000000000000008
227,31.700000000000184,21.100000000000033,27.30000000000012,12.499999999999973,9.099999999999985,16.099999999999962,2.4000000000000012,3.9000000000000026,1.9000000000000008
228,32.000000000000185,21.200000000000035,27.30000000000012,12.599999999999973,9.099999999999985,16.199999999999964,2.4000000000000012,3.9000000000000026,1.9000000000000008
229,32.000000000000185,21.300000000000036,27.600000000000126,12.599999999999973,9.199999999999985,16.299999999999965,2.5000000000000013,4.100000000000002,1.9000000000000008
230,32.000000000000185,21.300000000000036,27.700000000000127,12.599999999999973,9.299999999999985,16.299999999999965,2.5000000000000013,4.100000000000002,1.9000000000000008
231,32.000000000000185,21.300000000000036,27.80000000000013,12.599999999999973,9.399999999999984,16.299999999999965,2.5000000000000013,4.100000000000002,1.9000000000000008
232,32.100000000000186,21.50000000000004,27.90000000000013,12.599999999999973,9.399999999999984,16.299999999999965,2.5000000000000013,4.100000000000002,1.9000000000000008
233,32.40000000000019,21.60000000000004,27.90000000000013,12.699999999999973,9.399999999999984,16.399999999999967,2.5000000000000013,4.100000000000002,1.9000000000000008
234,32.800000000000196,21.700000000000042,27.90000000000013,12.799999999999972,9.399999999999984,16.499999999999968,2.5000000000000013,4.100000000000002,1.9000000000000008
235,32.9000000000002,21.900000000000045,28.00000000000013,12.799999999999972,9.399999999999984,16.499999999999968,2.5000000000000013,4.100000000000002,1.9000000000000008
236,33.0000000000002,22.100000000000048,28.100000000000133,12.799999999999972,9.399999999999984,16.499999999999968,2.5000000000000013,4.100000000000002,1.9000000000000008
237,33.0000000000002,22.100000000000048,28.200000000000134,12.799999999999972,9.599999999999984,16.499999999999968,2.5000000000000013,4.100000000000002,1.9000000000000008
238,33.1000000000002,22.100000000000048,28.200000000000134,13.099999999999971,9.599999999999984,16.499999999999968,2.5000000000000013,4.100000000000002,2.000000000000001
239,33.2000000000002,22.100000000000048,28.200000000000134,13.29999999999997,9.599999999999984,16.499999999999968,2.5000000000000013,4.100000000000002,2.100000000000001
