Line,"{'+definite', '+atomic'} - definite - a_2","{'+definite', '-atomic'} - definite - e_1","{'+definite', '+atomic'} - definite - o_2","{'-definite', '+atomic', '-feminine'} - definite - o_2","{'-definite', '+atomic'} - definite - o_2","{'+feminine', '-definite', '+atomic'} - definite - a_2","{'-definite', '+atomic', '-feminine'} - definite - o_3","{'+feminine', '-definite', '+atomic'} - definite - a_3","{'+feminine', '-definite', '+atomic'} - definite - a_4","{'+feminine', '+definite', '+atomic'} - definite - a_4","{'+definite', '-atomic', '-feminine'} - definite - i_2","{'+definite', '-atomic', '-feminine'} - definite - i_3","{'+feminine', '+definite', '-atomic'} - definite - e_2","{'+definite', '+atomic', '-feminine'} - definite - o_3","{'+feminine', '+definite', '-atomic'} - definite - e_4","{'+definite', '+atomic', '-feminine'} - definite - o_2","{'+definite', '-atomic', '-feminine'} - definite - i_4","{'+feminine', '+definite', '+atomic'} - definite - a_3","{'+definite', '-atomic'} - definite - i_4","{'-definite', '+atomic'} - definite - a_2","{'+feminine', '+definite', '+atomic'} - definite - a_2"
302,17.199999999999978,5.299999999999998,19.50000000000001,6.699999999999993,2.300000000000001,6.099999999999995,6.499999999999994,10.69999999999998,5.799999999999996,13.39999999999997,18.299999999999994,12.599999999999973,10.49999999999998,5.899999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
303,17.29999999999998,5.299999999999998,19.600000000000012,6.699999999999993,2.300000000000001,6.099999999999995,6.499999999999994,10.69999999999998,5.799999999999996,13.39999999999997,18.299999999999994,12.599999999999973,10.79999999999998,5.899999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
304,17.29999999999998,5.299999999999998,19.700000000000014,6.799999999999993,2.300000000000001,6.099999999999995,6.499999999999994,10.69999999999998,5.799999999999996,13.39999999999997,18.299999999999994,12.599999999999973,10.79999999999998,5.899999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
305,17.29999999999998,5.299999999999998,19.800000000000015,6.899999999999992,2.300000000000001,6.099999999999995,6.499999999999994,10.69999999999998,5.799999999999996,13.39999999999997,18.299999999999994,12.599999999999973,10.79999999999998,5.899999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
306,17.29999999999998,5.299999999999998,19.800000000000015,6.899999999999992,2.300000000000001,6.099999999999995,6.499999999999994,10.69999999999998,5.799999999999996,13.39999999999997,18.299999999999994,12.599999999999973,10.79999999999998,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
307,17.39999999999998,5.299999999999998,19.800000000000015,6.899999999999992,2.300000000000001,6.199999999999995,6.599999999999993,10.899999999999979,5.899999999999996,13.49999999999997,18.299999999999994,12.599999999999973,10.79999999999998,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
308,17.39999999999998,5.299999999999998,19.800000000000015,6.899999999999992,2.300000000000001,6.199999999999995,6.599999999999993,10.899999999999979,5.899999999999996,13.49999999999997,18.299999999999994,12.599999999999973,10.79999999999998,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
309,17.499999999999982,5.299999999999998,19.800000000000015,6.899999999999992,2.300000000000001,6.2999999999999945,6.699999999999993,11.099999999999978,6.099999999999995,13.59999999999997,18.299999999999994,12.599999999999973,10.79999999999998,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
310,17.599999999999984,5.299999999999998,19.900000000000016,6.899999999999992,2.300000000000001,6.2999999999999945,6.699999999999993,11.099999999999978,6.099999999999995,13.59999999999997,18.299999999999994,12.599999999999973,10.999999999999979,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
311,17.699999999999985,5.299999999999998,19.900000000000016,6.899999999999992,2.300000000000001,6.399999999999994,6.799999999999993,11.299999999999978,6.199999999999995,13.699999999999969,18.299999999999994,12.599999999999973,10.999999999999979,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
312,17.799999999999986,5.299999999999998,19.900000000000016,6.899999999999992,2.300000000000001,6.499999999999994,6.899999999999992,11.499999999999977,6.2999999999999945,13.799999999999969,18.299999999999994,12.599999999999973,10.999999999999979,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
313,17.899999999999988,5.299999999999998,19.900000000000016,6.899999999999992,2.300000000000001,6.599999999999993,6.999999999999992,11.699999999999976,6.499999999999994,13.899999999999968,18.299999999999994,12.599999999999973,10.999999999999979,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
314,17.899999999999988,5.299999999999998,19.900000000000016,6.899999999999992,2.300000000000001,6.599999999999993,6.999999999999992,11.699999999999976,6.499999999999994,13.999999999999968,18.299999999999994,12.599999999999973,10.999999999999979,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
315,17.899999999999988,5.299999999999998,20.000000000000018,6.999999999999992,2.300000000000001,6.599999999999993,6.999999999999992,11.699999999999976,6.499999999999994,13.999999999999968,18.299999999999994,12.599999999999973,10.999999999999979,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
316,17.899999999999988,5.299999999999998,20.000000000000018,6.999999999999992,2.300000000000001,6.599999999999993,6.999999999999992,11.699999999999976,6.499999999999994,13.999999999999968,18.299999999999994,12.599999999999973,10.999999999999979,5.999999999999996,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
317,17.899999999999988,5.299999999999998,20.000000000000018,6.999999999999992,2.300000000000001,6.599999999999993,6.999999999999992,11.699999999999976,6.499999999999994,13.999999999999968,18.299999999999994,12.599999999999973,10.999999999999979,6.099999999999995,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
318,17.899999999999988,5.299999999999998,20.000000000000018,6.999999999999992,2.300000000000001,6.599999999999993,6.999999999999992,11.699999999999976,6.499999999999994,14.099999999999968,18.299999999999994,12.599999999999973,10.999999999999979,6.099999999999995,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
319,17.99999999999999,5.299999999999998,20.10000000000002,6.999999999999992,2.300000000000001,6.599999999999993,6.999999999999992,11.699999999999976,6.499999999999994,14.099999999999968,18.299999999999994,12.599999999999973,11.199999999999978,6.099999999999995,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
320,18.09999999999999,5.299999999999998,20.10000000000002,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.199999999999967,18.299999999999994,12.599999999999973,11.199999999999978,6.099999999999995,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
321,18.199999999999992,5.299999999999998,20.20000000000002,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.199999999999967,18.299999999999994,12.599999999999973,11.499999999999977,6.099999999999995,6.2999999999999945,7.099999999999992,6.499999999999994,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
322,18.299999999999994,5.299999999999998,20.300000000000022,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.299999999999967,18.599999999999998,12.799999999999972,11.499999999999977,6.099999999999995,6.399999999999994,7.199999999999991,6.599999999999993,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
323,18.399999999999995,5.299999999999998,20.400000000000023,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.399999999999967,18.900000000000002,12.999999999999972,11.499999999999977,6.099999999999995,6.499999999999994,7.299999999999991,6.699999999999993,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
324,18.499999999999996,5.299999999999998,20.500000000000025,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.399999999999967,18.900000000000002,12.999999999999972,11.699999999999976,6.099999999999995,6.499999999999994,7.299999999999991,6.699999999999993,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
325,18.499999999999996,5.299999999999998,20.500000000000025,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.399999999999967,18.900000000000002,12.999999999999972,11.699999999999976,6.099999999999995,6.499999999999994,7.299999999999991,6.699999999999993,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
326,18.599999999999998,5.299999999999998,20.600000000000026,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.499999999999966,19.200000000000006,13.19999999999997,11.699999999999976,6.099999999999995,6.599999999999993,7.399999999999991,6.899999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
327,18.599999999999998,5.299999999999998,20.600000000000026,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.499999999999966,19.200000000000006,13.19999999999997,11.699999999999976,6.199999999999995,6.599999999999993,7.399999999999991,6.899999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
328,18.599999999999998,5.299999999999998,20.600000000000026,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.499999999999966,19.200000000000006,13.19999999999997,11.699999999999976,6.2999999999999945,6.599999999999993,7.49999999999999,6.899999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
329,18.7,5.299999999999998,20.700000000000028,6.999999999999992,2.300000000000001,6.699999999999993,7.099999999999992,11.999999999999975,6.599999999999993,14.499999999999966,19.200000000000006,13.19999999999997,11.999999999999975,6.2999999999999945,6.599999999999993,7.49999999999999,6.899999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
330,18.8,5.299999999999998,20.700000000000028,6.999999999999992,2.300000000000001,6.899999999999992,7.199999999999991,12.199999999999974,6.699999999999993,14.599999999999966,19.200000000000006,13.19999999999997,11.999999999999975,6.2999999999999945,6.599999999999993,7.49999999999999,6.899999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
331,18.900000000000002,5.299999999999998,20.700000000000028,6.999999999999992,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,14.699999999999966,19.200000000000006,13.19999999999997,11.999999999999975,6.2999999999999945,6.599999999999993,7.49999999999999,6.899999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
332,19.000000000000004,5.299999999999998,20.80000000000003,6.999999999999992,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,14.799999999999965,19.600000000000012,13.39999999999997,11.999999999999975,6.2999999999999945,6.699999999999993,7.59999999999999,6.999999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
333,19.000000000000004,5.299999999999998,20.80000000000003,6.999999999999992,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,14.899999999999965,19.600000000000012,13.39999999999997,11.999999999999975,6.2999999999999945,6.699999999999993,7.59999999999999,6.999999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
334,19.000000000000004,5.299999999999998,20.80000000000003,6.999999999999992,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,14.999999999999964,19.600000000000012,13.39999999999997,11.999999999999975,6.2999999999999945,6.699999999999993,7.59999999999999,6.999999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
335,19.000000000000004,5.299999999999998,20.90000000000003,7.199999999999991,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,14.999999999999964,19.600000000000012,13.39999999999997,11.999999999999975,6.2999999999999945,6.699999999999993,7.59999999999999,6.999999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
336,19.100000000000005,5.299999999999998,21.000000000000032,7.199999999999991,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,15.099999999999964,20.000000000000018,13.59999999999997,11.999999999999975,6.2999999999999945,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
337,19.100000000000005,5.299999999999998,21.100000000000033,7.299999999999991,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,15.099999999999964,20.000000000000018,13.59999999999997,11.999999999999975,6.2999999999999945,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
338,19.200000000000006,5.299999999999998,21.200000000000035,7.299999999999991,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,15.099999999999964,20.000000000000018,13.59999999999997,12.199999999999974,6.2999999999999945,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
339,19.200000000000006,5.299999999999998,21.200000000000035,7.299999999999991,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,15.199999999999964,20.000000000000018,13.59999999999997,12.199999999999974,6.2999999999999945,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
340,19.200000000000006,5.299999999999998,21.300000000000036,7.399999999999991,2.300000000000001,6.999999999999992,7.299999999999991,12.499999999999973,6.799999999999993,15.199999999999964,20.000000000000018,13.59999999999997,12.199999999999974,6.2999999999999945,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
341,19.300000000000008,5.299999999999998,21.300000000000036,7.399999999999991,2.300000000000001,7.099999999999992,7.399999999999991,12.699999999999973,6.899999999999992,15.299999999999963,20.000000000000018,13.59999999999997,12.199999999999974,6.2999999999999945,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
342,19.300000000000008,5.299999999999998,21.300000000000036,7.399999999999991,2.300000000000001,7.099999999999992,7.399999999999991,12.699999999999973,6.899999999999992,15.299999999999963,20.000000000000018,13.59999999999997,12.199999999999974,6.399999999999994,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
343,19.300000000000008,5.299999999999998,21.300000000000036,7.399999999999991,2.300000000000001,7.099999999999992,7.399999999999991,12.699999999999973,6.899999999999992,15.299999999999963,20.000000000000018,13.59999999999997,12.199999999999974,6.499999999999994,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
344,19.300000000000008,5.299999999999998,21.300000000000036,7.399999999999991,2.300000000000001,7.099999999999992,7.399999999999991,12.699999999999973,6.899999999999992,15.399999999999963,20.000000000000018,13.59999999999997,12.199999999999974,6.499999999999994,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
345,19.300000000000008,5.299999999999998,21.300000000000036,7.399999999999991,2.300000000000001,7.099999999999992,7.399999999999991,12.699999999999973,6.899999999999992,15.399999999999963,20.000000000000018,13.59999999999997,12.199999999999974,6.599999999999993,6.799999999999993,7.6999999999999895,7.099999999999992,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
346,19.40000000000001,5.299999999999998,21.400000000000038,7.399999999999991,2.300000000000001,7.099999999999992,7.399999999999991,12.699999999999973,6.899999999999992,15.499999999999963,20.300000000000022,13.799999999999969,12.199999999999974,6.599999999999993,6.899999999999992,7.799999999999989,7.299999999999991,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
347,19.40000000000001,5.299999999999998,21.400000000000038,7.399999999999991,2.300000000000001,7.099999999999992,7.399999999999991,12.699999999999973,6.899999999999992,15.499999999999963,20.300000000000022,13.799999999999969,12.199999999999974,6.699999999999993,6.899999999999992,7.799999999999989,7.299999999999991,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
348,19.50000000000001,5.299999999999998,21.50000000000004,7.399999999999991,2.300000000000001,7.099999999999992,7.399999999999991,12.699999999999973,6.899999999999992,15.599999999999962,20.600000000000026,13.999999999999968,12.199999999999974,6.699999999999993,6.999999999999992,7.899999999999989,7.399999999999991,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
349,19.600000000000012,5.299999999999998,21.50000000000004,7.399999999999991,2.300000000000001,7.199999999999991,7.49999999999999,12.899999999999972,6.999999999999992,15.699999999999962,20.600000000000026,13.999999999999968,12.199999999999974,6.699999999999993,6.999999999999992,7.899999999999989,7.399999999999991,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
350,19.700000000000014,5.299999999999998,21.60000000000004,7.399999999999991,2.300000000000001,7.199999999999991,7.49999999999999,12.899999999999972,6.999999999999992,15.699999999999962,20.600000000000026,13.999999999999968,12.399999999999974,6.699999999999993,6.999999999999992,7.899999999999989,7.399999999999991,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
351,19.800000000000015,5.299999999999998,21.700000000000042,7.399999999999991,2.300000000000001,7.199999999999991,7.49999999999999,12.899999999999972,6.999999999999992,15.799999999999962,20.90000000000003,14.199999999999967,12.399999999999974,6.699999999999993,7.099999999999992,7.9999999999999885,7.49999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
352,19.800000000000015,5.299999999999998,21.700000000000042,7.399999999999991,2.300000000000001,7.199999999999991,7.49999999999999,12.899999999999972,6.999999999999992,15.799999999999962,20.90000000000003,14.199999999999967,12.399999999999974,6.799999999999993,7.099999999999992,7.9999999999999885,7.49999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
353,19.800000000000015,5.299999999999998,21.700000000000042,7.399999999999991,2.300000000000001,7.199999999999991,7.49999999999999,12.899999999999972,6.999999999999992,15.799999999999962,20.90000000000003,14.199999999999967,12.399999999999974,6.899999999999992,7.099999999999992,7.9999999999999885,7.49999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
354,19.900000000000016,5.299999999999998,21.700000000000042,7.399999999999991,2.300000000000001,7.299999999999991,7.59999999999999,13.19999999999997,7.099999999999992,15.899999999999961,20.90000000000003,14.199999999999967,12.399999999999974,6.899999999999992,7.099999999999992,7.9999999999999885,7.49999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
355,19.900000000000016,5.299999999999998,21.800000000000043,7.49999999999999,2.300000000000001,7.299999999999991,7.59999999999999,13.19999999999997,7.099999999999992,15.899999999999961,20.90000000000003,14.199999999999967,12.399999999999974,6.899999999999992,7.099999999999992,7.9999999999999885,7.49999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
356,19.900000000000016,5.299999999999998,21.800000000000043,7.49999999999999,2.300000000000001,7.299999999999991,7.59999999999999,13.19999999999997,7.099999999999992,15.999999999999961,20.90000000000003,14.199999999999967,12.399999999999974,6.899999999999992,7.099999999999992,7.9999999999999885,7.49999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
357,20.000000000000018,5.299999999999998,21.900000000000045,7.49999999999999,2.300000000000001,7.299999999999991,7.59999999999999,13.19999999999997,7.099999999999992,15.999999999999961,20.90000000000003,14.199999999999967,12.699999999999973,6.899999999999992,7.099999999999992,7.9999999999999885,7.49999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
358,20.10000000000002,5.299999999999998,22.000000000000046,7.49999999999999,2.300000000000001,7.299999999999991,7.59999999999999,13.19999999999997,7.099999999999992,16.099999999999962,21.300000000000036,14.399999999999967,12.699999999999973,6.899999999999992,7.199999999999991,8.099999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
359,20.20000000000002,5.299999999999998,22.000000000000046,7.49999999999999,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.199999999999964,21.300000000000036,14.399999999999967,12.699999999999973,6.899999999999992,7.199999999999991,8.099999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
360,20.20000000000002,5.299999999999998,22.000000000000046,7.49999999999999,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.199999999999964,21.300000000000036,14.399999999999967,12.699999999999973,6.999999999999992,7.199999999999991,8.099999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
361,20.20000000000002,5.299999999999998,22.100000000000048,7.59999999999999,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.199999999999964,21.300000000000036,14.399999999999967,12.699999999999973,6.999999999999992,7.199999999999991,8.099999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
362,20.300000000000022,5.299999999999998,22.20000000000005,7.59999999999999,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.199999999999964,21.300000000000036,14.399999999999967,12.899999999999972,6.999999999999992,7.199999999999991,8.099999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
363,20.300000000000022,5.299999999999998,22.20000000000005,7.59999999999999,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.199999999999964,21.300000000000036,14.399999999999967,12.899999999999972,7.099999999999992,7.199999999999991,8.099999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
364,20.400000000000023,5.299999999999998,22.30000000000005,7.59999999999999,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.199999999999964,21.300000000000036,14.399999999999967,13.19999999999997,7.099999999999992,7.199999999999991,8.099999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
365,20.400000000000023,5.299999999999998,22.400000000000052,7.6999999999999895,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.199999999999964,21.300000000000036,14.399999999999967,13.19999999999997,7.099999999999992,7.199999999999991,8.099999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
366,20.400000000000023,5.299999999999998,22.400000000000052,7.6999999999999895,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.199999999999964,21.300000000000036,14.399999999999967,13.19999999999997,7.199999999999991,7.199999999999991,8.199999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
367,20.400000000000023,5.299999999999998,22.400000000000052,7.6999999999999895,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.199999999999964,21.300000000000036,14.399999999999967,13.19999999999997,7.199999999999991,7.199999999999991,8.199999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
368,20.400000000000023,5.299999999999998,22.400000000000052,7.6999999999999895,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.299999999999965,21.300000000000036,14.399999999999967,13.19999999999997,7.199999999999991,7.199999999999991,8.199999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
369,20.400000000000023,5.299999999999998,22.500000000000053,7.799999999999989,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.299999999999965,21.300000000000036,14.399999999999967,13.19999999999997,7.199999999999991,7.199999999999991,8.199999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
370,20.500000000000025,5.299999999999998,22.600000000000055,7.799999999999989,2.300000000000001,7.399999999999991,7.6999999999999895,13.39999999999997,7.199999999999991,16.299999999999965,21.300000000000036,14.399999999999967,13.39999999999997,7.199999999999991,7.199999999999991,8.199999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
371,20.600000000000026,5.299999999999998,22.600000000000055,7.799999999999989,2.300000000000001,7.49999999999999,7.799999999999989,13.59999999999997,7.299999999999991,16.399999999999967,21.300000000000036,14.399999999999967,13.39999999999997,7.199999999999991,7.199999999999991,8.199999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
372,20.600000000000026,5.299999999999998,22.600000000000055,7.799999999999989,2.300000000000001,7.49999999999999,7.799999999999989,13.59999999999997,7.299999999999991,16.399999999999967,21.300000000000036,14.399999999999967,13.39999999999997,7.299999999999991,7.199999999999991,8.199999999999989,7.59999999999999,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
373,20.700000000000028,5.299999999999998,22.700000000000056,7.799999999999989,2.300000000000001,7.49999999999999,7.799999999999989,13.59999999999997,7.299999999999991,16.499999999999968,21.60000000000004,14.599999999999966,13.39999999999997,7.299999999999991,7.299999999999991,8.299999999999988,7.6999999999999895,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
374,20.80000000000003,5.299999999999998,22.800000000000058,7.799999999999989,2.300000000000001,7.49999999999999,7.799999999999989,13.59999999999997,7.299999999999991,16.499999999999968,21.60000000000004,14.599999999999966,13.699999999999969,7.299999999999991,7.299999999999991,8.299999999999988,7.6999999999999895,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
375,20.90000000000003,5.299999999999998,22.800000000000058,7.799999999999989,2.300000000000001,7.59999999999999,7.899999999999989,13.899999999999968,7.399999999999991,16.59999999999997,21.60000000000004,14.599999999999966,13.699999999999969,7.299999999999991,7.299999999999991,8.299999999999988,7.6999999999999895,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
376,20.90000000000003,5.299999999999998,22.800000000000058,7.799999999999989,2.300000000000001,7.59999999999999,7.899999999999989,13.899999999999968,7.399999999999991,16.59999999999997,21.60000000000004,14.599999999999966,13.699999999999969,7.399999999999991,7.299999999999991,8.299999999999988,7.6999999999999895,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
377,21.000000000000032,5.299999999999998,22.90000000000006,7.799999999999989,2.300000000000001,7.59999999999999,7.899999999999989,13.899999999999968,7.399999999999991,16.69999999999997,21.900000000000045,14.799999999999965,13.699999999999969,7.399999999999991,7.399999999999991,8.399999999999988,7.799999999999989,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
378,21.100000000000033,5.299999999999998,23.00000000000006,7.799999999999989,2.300000000000001,7.59999999999999,7.899999999999989,13.899999999999968,7.399999999999991,16.799999999999972,22.20000000000005,14.999999999999964,13.699999999999969,7.399999999999991,7.49999999999999,8.499999999999988,7.899999999999989,1.8000000000000007,2.100000000000001,2.100000000000001,1.5000000000000004
